Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2003;Neto migracija;Šilalės r. sav.;asmenys;-297
2004;Neto migracija;Šilalės r. sav.;asmenys;-326
2005;Neto migracija;Šilalės r. sav.;asmenys;-592
2006;Neto migracija;Šilalės r. sav.;asmenys;-499
2007;Neto migracija;Šilalės r. sav.;asmenys;-365
2008;Neto migracija;Šilalės r. sav.;asmenys;-392
2009;Neto migracija;Šilalės r. sav.;asmenys;-425
2010;Neto migracija;Šilalės r. sav.;asmenys;-734
2011;Neto migracija;Šilalės r. sav.;asmenys;-450
2012;Neto migracija;Šilalės r. sav.;asmenys;-414
2013;Neto migracija;Šilalės r. sav.;asmenys;-256
2014;Neto migracija;Šilalės r. sav.;asmenys;-243
2015;Neto migracija;Šilalės r. sav.;asmenys;-335
2016;Neto migracija;Šilalės r. sav.;asmenys;-510
2017;Neto migracija;Šilalės r. sav.;asmenys;-622
2018;Neto migracija;Šilalės r. sav.;asmenys;-526
1990;Neto migracija;Tauragės r. sav.;asmenys;
1991;Neto migracija;Tauragės r. sav.;asmenys;
1992;Neto migracija;Tauragės r. sav.;asmenys;
1993;Neto migracija;Tauragės r. sav.;asmenys;
1994;Neto migracija;Tauragės r. sav.;asmenys;-167
1995;Neto migracija;Tauragės r. sav.;asmenys;-45
1996;Neto migracija;Tauragės r. sav.;asmenys;-415
1997;Neto migracija;Tauragės r. sav.;asmenys;-391
1998;Neto migracija;Tauragės r. sav.;asmenys;-406
1999;Neto migracija;Tauragės r. sav.;asmenys;-281
2000;Neto migracija;Tauragės r. sav.;asmenys;-172
2001;Neto migracija;Tauragės r. sav.;asmenys;-406
2002;Neto migracija;Tauragės r. sav.;asmenys;-132
2003;Neto migracija;Tauragės r. sav.;asmenys;-356
2004;Neto migracija;Tauragės r. sav.;asmenys;-729
2005;Neto migracija;Tauragės r. sav.;asmenys;-1170
2006;Neto migracija;Tauragės r. sav.;asmenys;-491
2007;Neto migracija;Tauragės r. sav.;asmenys;-575
2008;Neto migracija;Tauragės r. sav.;asmenys;-402
2009;Neto migracija;Tauragės r. sav.;asmenys;-539
2010;Neto migracija;Tauragės r. sav.;asmenys;-1548
2011;Neto migracija;Tauragės r. sav.;asmenys;-692
2012;Neto migracija;Tauragės r. sav.;asmenys;-435
2013;Neto migracija;Tauragės r. sav.;asmenys;-422
2014;Neto migracija;Tauragės r. sav.;asmenys;-362
2015;Neto migracija;Tauragės r. sav.;asmenys;-382
2016;Neto migracija;Tauragės r. sav.;asmenys;-691
2017;Neto migracija;Tauragės r. sav.;asmenys;-807
2018;Neto migracija;Tauragės r. sav.;asmenys;-414
1990;Neto migracija;Mažeikių r. sav.;asmenys;
1991;Neto migracija;Mažeikių r. sav.;asmenys;
1992;Neto migracija;Mažeikių r. sav.;asmenys;
1993;Neto migracija;Mažeikių r. sav.;asmenys;
1994;Neto migracija;Mažeikių r. sav.;asmenys;-467
1995;Neto migracija;Mažeikių r. sav.;asmenys;-465
1996;Neto migracija;Mažeikių r. sav.;asmenys;-709
1997;Neto migracija;Mažeikių r. sav.;asmenys;-563
1998;Neto migracija;Mažeikių r. sav.;asmenys;-407
1999;Neto migracija;Mažeikių r. sav.;asmenys;-523
2000;Neto migracija;Mažeikių r. sav.;asmenys;-300
2001;Neto migracija;Mažeikių r. sav.;asmenys;-487
2002;Neto migracija;Mažeikių r. sav.;asmenys;-305
2003;Neto migracija;Mažeikių r. sav.;asmenys;-569
2004;Neto migracija;Mažeikių r. sav.;asmenys;-911
2005;Neto migracija;Mažeikių r. sav.;asmenys;-1190
2006;Neto migracija;Mažeikių r. sav.;asmenys;-703
2007;Neto migracija;Mažeikių r. sav.;asmenys;-685
2008;Neto migracija;Mažeikių r. sav.;asmenys;-464
2009;Neto migracija;Mažeikių r. sav.;asmenys;-910
2010;Neto migracija;Mažeikių r. sav.;asmenys;-1953
2011;Neto migracija;Mažeikių r. sav.;asmenys;-925
2012;Neto migracija;Mažeikių r. sav.;asmenys;-632
2013;Neto migracija;Mažeikių r. sav.;asmenys;-550
2014;Neto migracija;Mažeikių r. sav.;asmenys;-517
2015;Neto migracija;Mažeikių r. sav.;asmenys;-600
2016;Neto migracija;Mažeikių r. sav.;asmenys;-1321
2017;Neto migracija;Mažeikių r. sav.;asmenys;-1043
2018;Neto migracija;Mažeikių r. sav.;asmenys;-572
1990;Neto migracija;Plungės r. sav.;asmenys;
1991;Neto migracija;Plungės r. sav.;asmenys;
1992;Neto migracija;Plungės r. sav.;asmenys;
1993;Neto migracija;Plungės r. sav.;asmenys;
1994;Neto migracija;Plungės r. sav.;asmenys;-67
1995;Neto migracija;Plungės r. sav.;asmenys;15
1996;Neto migracija;Plungės r. sav.;asmenys;-24
1997;Neto migracija;Plungės r. sav.;asmenys;-70
1998;Neto migracija;Plungės r. sav.;asmenys;-125
1999;Neto migracija;Plungės r. sav.;asmenys;-94
2000;Neto migracija;Plungės r. sav.;asmenys;-132
2001;Neto migracija;Plungės r. sav.;asmenys;-331
2002;Neto migracija;Plungės r. sav.;asmenys;-8
2003;Neto migracija;Plungės r. sav.;asmenys;-256
2004;Neto migracija;Plungės r. sav.;asmenys;-436
2005;Neto migracija;Plungės r. sav.;asmenys;-1111
2006;Neto migracija;Plungės r. sav.;asmenys;-507
2007;Neto migracija;Plungės r. sav.;asmenys;-348
2008;Neto migracija;Plungės r. sav.;asmenys;-308
2009;Neto migracija;Plungės r. sav.;asmenys;-363
2010;Neto migracija;Plungės r. sav.;asmenys;-1228
2011;Neto migracija;Plungės r. sav.;asmenys;-559
2012;Neto migracija;Plungės r. sav.;asmenys;-429
2013;Neto migracija;Plungės r. sav.;asmenys;-431
2014;Neto migracija;Plungės r. sav.;asmenys;-292
2015;Neto migracija;Plungės r. sav.;asmenys;-455
2016;Neto migracija;Plungės r. sav.;asmenys;-699
2017;Neto migracija;Plungės r. sav.;asmenys;-885
2018;Neto migracija;Plungės r. sav.;asmenys;-326
1990;Neto migracija;Rietavo sav.;asmenys;
1991;Neto migracija;Rietavo sav.;asmenys;
1992;Neto migracija;Rietavo sav.;asmenys;
1993;Neto migracija;Rietavo sav.;asmenys;
1994;Neto migracija;Rietavo sav.;asmenys;-200
1995;Neto migracija;Rietavo sav.;asmenys;-104
1996;Neto migracija;Rietavo sav.;asmenys;46
1997;Neto migracija;Rietavo sav.;asmenys;-21
1998;Neto migracija;Rietavo sav.;asmenys;-12
1999;Neto migracija;Rietavo sav.;asmenys;-56
2000;Neto migracija;Rietavo sav.;asmenys;-9
2001;Neto migracija;Rietavo sav.;asmenys;-44
2002;Neto migracija;Rietavo sav.;asmenys;-67
2003;Neto migracija;Rietavo sav.;asmenys;-93
2004;Neto migracija;Rietavo sav.;asmenys;-134
2005;Neto migracija;Rietavo sav.;asmenys;-195
2006;Neto migracija;Rietavo sav.;asmenys;-127
2007;Neto migracija;Rietavo sav.;asmenys;-176
2008;Neto migracija;Rietavo sav.;asmenys;-198
2009;Neto migracija;Rietavo sav.;asmenys;-175
2010;Neto migracija;Rietavo sav.;asmenys;-195
2011;Neto migracija;Rietavo sav.;asmenys;-143
2012;Neto migracija;Rietavo sav.;asmenys;-99
2013;Neto migracija;Rietavo sav.;asmenys;-114
2014;Neto migracija;Rietavo sav.;asmenys;-94
2015;Neto migracija;Rietavo sav.;asmenys;-114
2016;Neto migracija;Rietavo sav.;asmenys;-171
2017;Neto migracija;Rietavo sav.;asmenys;-164
2018;Neto migracija;Rietavo sav.;asmenys;-72
1990;Neto migracija;Telšių r. sav.;asmenys;
1991;Neto migracija;Telšių r. sav.;asmenys;
1992;Neto migracija;Telšių r. sav.;asmenys;
1993;Neto migracija;Telšių r. sav.;asmenys;
1994;Neto migracija;Telšių r. sav.;asmenys;-530
1995;Neto migracija;Telšių r. sav.;asmenys;-272
1996;Neto migracija;Telšių r. sav.;asmenys;-591
1997;Neto migracija;Telšių r. sav.;asmenys;-491
1998;Neto migracija;Telšių r. sav.;asmenys;-470
1999;Neto migracija;Telšių r. sav.;asmenys;-244
2000;Neto migracija;Telšių r. sav.;asmenys;-155
2001;Neto migracija;Telšių r. sav.;asmenys;-509
2002;Neto migracija;Telšių r. sav.;asmenys;-376
2003;Neto migracija;Telšių r. sav.;asmenys;-735
2004;Neto migracija;Telšių r. sav.;asmenys;-873
2005;Neto migracija;Telšių r. sav.;asmenys;-1445
2006;Neto migracija;Telšių r. sav.;asmenys;-1071
2007;Neto migracija;Telšių r. sav.;asmenys;-724
2008;Neto migracija;Telšių r. sav.;asmenys;-616
2009;Neto migracija;Telšių r. sav.;asmenys;-908
2010;Neto migracija;Telšių r. sav.;asmenys;-1287
2011;Neto migracija;Telšių r. sav.;asmenys;-678
2012;Neto migracija;Telšių r. sav.;asmenys;-617
2013;Neto migracija;Telšių r. sav.;asmenys;-629
2014;Neto migracija;Telšių r. sav.;asmenys;-523
2015;Neto migracija;Telšių r. sav.;asmenys;-656
2016;Neto migracija;Telšių r. sav.;asmenys;-896
2017;Neto migracija;Telšių r. sav.;asmenys;-965
2018;Neto migracija;Telšių r. sav.;asmenys;-506
1990;Neto migracija;Anykščių r. sav.;asmenys;
1991;Neto migracija;Anykščių r. sav.;asmenys;
1992;Neto migracija;Anykščių r. sav.;asmenys;
1993;Neto migracija;Anykščių r. sav.;asmenys;
1994;Neto migracija;Anykščių r. sav.;asmenys;-142
1995;Neto migracija;Anykščių r. sav.;asmenys;-112
1996;Neto migracija;Anykščių r. sav.;asmenys;-6
1997;Neto migracija;Anykščių r. sav.;asmenys;-148
1998;Neto migracija;Anykščių r. sav.;asmenys;-154
1999;Neto migracija;Anykščių r. sav.;asmenys;-263
2000;Neto migracija;Anykščių r. sav.;asmenys;-229
2001;Neto migracija;Anykščių r. sav.;asmenys;-57
2002;Neto migracija;Anykščių r. sav.;asmenys;-109
2003;Neto migracija;Anykščių r. sav.;asmenys;-205
2004;Neto migracija;Anykščių r. sav.;asmenys;-347
2005;Neto migracija;Anykščių r. sav.;asmenys;-529
2006;Neto migracija;Anykščių r. sav.;asmenys;-314
2007;Neto migracija;Anykščių r. sav.;asmenys;-239
2008;Neto migracija;Anykščių r. sav.;asmenys;-257
2009;Neto migracija;Anykščių r. sav.;asmenys;-258
2010;Neto migracija;Anykščių r. sav.;asmenys;-476
2011;Neto migracija;Anykščių r. sav.;asmenys;-314
2012;Neto migracija;Anykščių r. sav.;asmenys;-290
2013;Neto migracija;Anykščių r. sav.;asmenys;-268
2014;Neto migracija;Anykščių r. sav.;asmenys;-177
2015;Neto migracija;Anykščių r. sav.;asmenys;-278
2016;Neto migracija;Anykščių r. sav.;asmenys;-448
2017;Neto migracija;Anykščių r. sav.;asmenys;-484
2018;Neto migracija;Anykščių r. sav.;asmenys;-233
1990;Neto migracija;Ignalinos r. sav.;asmenys;
1991;Neto migracija;Ignalinos r. sav.;asmenys;
1992;Neto migracija;Ignalinos r. sav.;asmenys;
1993;Neto migracija;Ignalinos r. sav.;asmenys;
1994;Neto migracija;Ignalinos r. sav.;asmenys;-73
1995;Neto migracija;Ignalinos r. sav.;asmenys;-255
1996;Neto migracija;Ignalinos r. sav.;asmenys;-188
1997;Neto migracija;Ignalinos r. sav.;asmenys;-288
1998;Neto migracija;Ignalinos r. sav.;asmenys;-127
1999;Neto migracija;Ignalinos r. sav.;asmenys;-14
2000;Neto migracija;Ignalinos r. sav.;asmenys;132
2001;Neto migracija;Ignalinos r. sav.;asmenys;156
2002;Neto migracija;Ignalinos r. sav.;asmenys;11
2003;Neto migracija;Ignalinos r. sav.;asmenys;-135
2004;Neto migracija;Ignalinos r. sav.;asmenys;-220
2005;Neto migracija;Ignalinos r. sav.;asmenys;-249
2006;Neto migracija;Ignalinos r. sav.;asmenys;-248
2007;Neto migracija;Ignalinos r. sav.;asmenys;-196
2008;Neto migracija;Ignalinos r. sav.;asmenys;-133
2009;Neto migracija;Ignalinos r. sav.;asmenys;-185
2010;Neto migracija;Ignalinos r. sav.;asmenys;-210
2011;Neto migracija;Ignalinos r. sav.;asmenys;-125
2012;Neto migracija;Ignalinos r. sav.;asmenys;-208
2013;Neto migracija;Ignalinos r. sav.;asmenys;-173
2014;Neto migracija;Ignalinos r. sav.;asmenys;-46
2015;Neto migracija;Ignalinos r. sav.;asmenys;-206
2016;Neto migracija;Ignalinos r. sav.;asmenys;-201
2017;Neto migracija;Ignalinos r. sav.;asmenys;-247
2018;Neto migracija;Ignalinos r. sav.;asmenys;-258
1990;Neto migracija;Molėtų r. sav.;asmenys;
1991;Neto migracija;Molėtų r. sav.;asmenys;
1992;Neto migracija;Molėtų r. sav.;asmenys;
1993;Neto migracija;Molėtų r. sav.;asmenys;
1994;Neto migracija;Molėtų r. sav.;asmenys;42
1995;Neto migracija;Molėtų r. sav.;asmenys;-55
1996;Neto migracija;Molėtų r. sav.;asmenys;17
1997;Neto migracija;Molėtų r. sav.;asmenys;-77
1998;Neto migracija;Molėtų r. sav.;asmenys;-70
1999;Neto migracija;Molėtų r. sav.;asmenys;-25
2000;Neto migracija;Molėtų r. sav.;asmenys;-5
2001;Neto migracija;Molėtų r. sav.;asmenys;-191
2002;Neto migracija;Molėtų r. sav.;asmenys;-128
2003;Neto migracija;Molėtų r. sav.;asmenys;-270
2004;Neto migracija;Molėtų r. sav.;asmenys;-261
2005;Neto migracija;Molėtų r. sav.;asmenys;-428
2006;Neto migracija;Molėtų r. sav.;asmenys;-161
2007;Neto migracija;Molėtų r. sav.;asmenys;-155
2008;Neto migracija;Molėtų r. sav.;asmenys;-207
2009;Neto migracija;Molėtų r. sav.;asmenys;-277
2010;Neto migracija;Molėtų r. sav.;asmenys;-256
2011;Neto migracija;Molėtų r. sav.;asmenys;-171
2012;Neto migracija;Molėtų r. sav.;asmenys;-117
2013;Neto migracija;Molėtų r. sav.;asmenys;-199
2014;Neto migracija;Molėtų r. sav.;asmenys;-121
2015;Neto migracija;Molėtų r. sav.;asmenys;-173
2016;Neto migracija;Molėtų r. sav.;asmenys;-213
2017;Neto migracija;Molėtų r. sav.;asmenys;-309
2018;Neto migracija;Molėtų r. sav.;asmenys;-152
1990;Neto migracija;Utenos r. sav.;asmenys;
1991;Neto migracija;Utenos r. sav.;asmenys;
1992;Neto migracija;Utenos r. sav.;asmenys;
1993;Neto migracija;Utenos r. sav.;asmenys;
1994;Neto migracija;Utenos r. sav.;asmenys;-235
1995;Neto migracija;Utenos r. sav.;asmenys;-390
1996;Neto migracija;Utenos r. sav.;asmenys;-348
1997;Neto migracija;Utenos r. sav.;asmenys;-512
1998;Neto migracija;Utenos r. sav.;asmenys;-420
1999;Neto migracija;Utenos r. sav.;asmenys;-418
2000;Neto migracija;Utenos r. sav.;asmenys;-175
2001;Neto migracija;Utenos r. sav.;asmenys;-177
2002;Neto migracija;Utenos r. sav.;asmenys;-39
2003;Neto migracija;Utenos r. sav.;asmenys;-356
2004;Neto migracija;Utenos r. sav.;asmenys;-365
2005;Neto migracija;Utenos r. sav.;asmenys;-496
2006;Neto migracija;Utenos r. sav.;asmenys;-198
2007;Neto migracija;Utenos r. sav.;asmenys;-354
2008;Neto migracija;Utenos r. sav.;asmenys;-239
2009;Neto migracija;Utenos r. sav.;asmenys;-617
2010;Neto migracija;Utenos r. sav.;asmenys;-919
2011;Neto migracija;Utenos r. sav.;asmenys;-506
2012;Neto migracija;Utenos r. sav.;asmenys;-444
2013;Neto migracija;Utenos r. sav.;asmenys;-383
2014;Neto migracija;Utenos r. sav.;asmenys;-229
2015;Neto migracija;Utenos r. sav.;asmenys;-337
2016;Neto migracija;Utenos r. sav.;asmenys;-629
2017;Neto migracija;Utenos r. sav.;asmenys;-560
2018;Neto migracija;Utenos r. sav.;asmenys;-134
1990;Neto migracija;Visagino sav.;asmenys;
1991;Neto migracija;Visagino sav.;asmenys;
1992;Neto migracija;Visagino sav.;asmenys;
1993;Neto migracija;Visagino sav.;asmenys;
1994;Neto migracija;Visagino sav.;asmenys;334
1995;Neto migracija;Visagino sav.;asmenys;4
1996;Neto migracija;Visagino sav.;asmenys;121
1997;Neto migracija;Visagino sav.;asmenys;-65
1998;Neto migracija;Visagino sav.;asmenys;-438
1999;Neto migracija;Visagino sav.;asmenys;-486
2000;Neto migracija;Visagino sav.;asmenys;-1154
2001;Neto migracija;Visagino sav.;asmenys;-1029
2002;Neto migracija;Visagino sav.;asmenys;-678
2003;Neto migracija;Visagino sav.;asmenys;-481
2004;Neto migracija;Visagino sav.;asmenys;-629
2005;Neto migracija;Visagino sav.;asmenys;-904
2006;Neto migracija;Visagino sav.;asmenys;-544
2007;Neto migracija;Visagino sav.;asmenys;-673
2008;Neto migracija;Visagino sav.;asmenys;-577
2009;Neto migracija;Visagino sav.;asmenys;-684
2010;Neto migracija;Visagino sav.;asmenys;-1248
2011;Neto migracija;Visagino sav.;asmenys;-767
2012;Neto migracija;Visagino sav.;asmenys;-648
2013;Neto migracija;Visagino sav.;asmenys;-533
2014;Neto migracija;Visagino sav.;asmenys;-366
2015;Neto migracija;Visagino sav.;asmenys;-421
2016;Neto migracija;Visagino sav.;asmenys;-529
2017;Neto migracija;Visagino sav.;asmenys;-431
2018;Neto migracija;Visagino sav.;asmenys;-176
1990;Neto migracija;Zarasų r. sav.;asmenys;
1991;Neto migracija;Zarasų r. sav.;asmenys;
1992;Neto migracija;Zarasų r. sav.;asmenys;
1993;Neto migracija;Zarasų r. sav.;asmenys;
1994;Neto migracija;Zarasų r. sav.;asmenys;-104
1995;Neto migracija;Zarasų r. sav.;asmenys;-110
1996;Neto migracija;Zarasų r. sav.;asmenys;-91
1997;Neto migracija;Zarasų r. sav.;asmenys;-117
1998;Neto migracija;Zarasų r. sav.;asmenys;-171
1999;Neto migracija;Zarasų r. sav.;asmenys;-178
2000;Neto migracija;Zarasų r. sav.;asmenys;52
2001;Neto migracija;Zarasų r. sav.;asmenys;-48
2002;Neto migracija;Zarasų r. sav.;asmenys;-33
2003;Neto migracija;Zarasų r. sav.;asmenys;-209
2004;Neto migracija;Zarasų r. sav.;asmenys;-271
2005;Neto migracija;Zarasų r. sav.;asmenys;-315
2006;Neto migracija;Zarasų r. sav.;asmenys;-208
2007;Neto migracija;Zarasų r. sav.;asmenys;-212
2008;Neto migracija;Zarasų r. sav.;asmenys;-215
2009;Neto migracija;Zarasų r. sav.;asmenys;-147
2010;Neto migracija;Zarasų r. sav.;asmenys;-288
2011;Neto migracija;Zarasų r. sav.;asmenys;-225
2012;Neto migracija;Zarasų r. sav.;asmenys;-126
2013;Neto migracija;Zarasų r. sav.;asmenys;-134
2014;Neto migracija;Zarasų r. sav.;asmenys;-113
2015;Neto migracija;Zarasų r. sav.;asmenys;-176
2016;Neto migracija;Zarasų r. sav.;asmenys;-236
2017;Neto migracija;Zarasų r. sav.;asmenys;-284
2018;Neto migracija;Zarasų r. sav.;asmenys;-193
