Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2009;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;13.4
2010;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;13.1
2011;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;12.8
2012;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;12.5
2013;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;12.1
2014;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.8
2015;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.7
2016;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.3
2017;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.0
2018;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;10.7
2019;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;10.3
2001;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;18.6
2002;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;18.4
2003;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;18.1
2004;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;17.7
2005;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;17.4
2006;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;16.9
2007;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;16.6
2008;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;16.3
2009;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;15.9
2010;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;15.5
2011;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;15.2
2012;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.9
2013;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.7
2014;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.3
2015;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.1
2016;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;13.8
2017;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;13.5
2018;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;13.1
2019;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;12.8
2001;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;40.8
2002;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;40.5
2003;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;40.2
2004;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;39.7
2005;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;39.2
2006;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;38.5
2007;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;38.0
2008;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;37.4
2009;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;37.0
2010;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;36.3
2011;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;35.3
2012;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;34.6
2013;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;33.9
2014;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;33.3
2015;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;32.9
2016;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;32.4
2017;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;31.6
2018;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;30.8
2019;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;30.4
2001;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3299.7
2002;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3190.9
2003;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3118.4
2004;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3101.7
2005;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;470.7
2006;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;455.5
2007;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;446.5
2008;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;435.0
2009;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;424.9
2010;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;413.7
2011;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;391.5
2012;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;377.9
2013;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;366.2
2014;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;355.6
2015;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;349.1
2016;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;340.9
2017;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;330.7
2018;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;322.2
2019;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;317.5
2001;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;17.1
2002;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;17.0
2003;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;16.8
2004;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;16.4
2005;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;16.0
2006;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;15.6
2007;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;15.3
2008;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;14.9
2009;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;14.5
2010;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;14.3
2011;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.8
2012;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.5
2013;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.3
2014;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.0
2015;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;12.8
2016;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;12.5
2017;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;12.1
2018;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;11.8
2019;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;11.5
