Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
2018;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;62.7
2004;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.0
2005;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.0
2006;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.1
2007;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;65.8
2008;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.1
2009;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;68.8
2010;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;68.7
2011;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.0
2012;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.1
2013;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.1
2014;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.7
2015;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.8
2016;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.9
2017;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;70.0
2018;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;70.1
2004;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;65.2
2005;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.3
2006;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.3
2007;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.4
2008;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.6
2009;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;69.9
2010;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;69.8
2011;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2012;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2013;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2014;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;69.9
2015;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2016;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.2
2017;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.3
2018;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.4
2004;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;66.8
2005;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.1
2006;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.2
2007;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.3
2008;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.6
2009;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2010;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2011;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2012;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.6
2013;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.6
2014;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2015;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2016;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;70.0
2017;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;70.2
2018;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;70.3
2004;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.3
2005;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.8
2006;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.9
2007;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.9
2008;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;61.0
2009;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.2
2010;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.2
2011;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.7
2012;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.7
2013;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.6
2014;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.9
2015;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.1
2016;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.3
2017;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.4
2018;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.5
2004;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;55.6
2005;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;55.9
2006;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;56.1
2007;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;56.4
2008;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;56.7
2009;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.3
2010;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.3
2011;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.8
2012;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.8
2013;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.8
2014;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;58.1
2015;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;58.3
2016;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;58.6
2017;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;58.9
2018;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;59.0
2004;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;64.2
2005;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;64.9
2006;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;72.3
2007;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;72.6
2008;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;73.2
2009;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;74.0
2010;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;74.0
2011;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;74.6
2012;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;74.6
2013;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;74.5
2014;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;75.8
2015;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;76.3
2016;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;77.2
2017;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;78.1
2018;Vidutinis būsto dydis;Šiaulių r. sav.;Miestas ir kaimas;m²;78.5
2004;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;62.7
2005;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;61.9
2006;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;62.0
2007;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;61.5
2008;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.7
2009;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.5
2010;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.5
2011;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.7
2012;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.7
2013;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.7
2014;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.6
2015;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.7
2016;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;71.9
2017;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;72.2
2018;Vidutinis būsto dydis;Jurbarko r. sav.;Miestas ir kaimas;m²;72.2
2004;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;63.8
2005;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;63.8
2006;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;63.9
2007;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;63.9
2008;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;64.0
2009;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.1
2010;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.1
2011;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.4
2012;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.4
2013;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.4
2014;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.8
2015;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.9
2016;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;72.0
2017;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.9
2018;Vidutinis būsto dydis;Pagėgių sav.;Miestas ir kaimas;m²;71.9
2004;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;61.0
2005;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;61.0
2006;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;61.1
2007;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;61.2
2008;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;61.8
2009;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;72.2
2010;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;72.2
2011;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;72.6
2012;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;72.6
2013;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;72.5
2014;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;73.6
2015;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;73.8
2016;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;74.2
2017;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;74.4
2018;Vidutinis būsto dydis;Šilalės r. sav.;Miestas ir kaimas;m²;74.6
2004;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;63.9
2005;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;64.0
2006;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;64.0
2007;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;64.1
2008;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;67.4
2009;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;69.2
2010;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;69.1
2011;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;69.7
2012;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;69.7
2013;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;69.7
2014;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;70.5
2015;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;70.7
2016;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;71.2
2017;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;71.5
2018;Vidutinis būsto dydis;Tauragės r. sav.;Miestas ir kaimas;m²;71.7
2004;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;61.0
2005;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;61.3
2006;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;61.1
2007;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;61.4
2008;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;61.9
2009;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;63.8
2010;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;63.8
2011;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;64.4
2012;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;64.4
2013;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;64.4
2014;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;65.1
2015;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;65.3
2016;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;65.8
2017;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;66.2
2018;Vidutinis būsto dydis;Mažeikių r. sav.;Miestas ir kaimas;m²;66.3
2004;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;67.4
2005;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;67.8
2006;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;67.8
2007;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;68.2
2008;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;69.1
2009;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;74.0
2010;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;74.1
2011;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;74.9
2012;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;74.8
2013;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;74.8
2014;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;75.2
2015;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;75.5
2016;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;75.9
2017;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;76.2
2018;Vidutinis būsto dydis;Plungės r. sav.;Miestas ir kaimas;m²;76.3
2004;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;69.0
2005;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;69.0
2006;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;69.0
2007;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;69.2
2008;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;69.5
2009;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;76.3
2010;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;76.3
2011;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;76.5
2012;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;76.4
2013;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;76.4
2014;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;75.3
2015;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;75.5
2016;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;75.8
2017;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;77.2
2018;Vidutinis būsto dydis;Rietavo sav.;Miestas ir kaimas;m²;77.3
2004;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;65.5
2005;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;65.6
2006;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;65.5
2007;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;65.7
2008;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;65.7
2009;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.1
2010;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.1
2011;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.7
2012;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.7
2013;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.7
2014;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.6
2015;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;69.8
2016;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;70.3
2017;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;70.5
2018;Vidutinis būsto dydis;Telšių r. sav.;Miestas ir kaimas;m²;70.7
2004;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;68.0
2005;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;68.1
2006;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;68.3
2007;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;68.9
2008;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;68.7
2009;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;72.8
2010;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;72.8
2011;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.0
2012;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.0
2013;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.0
2014;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.3
2015;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.3
2016;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.4
2017;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.3
2018;Vidutinis būsto dydis;Anykščių r. sav.;Miestas ir kaimas;m²;73.3
2004;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;66.1
2005;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;66.4
2006;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;66.4
2007;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;66.6
2008;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;66.6
2009;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;70.5
2010;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;70.5
2011;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;70.8
2012;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;70.9
2013;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;70.9
2014;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;71.3
2015;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;71.3
2016;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;71.4
2017;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;71.5
2018;Vidutinis būsto dydis;Ignalinos r. sav.;Miestas ir kaimas;m²;71.5
2004;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;64.4
2005;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;64.9
2006;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;65.0
2007;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;64.1
2008;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;65.2
2009;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;73.7
2010;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;73.7
2011;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;73.8
2012;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;73.8
2013;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;73.8
2014;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;74.3
2015;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;74.5
2016;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;74.8
2017;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;75.0
2018;Vidutinis būsto dydis;Molėtų r. sav.;Miestas ir kaimas;m²;75.1
2004;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;64.6
2005;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;65.0
2006;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;65.5
2007;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.2
2008;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.4
2009;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.2
2010;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.3
2011;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.6
2012;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.6
2013;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;66.7
2014;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;67.6
2015;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;67.8
2016;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;68.0
2017;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;68.2
2018;Vidutinis būsto dydis;Utenos r. sav.;Miestas ir kaimas;m²;68.3
2004;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.4
2005;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.5
2006;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;53.5
2007;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;53.3
2008;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;53.3
2009;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.0
2010;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.0
2011;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.0
2012;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.0
2013;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;52.0
2014;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;51.9
2015;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;51.9
2016;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;51.9
2017;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;51.9
2018;Vidutinis būsto dydis;Visagino sav.;Miestas ir kaimas;m²;51.9
2004;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;61.5
2005;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;62.3
2006;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;62.7
2007;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;62.7
2008;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;62.7
2009;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;67.9
2010;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.0
2011;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.2
2012;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.2
2013;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.2
2014;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.1
2015;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.1
2016;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.2
2017;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.3
2018;Vidutinis būsto dydis;Zarasų r. sav.;Miestas ir kaimas;m²;68.3
