neighbourhood;street;municipality;houses;overlap;str_type
Antakalnis;Vinciūniškių Sodų 13-oji g. ;Vilnius;13;No;Sodas
Antakalnis;Vinciūniškių Sodų 14-oji g. ;Vilnius;14;No;Sodas
Antakalnis;Vinciūniškių Sodų 15-oji g. ;Vilnius;15;No;Sodas
Antakalnis;Vinciūniškių Sodų 16-oji g. ;Vilnius;13;No;Sodas
Antakalnis;Vinciūniškių Sodų 17-oji g. ;Vilnius;7;No;Sodas
Antakalnis;Vinciūniškių Sodų 18-oji g. ;Vilnius;8;No;Sodas
Antakalnis;Vinciūniškių Sodų 19-oji g. ;Vilnius;11;No;Sodas
Antakalnis;Vinciūniškių Sodų 2-oji g. ;Vilnius;17;No;Sodas
Antakalnis;Vinciūniškių Sodų 20-oji g. ;Vilnius;10;No;Sodas
Antakalnis;Vinciūniškių Sodų 21-oji g. ;Vilnius;10;No;Sodas
Antakalnis;Vinciūniškių Sodų 22-oji g. ;Vilnius;7;No;Sodas
Antakalnis;Vinciūniškių Sodų 23-ioji g. ;Vilnius;7;No;Sodas
Antakalnis;Vinciūniškių Sodų 24-oji g. ;Vilnius;2;No;Sodas
Antakalnis;Vinciūniškių Sodų 3-ioji g. ;Vilnius;15;No;Sodas
Antakalnis;Vinciūniškių Sodų 4-oji g. ;Vilnius;9;No;Sodas
Antakalnis;Vinciūniškių Sodų 5-oji g. ;Vilnius;20;No;Sodas
Antakalnis;Vinciūniškių Sodų 6-oji g. ;Vilnius;15;No;Sodas
Antakalnis;Vinciūniškių Sodų 7-oji g. ;Vilnius;15;No;Sodas
Antakalnis;Vinciūniškių Sodų 8-oji g. ;Vilnius;21;No;Sodas
Antakalnis;Vinciūniškių Sodų 9-oji g. ;Vilnius;19;No;Sodas
Antakalnis;Vyrių Sodų 1-oji g. ;Vilnius;24;No;Sodas
Antakalnis;Vyrių Sodų 2-oji g. ;Vilnius;10;No;Sodas
Antakalnis;Vyrių Sodų 3-ioji g. ;Vilnius;7;No;Sodas
Antakalnis;Viršupio g. ;Vilnius;42 ;42 iš 44*;Kitas
Antakalnis;Viršupio Sodų g. ;Vilnius;25;No;Sodas
Antakalnis;Viršupio Sodų 1-oji g. ;Vilnius;26;No;Sodas
Antakalnis;Viršupio Sodų 10-oji g. ;Vilnius;16;No;Sodas
Antakalnis;Viršupio Sodų 11-oji g. ;Vilnius;11;No;Sodas
Antakalnis;Viršupio Sodų 12-oji g. ;Vilnius;36;No;Sodas
Antakalnis;Viršupio Sodų 13-oji g. ;Vilnius;26;No;Sodas
Antakalnis;Viršupio Sodų 14-oji g. ;Vilnius;25;No;Sodas
Antakalnis;Viršupio Sodų 15-oji g. ;Vilnius;7;No;Sodas
Antakalnis;Viršupio Sodų 16-oji g. ;Vilnius;13;No;Sodas
Antakalnis;Viršupio Sodų 17-oji g. ;Vilnius;14;No;Sodas
Antakalnis;Viršupio Sodų 18-oji g. ;Vilnius;15;No;Sodas
Antakalnis;Viršupio Sodų 19-oji g. ;Vilnius;3;No;Sodas
Antakalnis;Viršupio Sodų 2-oji g. ;Vilnius;26;No;Sodas
Antakalnis;Viršupio Sodų 20-oji g. ;Vilnius;10;No;Sodas
Antakalnis;Viršupio Sodų 21-oji g. ;Vilnius;11;No;Sodas
Antakalnis;Viršupio Sodų 22-oji g. ;Vilnius;8;No;Sodas
Antakalnis;Viršupio Sodų 23-ioji g. ;Vilnius;6;No;Sodas
Antakalnis;Viršupio Sodų 3-ioji g. ;Vilnius;39;No;Sodas
Antakalnis;Viršupio Sodų 4-oji g. ;Vilnius;39;No;Sodas
Antakalnis;Viršupio Sodų 5-oji g. ;Vilnius;24;No;Sodas
Antakalnis;Viršupio Sodų 6-oji g. ;Vilnius;10;No;Sodas
Antakalnis;Viršupio Sodų 7-oji g. ;Vilnius;7;No;Sodas
Antakalnis;Viršupio Sodų 8-oji g. ;Vilnius;11;No;Sodas
Antakalnis;Viršupio Sodų 9-oji g. ;Vilnius;34;No;Sodas
Antakalnis;Vismaliukų g. ;Vilnius;94;No;Kitas
Antakalnis;Vismaliukų Sodų 1-oji g. ;Vilnius;32;No;Sodas
Antakalnis;Vismaliukų Sodų 2-oji g. ;Vilnius;25;No;Sodas
Antakalnis;Vismaliukų Sodų 3-ioji g. ;Vilnius;24;No;Sodas
Antakalnis;Vismaliukų Sodų 4-oji g. ;Vilnius;5;No;Sodas
Antakalnis;Vismaliukų Sodų 5-oji g. ;Vilnius;19;No;Sodas
Antakalnis;Vismaliukų Sodų 6-oji g. ;Vilnius;27;No;Sodas
Antakalnis;Vytauto Žalakevičiaus g. ;Vilnius;31;No;Kitas
Antakalnis;Volungės g. ;Vilnius;15;No;Kitas
Antakalnis;Žirgo g. ;Vilnius;133;No;Kitas
Antakalnis;Žirgo Sodų 1-oji g. ;Vilnius;17;No;Sodas
Antakalnis;Žirgo Sodų 2-oji g. ;Vilnius;16;No;Sodas
Antakalnis;Žirgo Sodų 3-ioji g. ;Vilnius;17;No;Sodas
Antakalnis;Žirgo Sodų 4-oji g. ;Vilnius;6;No;Sodas
Antakalnis;Žirgo Sodų 5-oji g. ;Vilnius;8;No;Sodas
Antakalnis;Žolyno g. ;Vilnius;65;No;Kitas
Antakalnis;Žuvėdrų g. ;Vilnius;60;No;Kitas
Antakalnis;Žvaigždikių g. ;Vilnius;54;No;Kitas
Justiniškės;Ežeraičio g. ;Vilnius;21;No;Kitas
Justiniškės;Helsinkio g.;Vilnius;nan;No;Kitas
Justiniškės;Justiniškių g. ;Vilnius;62 ;62 iš 124*;Kitas
Justiniškės;Laisvės pr. ;Vilnius;11 ;11 iš 124*;Kitas
Justiniškės;Lūžių g.;Vilnius;nan;No;Kitas
Justiniškės;Mozūriškių g. ;Vilnius;23;No;Kitas
Justiniškės;Rygos g. ;Vilnius;46 ;46 iš 53*;Kitas
Justiniškės;Skatulės g. ;Vilnius;32;No;Kitas
Justiniškės;Taikos g. ;Vilnius;282;No;Kitas
Justiniškės;Talino g. ;Vilnius;37;No;Kitas
Fabijoniškės;A. Gelgaudo g. ;Vilnius;21;No;Kitas
Fabijoniškės;Ateities g. ;Vilnius;38 ;38 iš 74*;Kitas
Fabijoniškės;Daubų g. ;Vilnius;10;No;Kitas
Fabijoniškės;Didlaukio g. ;Vilnius;12 ;12 iš 104*;Kitas
Fabijoniškės;Dominiškių g. ;Vilnius;6;No;Kitas
Fabijoniškės;Duonos Kalno g. ;Vilnius;10;No;Kitas
Fabijoniškės;Dvynių g. ;Vilnius;6;No;Kitas
Fabijoniškės;Eglynlaukio g. ;Vilnius;9;No;Kitas
Fabijoniškės;Fabijoniškių g. ;Vilnius;99;No;Kitas
Fabijoniškės;Gedvydžių g. ;Vilnius;35;No;Kitas
Fabijoniškės;Gojavietės g. ;Vilnius;8;No;Kitas
Fabijoniškės;J. K. Chodkevičiaus g. ;Vilnius;31;No;Kitas
Fabijoniškės;Juliaus Juzeliūno g. ;Vilnius;12;No;Kitas
Fabijoniškės;Kaimelio g. ;Vilnius;36;No;Kitas
Fabijoniškės;Kęsgailų g. ;Vilnius;12;No;Kitas
Fabijoniškės;Kireniškių g. ;Vilnius;5;No;Kitas
Fabijoniškės;Kruopiškių g. ;Vilnius;5;No;Kitas
Fabijoniškės;L. Giros g. ;Vilnius;78 ;78 iš 80*;Kitas
Fabijoniškės;Laiškiškių g. ;Vilnius;6;No;Kitas
Fabijoniškės;Lygių g. ;Vilnius;11;No;Kitas
Fabijoniškės;Liudviko Zamenhofo g. ;Vilnius;7;No;Kitas
Fabijoniškės;M. K. Šemetos g. ;Vilnius;21;No;Kitas
Fabijoniškės;Mergelės g. ;Vilnius;12;No;Kitas
Fabijoniškės;Mykolo Lietuvio g. ;Vilnius;14 ;14 iš 16*;Kitas
Fabijoniškės;Mykolo Sleževičiaus g. ;Vilnius;6;No;Kitas
Fabijoniškės;Naujakiemio g. ;Vilnius;1 ;1 iš 52*;Kitas
Fabijoniškės;Nuotakų g. ;Vilnius;8;No;Kitas
Fabijoniškės;Ožiaragio g. ;Vilnius;7;No;Kitas
Fabijoniškės;P. Žadeikos g. ;Vilnius;34;No;Kitas
Fabijoniškės;Paukščių Tako g. ;Vilnius;63;No;Kitas
Fabijoniškės;Pelėdūnų g. ;Vilnius;8;No;Kitas
Fabijoniškės;Prano Vaičaičio g. ;Vilnius;13 ;13 iš 19*;Kitas
Fabijoniškės;Raudonupio g. ;Vilnius;10;No;Kitas
Fabijoniškės;Riaubonių g. ;Vilnius;13;No;Kitas
Fabijoniškės;S. Stanevičiaus g. ;Vilnius;126;No;Kitas
Fabijoniškės;Salaspilio g. ;Vilnius;3;No;Kitas
Fabijoniškės;Salomėjos Nėries g. ;Vilnius;57;No;Kitas
Fabijoniškės;Sidabro Kalno g. ;Vilnius;23;No;Kitas
Fabijoniškės;Svarstyklių g. ;Vilnius;23;No;Kitas
Fabijoniškės;Šventeliškių g. ;Vilnius;3;No;Kitas
Fabijoniškės;Ukmergės g. ;Vilnius;29 ;29 iš 146*;Kitas
Fabijoniškės;Vandenio g. ;Vilnius;32 ;32 iš 34*;Kitas
Fabijoniškės;Visorių g. ;Vilnius;15 ;15 iš 67*;Kitas
Karoliniškės;Algimanto Petro Kavoliuko g. ;Vilnius;32;No;Kitas
Karoliniškės;Apolinaro Juozo Povilaičio g. ;Vilnius;15;No;Kitas
Karoliniškės;Dariaus Gerbutavičiaus g. ;Vilnius;10;No;Kitas
Karoliniškės;Igno Šimulionio g. ;Vilnius;10;No;Kitas
Karoliniškės;Joensū skv.;Vilnius;nan;No;Kitas
Karoliniškės;Laisvės pr. ;Vilnius;14 ;14 iš 124*;Kitas
Karoliniškės;Loretos Asanavičiūtės g. ;Vilnius;41;No;Kitas
Karoliniškės;Mėnulio g. ;Vilnius;17;No;Kitas
Karoliniškės;Pilaitės pr. ;Vilnius;5 ;5 iš 15*;Kitas
Karoliniškės;Rolando Jankausko g. ;Vilnius;18;No;Kitas
Karoliniškės;Sausio 13-osios g. ;Vilnius;33;No;Kitas
Karoliniškės;Sietyno g. ;Vilnius;18;No;Kitas
Karoliniškės;Vido Maciulevičiaus g. ;Vilnius;12;No;Kitas
Karoliniškės;Virginijaus Druskio g. ;Vilnius;14;No;Kitas
Karoliniškės;Vytauto Vaitkaus g. ;Vilnius;11;No;Kitas
Lazdynai;Architektų g. ;Vilnius;30;No;Kitas
Lazdynai;Ratilių g. ;Vilnius;20;No;Kitas
Lazdynai;Rūko g. ;Vilnius;31;No;Kitas
Lazdynai;Sutemų g. ;Vilnius;16;No;Kitas
Lazdynai;Šalnos g. ;Vilnius;23;No;Kitas
Lazdynai;Šaltūnų g. ;Vilnius;50;No;Kitas
Lazdynai;Šarmos g. ;Vilnius;18;No;Kitas
Lazdynai;Šerkšno g. ;Vilnius;18;No;Kitas
Lazdynai;Šiltnamių g. ;Vilnius;20;No;Kitas
Lazdynai;Ungurių g. ;Vilnius;19;No;Kitas
Lazdynai;Upėtakių g. ;Vilnius;15;No;Kitas
Lazdynai;Užutėkio g. ;Vilnius;27;No;Kitas
Lazdynai;Vakaro g. ;Vilnius;19;No;Kitas
Lazdynai;Vėgėlių g. ;Vilnius;6;No;Kitas
Lazdynai;Vinco Krėvės g. ;Vilnius;9;No;Kitas
Lazdynai;Žaros g. ;Vilnius;33;No;Kitas
Lazdynai;Žėručio g. ;Vilnius;22;No;Kitas
Naujamiestis;A. Domaševičiaus g. ;Vilnius;6;No;Kitas
Naujamiestis;A. Goštauto g. ;Vilnius;17;No;Kitas
Naujamiestis;A. Jakšto g. ;Vilnius;19;No;Kitas
Naujamiestis;A. Rotundo g. ;Vilnius;6;No;Kitas
Naujamiestis;A. Smetonos g. ;Vilnius;11;No;Kitas
Naujamiestis;A. Stulginskio g. ;Vilnius;4;No;Kitas
Naujamiestis;A. Vienuolio g. ;Vilnius;9;No;Kitas
Naujamiestis;A. Vivulskio g. ;Vilnius;49;No;Kitas
Naujamiestis;Aguonų g. ;Vilnius;11 ;11 iš 23*;Kitas
Naujamiestis;Akmenų g. ;Vilnius;13;No;Kitas
Naujamiestis;Algirdo g. ;Vilnius;70;No;Kitas
Naujamiestis;Aludarių g. ;Vilnius;4;No;Kitas
Naujamiestis;Amatų g. ;Vilnius;4;No;Kitas
Naujamiestis;Ankštoji g. ;Vilnius;7;No;Kitas
Naujamiestis;Antano Tumėno g. ;Vilnius;2;No;Kitas
Naujamiestis;Aukų g. ;Vilnius;3;No;Kitas
Naujamiestis;Beatričės g. ;Vilnius;1;No;Kitas
Naujamiestis;Beržyno g. ;Vilnius;8;No;Kitas
Naujamiestis;Birželio 23-iosios g. ;Vilnius;17;No;Kitas
Naujamiestis;Dainavos g. ;Vilnius;5;No;Kitas
Naujamiestis;Gedimino pr. ;Vilnius;57 ;57 iš 78*;Kitas
Naujamiestis;Geležinio Vilko g. ;Vilnius;9 ;9 iš 47*;Kitas
Naujamiestis;Geležinkelio g. ;Vilnius;13 ;13 iš 19*;Kitas
Naujamiestis;Gynėjų g. ;Vilnius;7;No;Kitas
Naujamiestis;J. Basanavičiaus g. ;Vilnius;45 ;45 iš 67*;Kitas
Naujamiestis;J. Jablonskio g. ;Vilnius;5;No;Kitas
Naujamiestis;J. Jasinskio g. ;Vilnius;28;No;Kitas
Naujamiestis;J. Lelevelio g. ;Vilnius;3;No;Kitas
Naujamiestis;J. Savickio g. ;Vilnius;12;No;Kitas
Naujamiestis;J. Tumo-Vaižganto g. ;Vilnius;6;No;Kitas
Naujamiestis;Jogailos g. ;Vilnius;9 ;9 iš 16*;Kitas
Naujamiestis;Jono Aisčio g. ;Vilnius;1 ;1 iš 29*;Kitas
Naujamiestis;Jovaro g. ;Vilnius;11;No;Kitas
Naujamiestis;K. Donelaičio g. ;Vilnius;28;No;Kitas
Naujamiestis;K. Griniaus g.;Vilnius;nan;No;Kitas
Naujamiestis;K. Kalinausko g. ;Vilnius;21 ;21 iš 28*;Kitas
Naujamiestis;Kaštonų g. ;Vilnius;10;No;Kitas
Naujamiestis;Kauno g. ;Vilnius;34 ;34 iš 45*;Kitas
Naujamiestis;Kedrų g. ;Vilnius;6;No;Kitas
Naujamiestis;Kražių g. ;Vilnius;14;No;Kitas
Naujamiestis;Lentpjūvių skg. ;Vilnius;2;No;Kitas
Naujamiestis;Lukiškių g. ;Vilnius;8;No;Kitas
Naujamiestis;Lukiškių a. ;Vilnius;1;No;Kitas
Naujamiestis;Lukiškių skg. ;Vilnius;4;No;Kitas
Naujamiestis;M. K. Čiurlionio g. ;Vilnius;70 ;70 iš 81*;Kitas
Naujamiestis;M. Valančiaus g. ;Vilnius;6;No;Kitas
Naujamiestis;Marijampolės g. ;Vilnius;8;No;Kitas
Naujamiestis;Mečetės g. ;Vilnius;2;No;Kitas
Naujamiestis;Mindaugo g. ;Vilnius;23 ;23 iš 40*;Kitas
Naujamiestis;Muitinės g. ;Vilnius;7;No;Kitas
Naujamiestis;Naugarduko g. ;Vilnius;74 ;74 iš 89*;Kitas
Naujamiestis;Nepriklausomybės a.;Vilnius;nan;No;Kitas
Naujamiestis;Nočios g. ;Vilnius;10;No;Kitas
Naujamiestis;P. Cvirkos a.;Vilnius;nan;No;Kitas
Naujamiestis;P. Klimo g. ;Vilnius;8;No;Kitas
Naujamiestis;P. Skorinos g. ;Vilnius;11;No;Kitas
Naujamiestis;Pakalnės g. ;Vilnius;10;No;Kitas
Naujamiestis;Pamėnkalnio g. ;Vilnius;36;No;Kitas
Naujamiestis;Panerių g. ;Vilnius;49 ;49 iš 52*;Kitas
Naujamiestis;Pelesos g. ;Vilnius;8 ;8 iš 40*;Kitas
Naujamiestis;Pylimo g. ;Vilnius;1 ;1 iš 77*;Kitas
Naujamiestis;Punsko g. ;Vilnius;1;No;Kitas
Naujamiestis;Raseinių g. ;Vilnius;17;No;Kitas
Naujamiestis;Rožių al. ;Vilnius;4;No;Kitas
Naujamiestis;S. Konarskio g. ;Vilnius;40 ;40 iš 56*;Kitas
Naujamiestis;Savanorių pr. ;Vilnius;27 ;27 iš 250*;Kitas
Naujamiestis;Seinų g. ;Vilnius;2;No;Kitas
Naujamiestis;Simono Konarskio skv.;Vilnius;nan;No;Kitas
Naujamiestis;Smolensko g. ;Vilnius;20;No;Kitas
Naujamiestis;Sodų g. ;Vilnius;6 ;6 iš 28*;Sodas
Naujamiestis;Statybininkų g. ;Vilnius;10;No;Kitas
Naujamiestis;Stoties g.;Vilnius;nan;No;Kitas
Naujamiestis;Suvalkų g. ;Vilnius;9;No;Kitas
Naujamiestis;Šaltinių g. ;Vilnius;17 ;17 iš 36*;Kitas
Naujamiestis;Šermukšnių g. ;Vilnius;12;No;Kitas
Naujamiestis;Šv. Stepono g. ;Vilnius;8 ;8 iš 55*;Kitas
Naujamiestis;Šviesos g. ;Vilnius;12;No;Kitas
Naujamiestis;Švitrigailos g. ;Vilnius;66;No;Kitas
Naujamiestis;T. Ševčenkos g. ;Vilnius;29;No;Kitas
Naujamiestis;Tauro g. ;Vilnius;11;No;Kitas
Naujamiestis;V. Mykolaičio-Putino g. ;Vilnius;6;No;Kitas
Naujamiestis;V. Pietario g. ;Vilnius;3 ;3 iš 8*;Kitas
Naujamiestis;Vasario 16-osios g. ;Vilnius;8;No;Kitas
Naujamiestis;Vašingtono a. ;Vilnius;1;No;Kitas
Naujamiestis;Vilniaus g. ;Vilnius;3 ;3 iš 33*;Kitas
Naujamiestis;Vinco Kudirkos g. ;Vilnius;15;No;Kitas
Naujamiestis;Vytenio g. ;Vilnius;47;No;Kitas
Naujamiestis;Z. Sierakausko g. ;Vilnius;19;No;Kitas
Naujamiestis;Žemaitės skv.;Vilnius;nan;No;Kitas
Naujamiestis;Žemaitės g. ;Vilnius;6 ;6 iš 23*;Kitas
Naujininkai;A. Gustaičio g. ;Vilnius;19;No;Kitas
Naujininkai;A. Jaroševičiaus g. ;Vilnius;20;No;Kitas
Naujininkai;Adelės Dirsytės g.;Vilnius;nan;No;Kitas
Naujininkai;Adutiškio g. ;Vilnius;5;No;Kitas
Naujininkai;Aidukaičių g. ;Vilnius;33;No;Kitas
Naujininkai;Alberto Zalatoriaus g. ;Vilnius;5;No;Kitas
Naujininkai;Aleksandro Barausko g.;Vilnius;nan;No;Kitas
Naujininkai;Aleksandro Kuršaičio g. ;Vilnius;16;No;Kitas
Naujininkai;Aleksandro Vanago g.;Vilnius;nan;No;Kitas
Naujininkai;Algimanto Juozako g.;Vilnius;nan;No;Kitas
Naujininkai;Alytaus g. ;Vilnius;19;No;Kitas
Naujininkai;Alšėnų g. ;Vilnius;9;No;Kitas
Naujininkai;Antano Juškos g. ;Vilnius;3;No;Kitas
Naujininkai;Antano Mikėno g. ;Vilnius;8;No;Kitas
Naujininkai;Antano Musteikio g.;Vilnius;nan;No;Kitas
Naujininkai;Antano Salio g. ;Vilnius;12;No;Kitas
Naujininkai;Apso g. ;Vilnius;14;No;Kitas
Naujininkai;Asavos g. ;Vilnius;6;No;Kitas
Naujininkai;Augusto Šleicherio g. ;Vilnius;6;No;Kitas
Naujininkai;Avinėlių g. ;Vilnius;17;No;Kitas
Naujininkai;Baltosios Vokės g. ;Vilnius;5 ;5 iš 36*;Kitas
Naujininkai;Baltosios Vokės Sodų g. ;Vilnius;64 ;64 iš 65*;Sodas
Naujininkai;Barčių g. ;Vilnius;55;No;Kitas
Naujininkai;Bartų g. ;Vilnius;1;No;Kitas
Naujininkai;Barūnų g.;Vilnius;nan;No;Kitas
Naujininkai;Bernardo Brazdžionio g. ;Vilnius;20;No;Kitas
Naujininkai;Brolių g. ;Vilnius;17;No;Kitas
Naujininkai;Burbiškių g. ;Vilnius;24;No;Kitas
Naujininkai;Butkų Juzės g. ;Vilnius;12;No;Kitas
Naujininkai;Butrimonių g. ;Vilnius;18;No;Kitas
Naujininkai;Čigonų g.;Vilnius;nan;No;Kitas
Naujininkai;Danieliaus Kleino g. ;Vilnius;7;No;Kitas
Naujininkai;Dano Pozniako g. ;Vilnius;1;No;Kitas
Naujininkai;Darbininkų g. ;Vilnius;23;No;Kitas
Naujininkai;Dargiliškių g. ;Vilnius;16;No;Kitas
Naujininkai;Dariaus ir Girėno g. ;Vilnius;113;No;Kitas
Naujininkai;Daškūnų g. ;Vilnius;62;No;Kitas
Naujininkai;Daugų g. ;Vilnius;22;No;Kitas
Naujininkai;Dieveniškių g. ;Vilnius;5;No;Kitas
Naujininkai;Ditvos g.;Vilnius;nan;No;Kitas
Naujininkai;Drūkšių g. ;Vilnius;7;No;Kitas
Naujininkai;Dubičių g. ;Vilnius;13;No;Kitas
Naujininkai;Dusinėnų g. ;Vilnius;54;No;Kitas
Naujininkai;Dzūkų g. ;Vilnius;81 ;81 iš 83*;Kitas
Naujininkai;Eišiškių pl. ;Vilnius;104 ;104 iš 111*;Kitas
Naujininkai;Eišiškių Sodų 1-oji g. ;Vilnius;22;No;Sodas
Naujininkai;Eišiškių Sodų 10-oji g. ;Vilnius;12;No;Sodas
Naujininkai;Eišiškių Sodų 11-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Eišiškių Sodų 12-oji g. ;Vilnius;34;No;Sodas
Naujininkai;Eišiškių Sodų 13-oji g. ;Vilnius;24;No;Sodas
Naujininkai;Eišiškių Sodų 14-oji g. ;Vilnius;3;No;Sodas
Naujininkai;Eišiškių Sodų 15-oji g. ;Vilnius;18;No;Sodas
Naujininkai;Eišiškių Sodų 16-oji g. ;Vilnius;38;No;Sodas
Naujininkai;Eišiškių Sodų 17-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Eišiškių Sodų 18-oji g. ;Vilnius;9;No;Sodas
Naujininkai;Eišiškių Sodų 2-oji g. ;Vilnius;23;No;Sodas
Naujininkai;Eišiškių Sodų 3-ioji g. ;Vilnius;18;No;Sodas
Naujininkai;Eišiškių Sodų 4-oji g. ;Vilnius;12;No;Sodas
Naujininkai;Eišiškių Sodų 5-oji g. ;Vilnius;14;No;Sodas
Naujininkai;Eišiškių Sodų 6-oji g. ;Vilnius;26;No;Sodas
Naujininkai;Eišiškių Sodų 7-oji g. ;Vilnius;39;No;Sodas
Naujininkai;Eišiškių Sodų 8-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Eišiškių Sodų 9-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Fausto Kiršos g. ;Vilnius;28;No;Kitas
Naujininkai;Felikso Vaitkaus g. ;Vilnius;1;No;Kitas
Naujininkai;Gairinės g. ;Vilnius;23;No;Kitas
Naujininkai;Gamyklos g. ;Vilnius;12;No;Kitas
Naujininkai;Garvežių g. ;Vilnius;12;No;Kitas
Naujininkai;Geologų g. ;Vilnius;17;No;Kitas
Naujininkai;Geranainių g. ;Vilnius;22;No;Kitas
Naujininkai;Gervėbalės g. ;Vilnius;43;No;Kitas
Naujininkai;Gintaro Žagunio g.;Vilnius;nan;No;Kitas
Naujininkai;Griežlių g. ;Vilnius;3;No;Kitas
Naujininkai;Gudų g. ;Vilnius;20;No;Kitas
Naujininkai;Iešmininkų g. ;Vilnius;16;No;Kitas
Naujininkai;Igno Jonyno g. ;Vilnius;2;No;Kitas
Naujininkai;Ilgalaukio g. ;Vilnius;3;No;Kitas
Naujininkai;J. Bielinio g. ;Vilnius;18;No;Kitas
Naujininkai;Jašiūnų g. ;Vilnius;9;No;Kitas
Naujininkai;Javų g. ;Vilnius;2;No;Kitas
Naujininkai;Jono Aisčio g. ;Vilnius;28 ;28 iš 29*;Kitas
Naujininkai;Jono Jurkšto g. ;Vilnius;3;No;Kitas
Naujininkai;Jotvingių g. ;Vilnius;11;No;Kitas
Naujininkai;Juozapo Strumilos g. ;Vilnius;5;No;Kitas
Naujininkai;Juozo Maceikos g. ;Vilnius;3;No;Kitas
Naujininkai;Jurgio Dobkevičiaus g. ;Vilnius;6;No;Kitas
Naujininkai;Jurgio Kybarto g.;Vilnius;nan;No;Kitas
Naujininkai;Kalvelių g. ;Vilnius;2;No;Kitas
Naujininkai;Kalviškių g. ;Vilnius;6;No;Kitas
Naujininkai;Kaminkelio g. ;Vilnius;47;No;Kitas
Naujininkai;Kapsų g. ;Vilnius;48;No;Kitas
Naujininkai;Karaliaus Šulinio g. ;Vilnius;31;No;Kitas
Naujininkai;Katiliškių g. ;Vilnius;37 ;37 iš 39*;Kitas
Naujininkai;Katros g. ;Vilnius;13;No;Kitas
Naujininkai;Kelmijos g. ;Vilnius;59;No;Kitas
Naujininkai;Kelmijos Sodų 1-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 10-oji g. ;Vilnius;44;No;Sodas
Naujininkai;Kelmijos Sodų 11-oji g. ;Vilnius;37;No;Sodas
Naujininkai;Kelmijos Sodų 12-oji g. ;Vilnius;38;No;Sodas
Naujininkai;Kelmijos Sodų 13-oji g. ;Vilnius;27;No;Sodas
Naujininkai;Kelmijos Sodų 14-oji g. ;Vilnius;8;No;Sodas
Naujininkai;Kelmijos Sodų 15-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Kelmijos Sodų 16-oji g. ;Vilnius;11;No;Sodas
Naujininkai;Kelmijos Sodų 17-oji g. ;Vilnius;35;No;Sodas
Naujininkai;Kelmijos Sodų 18-oji g. ;Vilnius;31;No;Sodas
Naujininkai;Kelmijos Sodų 19-oji g. ;Vilnius;37;No;Sodas
Naujininkai;Kelmijos Sodų 2-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Kelmijos Sodų 20-oji g. ;Vilnius;20;No;Sodas
Naujininkai;Kelmijos Sodų 21-oji g. ;Vilnius;25;No;Sodas
Naujininkai;Kelmijos Sodų 22-oji g. ;Vilnius;18;No;Sodas
Naujininkai;Kelmijos Sodų 23-ioji g. ;Vilnius;8;No;Sodas
Naujininkai;Kelmijos Sodų 24-oji g. ;Vilnius;34;No;Sodas
Naujininkai;Kelmijos Sodų 25-oji g. ;Vilnius;19;No;Sodas
Naujininkai;Kelmijos Sodų 26-oji g. ;Vilnius;14;No;Sodas
Naujininkai;Kelmijos Sodų 27-oji g. ;Vilnius;26;No;Sodas
Naujininkai;Kelmijos Sodų 28-oji g. ;Vilnius;9;No;Sodas
Naujininkai;Kelmijos Sodų 29-oji g. ;Vilnius;31;No;Sodas
Naujininkai;Kelmijos Sodų 3-ioji g. ;Vilnius;11;No;Sodas
Naujininkai;Kelmijos Sodų 30-oji g. ;Vilnius;20;No;Sodas
Naujininkai;Kelmijos Sodų 31-oji g. ;Vilnius;67;No;Sodas
Naujininkai;Kelmijos Sodų 32-oji g. ;Vilnius;47;No;Sodas
Naujininkai;Kelmijos Sodų 33-ioji g. ;Vilnius;15;No;Sodas
Naujininkai;Kelmijos Sodų 34-oji g. ;Vilnius;81;No;Sodas
Naujininkai;Kelmijos Sodų 35-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Kelmijos Sodų 36-oji g. ;Vilnius;52;No;Sodas
Naujininkai;Kelmijos Sodų 37-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Kelmijos Sodų 38-oji g. ;Vilnius;27;No;Sodas
Naujininkai;Kelmijos Sodų 39-oji g. ;Vilnius;31;No;Sodas
Naujininkai;Kelmijos Sodų 4-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Kelmijos Sodų 40-oji g. ;Vilnius;23;No;Sodas
Naujininkai;Kelmijos Sodų 41-oji g. ;Vilnius;33;No;Sodas
Naujininkai;Kelmijos Sodų 42-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Kelmijos Sodų 43-ioji g. ;Vilnius;40;No;Sodas
Naujininkai;Kelmijos Sodų 44-oji g. ;Vilnius;29;No;Sodas
Naujininkai;Kelmijos Sodų 45-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Kelmijos Sodų 46-oji g. ;Vilnius;9;No;Sodas
