neighbourhood;street;municipality;houses;overlap;str_type
Naujoji Vilnia;Ūlos g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;Untulių g. ;Vilnius;23;No;Kitas
Naujoji Vilnia;Uosių g. ;Vilnius;57;No;Kitas
Naujoji Vilnia;Uosių Sodų g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Uosių Sodų 1-oji g. ;Vilnius;6;No;Sodas
Naujoji Vilnia;Uosių Sodų 10-oji g. ;Vilnius;8;No;Sodas
Naujoji Vilnia;Uosių Sodų 11-oji g. ;Vilnius;5;No;Sodas
Naujoji Vilnia;Uosių Sodų 12-oji g. ;Vilnius;18;No;Sodas
Naujoji Vilnia;Uosių Sodų 13-oji g. ;Vilnius;23;No;Sodas
Naujoji Vilnia;Uosių Sodų 14-oji g. ;Vilnius;10;No;Sodas
Naujoji Vilnia;Uosių Sodų 15-oji g. ;Vilnius;6;No;Sodas
Naujoji Vilnia;Uosių Sodų 16-oji g. ;Vilnius;7;No;Sodas
Naujoji Vilnia;Uosių Sodų 17-oji g. ;Vilnius;13;No;Sodas
Naujoji Vilnia;Uosių Sodų 18-oji g. ;Vilnius;17;No;Sodas
Naujoji Vilnia;Uosių Sodų 19-oji g. ;Vilnius;12;No;Sodas
Naujoji Vilnia;Uosių Sodų 2-oji g. ;Vilnius;6;No;Sodas
Naujoji Vilnia;Uosių Sodų 20-oji g. ;Vilnius;10;No;Sodas
Naujoji Vilnia;Uosių Sodų 21-oji g. ;Vilnius;15;No;Sodas
Naujoji Vilnia;Uosių Sodų 22-oji g. ;Vilnius;20;No;Sodas
Naujoji Vilnia;Uosių Sodų 23-ioji g. ;Vilnius;4;No;Sodas
Naujoji Vilnia;Uosių Sodų 24-oji g. ;Vilnius;19;No;Sodas
Naujoji Vilnia;Uosių Sodų 25-oji g. ;Vilnius;6;No;Sodas
Naujoji Vilnia;Uosių Sodų 26-oji g. ;Vilnius;7;No;Sodas
Naujoji Vilnia;Uosių Sodų 27-oji g. ;Vilnius;10;No;Sodas
Naujoji Vilnia;Uosių Sodų 28-oji g. ;Vilnius;10;No;Sodas
Naujoji Vilnia;Uosių Sodų 29-oji g. ;Vilnius;11;No;Sodas
Naujoji Vilnia;Uosių Sodų 3-ioji g. ;Vilnius;7;No;Sodas
Naujoji Vilnia;Uosių Sodų 4-oji g. ;Vilnius;4;No;Sodas
Naujoji Vilnia;Uosių Sodų 5-oji g. ;Vilnius;5;No;Sodas
Naujoji Vilnia;Uosių Sodų 6-oji g. ;Vilnius;13;No;Sodas
Naujoji Vilnia;Uosių Sodų 7-oji g. ;Vilnius;13;No;Sodas
Naujoji Vilnia;Uosių Sodų 8-oji g. ;Vilnius;15;No;Sodas
Naujoji Vilnia;Uosių Sodų 9-oji g. ;Vilnius;17;No;Sodas
Naujoji Vilnia;Užkiemio g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;Užtvankos g. ;Vilnius;6;No;Kitas
Naujoji Vilnia;V. Sirokomlės g. ;Vilnius;39;No;Kitas
Naujoji Vilnia;V. Žilėno g. ;Vilnius;16;No;Kitas
Naujoji Vilnia;Vaisių g. ;Vilnius;29;No;Kitas
Naujoji Vilnia;Vaismedžių g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;Vaivos g. ;Vilnius;31;No;Kitas
Naujoji Vilnia;Valdemaro Čarneckio g. ;Vilnius;53;No;Kitas
Naujoji Vilnia;Valonų g. ;Vilnius;40;No;Kitas
Naujoji Vilnia;Vandens g. ;Vilnius;43;No;Kitas
Naujoji Vilnia;Varnionių g. ;Vilnius;14;No;Kitas
Naujoji Vilnia;Vengrų g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;Verbų g. ;Vilnius;50;No;Kitas
Naujoji Vilnia;Verbų skg. ;Vilnius;14;No;Kitas
Naujoji Vilnia;Versmių g. ;Vilnius;118;No;Kitas
Naujoji Vilnia;Viršupio g. ;Vilnius;2 ;2 iš 44*;Kitas
Naujoji Vilnia;Vlado Jurgučio g. ;Vilnius;20;No;Kitas
Naujoji Vilnia;Vlado Mirono g. ;Vilnius;16;No;Kitas
Naujoji Vilnia;Vlado Stašinsko g. ;Vilnius;40;No;Kitas
Naujoji Vilnia;Zavadskių g. ;Vilnius;9;No;Kitas
Naujoji Vilnia;Zofijos Gulevič g. ;Vilnius;33;No;Kitas
Naujoji Vilnia;Žaliakalnio g. ;Vilnius;43;No;Kitas
Naujoji Vilnia;Žaliakalnio Sodų 1-oji g. ;Vilnius;26;No;Sodas
Naujoji Vilnia;Žaliakalnio Sodų 2-oji g. ;Vilnius;29;No;Sodas
Naujoji Vilnia;Žemoji g. ;Vilnius;107;No;Kitas
Naujoji Vilnia;Žiedų g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;Žilvičių g. ;Vilnius;54;No;Kitas
Naujoji Vilnia;Žodiškių g. ;Vilnius;6;No;Kitas
Naujoji Vilnia;Žvirblių g. ;Vilnius;1;No;Kitas
Paneriai;Abromiškių g. ;Vilnius;18;No;Kitas
Paneriai;Adolfo Jucio g. ;Vilnius;23;No;Kitas
Paneriai;Agrastų g. ;Vilnius;28;No;Kitas
Paneriai;Akmenės g. ;Vilnius;13;No;Kitas
Paneriai;Alantos g. ;Vilnius;15;No;Kitas
Paneriai;Aldonos Makūnaitės g. ;Vilnius;12;No;Kitas
Paneriai;Aleksandro Jurašaičio g. ;Vilnius;15;No;Kitas
Paneriai;Aleksandro Strauso g. ;Vilnius;17;No;Kitas
Paneriai;Alksnyno g. ;Vilnius;2;No;Kitas
Paneriai;Antano Gudaičio g. ;Vilnius;45;No;Kitas
Paneriai;Apuokų g. ;Vilnius;15;No;Kitas
Paneriai;Artojų g. ;Vilnius;23;No;Kitas
Paneriai;Atokaitos g. ;Vilnius;11;No;Kitas
Paneriai;Avilių g. ;Vilnius;1;No;Kitas
Paneriai;Bališkių g. ;Vilnius;18;No;Kitas
Paneriai;Baltosios Vokės g. ;Vilnius;31 ;31 iš 36*;Kitas
Paneriai;Baltosios Vokės Sodų g. ;Vilnius;1 ;1 iš 65*;Sodas
Paneriai;Baravykų g. ;Vilnius;11;No;Kitas
Paneriai;Barkiškių g.;Vilnius;nan;No;Kitas
Paneriai;Bičiulių g. ;Vilnius;27;No;Kitas
Paneriai;Bražuolės g. ;Vilnius;55;No;Kitas
Paneriai;Daniliškių g. ;Vilnius;36;No;Kitas
Paneriai;Daubiškių g. ;Vilnius;14;No;Kitas
Paneriai;Dedeliškių g. ;Vilnius;7;No;Kitas
Paneriai;Degučių g. ;Vilnius;23;No;Kitas
Paneriai;Diemedžio g.;Vilnius;nan;No;Kitas
Paneriai;Dobrovolės g. ;Vilnius;2;No;Kitas
Paneriai;Domicelės Tarabildienės g. ;Vilnius;25;No;Kitas
Paneriai;Drevininkų g. ;Vilnius;95;No;Kitas
Paneriai;Dubelės g. ;Vilnius;6;No;Kitas
Paneriai;Dubliškių g. ;Vilnius;11;No;Kitas
Paneriai;Dusmenų g. ;Vilnius;25;No;Kitas
Paneriai;E. Pliaterytės g. ;Vilnius;37;No;Kitas
Paneriai;Eduardo Andrė g. ;Vilnius;18;No;Kitas
Paneriai;Eglyno g. ;Vilnius;7;No;Kitas
Paneriai;Eišiškių pl. ;Vilnius;7 ;7 iš 111*;Kitas
Paneriai;Elvyro Andriolio g. ;Vilnius;44;No;Kitas
Paneriai;Ežių g. ;Vilnius;3;No;Kitas
Paneriai;Fabriko g. ;Vilnius;69;No;Kitas
Paneriai;Fermentų g. ;Vilnius;3;No;Kitas
Paneriai;Gaidžiabūdės g. ;Vilnius;10;No;Kitas
Paneriai;Galvės g. ;Vilnius;11;No;Kitas
Paneriai;Galvės 1-oji g. ;Vilnius;7;No;Kitas
Paneriai;Galvės 2-oji g. ;Vilnius;4;No;Kitas
Paneriai;Gariūnų g. ;Vilnius;18;No;Kitas
Paneriai;Gariūnų aklg. ;Vilnius;16;No;Kitas
Paneriai;Gerosios Valios g. ;Vilnius;9;No;Kitas
Paneriai;Girių g. ;Vilnius;47;No;Kitas
Paneriai;Granito g. ;Vilnius;13;No;Kitas
Paneriai;Grinės g. ;Vilnius;9;No;Kitas
Paneriai;Gunkliškių g. ;Vilnius;13;No;Kitas
Paneriai;Guobų g. ;Vilnius;15;No;Kitas
Paneriai;Gurelių g. ;Vilnius;95;No;Kitas
Paneriai;I. Masalskio g. ;Vilnius;41;No;Kitas
Paneriai;Ižos g. ;Vilnius;2;No;Kitas
Paneriai;J. Tiškevičiaus g. ;Vilnius;53;No;Kitas
Paneriai;Jaunystės g. ;Vilnius;67;No;Kitas
Paneriai;Jočionių g. ;Vilnius;33;No;Kitas
Paneriai;Jogėliškių g. ;Vilnius;27;No;Kitas
Paneriai;Jono Kristupo Damelio g. ;Vilnius;15;No;Kitas
Paneriai;Jono Rustemo g.;Vilnius;nan;No;Kitas
Paneriai;Jono Švažo g. ;Vilnius;32;No;Kitas
Paneriai;Juditos Vaičiūnaitės g. ;Vilnius;15;No;Kitas
Paneriai;Juliaus Janonio g. ;Vilnius;40;No;Kitas
Paneriai;Juliškių g. ;Vilnius;18;No;Kitas
Paneriai;Juodšilių g. ;Vilnius;40;No;Kitas
Paneriai;Juozapo Čechavičiaus g. ;Vilnius;10;No;Kitas
Paneriai;Kadugių g. ;Vilnius;14;No;Kitas
Paneriai;Kaimynų g. ;Vilnius;24;No;Kitas
Paneriai;Kazbėjų g. ;Vilnius;65;No;Kitas
Paneriai;Kazimiero Jokanto g. ;Vilnius;25;No;Kitas
Paneriai;Kiaunių g. ;Vilnius;87;No;Kitas
Paneriai;Kibirkšties g. ;Vilnius;12;No;Kitas
Paneriai;Kiemeliškių g. ;Vilnius;30;No;Kitas
Paneriai;Kirtimų g. ;Vilnius;59;No;Kitas
Paneriai;Konstantino Ostrogiškio g. ;Vilnius;5;No;Kitas
Paneriai;Kopūstėlių g. ;Vilnius;23;No;Kitas
Paneriai;Kovarniškių g. ;Vilnius;8;No;Kitas
Paneriai;Krautuvių g. ;Vilnius;5;No;Kitas
Paneriai;Kunigiškių g. ;Vilnius;66 ;66 iš 92*;Kitas
Paneriai;Kuro g. ;Vilnius;4;No;Kitas
Paneriai;L. Ivinskio g. ;Vilnius;6;No;Kitas
Paneriai;Laukymės g. ;Vilnius;21;No;Kitas
Paneriai;Leipalingio g. ;Vilnius;8;No;Kitas
Paneriai;Lelijų g. ;Vilnius;7;No;Kitas
Paneriai;Lentvario g. ;Vilnius;62;No;Kitas
Paneriai;Liepų al. ;Vilnius;54;No;Kitas
Paneriai;Lygainių g. ;Vilnius;8;No;Kitas
Paneriai;Liudvinavo g. ;Vilnius;131;No;Kitas
Paneriai;Logistikos g. ;Vilnius;6;No;Kitas
Paneriai;Lukos g. ;Vilnius;18;No;Kitas
Paneriai;Maceliškių g. ;Vilnius;4;No;Kitas
Paneriai;Mačiuliškių g. ;Vilnius;26;No;Kitas
Paneriai;Maksimiškių g. ;Vilnius;2;No;Kitas
Paneriai;Mardasavo g. ;Vilnius;7;No;Kitas
Paneriai;Margirio g. ;Vilnius;6;No;Kitas
Paneriai;Matiškių g. ;Vilnius;45;No;Kitas
Paneriai;Medkirčių g. ;Vilnius;19;No;Kitas
Paneriai;Metelių g. ;Vilnius;5;No;Kitas
Paneriai;Metropolio g. ;Vilnius;4;No;Kitas
Paneriai;Mykolės Krinickaitės g. ;Vilnius;3;No;Kitas
Paneriai;Miško g. ;Vilnius;5;No;Kitas
Paneriai;Moksleivių g. ;Vilnius;7;No;Kitas
Paneriai;Motiejaus Butrimavičiaus g. ;Vilnius;13;No;Kitas
Paneriai;Mūrinės Vokės g. ;Vilnius;38;No;Kitas
Paneriai;Naujasodžio g. ;Vilnius;86;No;Kitas
Paneriai;Neskučių g. ;Vilnius;29;No;Kitas
Paneriai;Ožiakalnio g. ;Vilnius;34;No;Kitas
Paneriai;Pagirio g. ;Vilnius;10;No;Kitas
Paneriai;Pagojuko g. ;Vilnius;12;No;Kitas
Paneriai;Paneriškių g. ;Vilnius;20;No;Kitas
Paneriai;Pašto g. ;Vilnius;10;No;Kitas
Paneriai;Petešos g. ;Vilnius;26;No;Kitas
Paneriai;Pietinė g.;Vilnius;nan;No;Kitas
Paneriai;Pilialaukio g. ;Vilnius;8;No;Kitas
Paneriai;Pilypinės g. ;Vilnius;13;No;Kitas
Paneriai;Pirklių g. ;Vilnius;13;No;Kitas
Paneriai;Plaknos g. ;Vilnius;43;No;Kitas
Paneriai;Plikakalnio g. ;Vilnius;18;No;Kitas
Paneriai;Plomėnų g.;Vilnius;nan;No;Kitas
Paneriai;Pranapolio g. ;Vilnius;10;No;Kitas
Paneriai;Prūdiškių g.;Vilnius;nan;No;Kitas
Paneriai;Račkūnų g.;Vilnius;nan;No;Kitas
Paneriai;Raipolio g. ;Vilnius;11;No;Kitas
Paneriai;Raistelių g. ;Vilnius;3 ;3 iš 18*;Kitas
Paneriai;Ražienų g. ;Vilnius;7;No;Kitas
Paneriai;Rėvos g.;Vilnius;nan;No;Kitas
Paneriai;Rėžių g.;Vilnius;nan;No;Kitas
Paneriai;Saidžiukų g. ;Vilnius;17;No;Kitas
Paneriai;Sakų g. ;Vilnius;23;No;Kitas
Paneriai;Salpos g. ;Vilnius;32;No;Kitas
Paneriai;Sandėlių g. ;Vilnius;17;No;Kitas
Paneriai;Sangrūdos g. ;Vilnius;20;No;Kitas
Paneriai;Savanorių pr. ;Vilnius;25 ;25 iš 250*;Kitas
Paneriai;Senasis Gardino pl. ;Vilnius;6;No;Kitas
Paneriai;Serapiniškių g.;Vilnius;nan;No;Kitas
Paneriai;Sirpučių g. ;Vilnius;85;No;Kitas
Paneriai;Skynimų g.;Vilnius;nan;No;Kitas
Paneriai;Skirpstų g.;Vilnius;nan;No;Kitas
Paneriai;Skurbutėnų g.;Vilnius;nan;No;Kitas
Paneriai;Speigo g. ;Vilnius;9;No;Kitas
Paneriai;Stanislovo Flerio g. ;Vilnius;20;No;Kitas
Paneriai;Stasylų g. ;Vilnius;7;No;Kitas
Paneriai;Stasio Krasausko g. ;Vilnius;27;No;Kitas
Paneriai;Stasio Ušinsko g. ;Vilnius;17;No;Kitas
Paneriai;Strazdų g. ;Vilnius;12;No;Kitas
Paneriai;Svyronės g. ;Vilnius;26;No;Kitas
Paneriai;Šalnaitės g. ;Vilnius;16;No;Kitas
Paneriai;Šarkytės g. ;Vilnius;16;No;Kitas
Paneriai;Šernų g. ;Vilnius;11;No;Kitas
Paneriai;Šešėlių g. ;Vilnius;37;No;Kitas
Paneriai;T. Zano g. ;Vilnius;10;No;Kitas
Paneriai;Tarnėnų g. ;Vilnius;28;No;Kitas
Paneriai;Terminalo g. ;Vilnius;6;No;Kitas
Paneriai;Tylioji g. ;Vilnius;16;No;Kitas
Paneriai;Titnago g. ;Vilnius;27 ;27 iš 39*;Kitas
Paneriai;Trampolio g. ;Vilnius;6;No;Kitas
Paneriai;Trivyžos g. ;Vilnius;11;No;Kitas
Paneriai;Trumpoji g. ;Vilnius;12;No;Kitas
Paneriai;Urėdų g. ;Vilnius;37;No;Kitas
Paneriai;Užilgių g.;Vilnius;nan;No;Kitas
Paneriai;V. A. Graičiūno g. ;Vilnius;47;No;Kitas
Paneriai;Vaduvos g. ;Vilnius;9 ;9 iš 85*;Kitas
Paneriai;Vaidagų g. ;Vilnius;69;No;Kitas
Paneriai;Vaidotų g. ;Vilnius;38;No;Kitas
Paneriai;Valkų g. ;Vilnius;8;No;Kitas
Paneriai;Vanagiškių g. ;Vilnius;13;No;Kitas
Paneriai;Varnikėlių g.;Vilnius;nan;No;Kitas
Paneriai;Vasarotojų g. ;Vilnius;15;No;Kitas
Paneriai;Veisiejų g. ;Vilnius;6;No;Kitas
Paneriai;Vėjo g. ;Vilnius;77;No;Kitas
Paneriai;Vėsos g. ;Vilnius;12;No;Kitas
Paneriai;Vilijos g. ;Vilnius;17;No;Kitas
Paneriai;Vilkiškės g. ;Vilnius;39;No;Kitas
Paneriai;Vinkšnų g. ;Vilnius;3;No;Kitas
Paneriai;Voverių g. ;Vilnius;14;No;Kitas
Paneriai;Zigmantiškių g. ;Vilnius;5;No;Kitas
Paneriai;Zubiškių g.;Vilnius;nan;No;Kitas
Paneriai;Zuikių g. ;Vilnius;25 ;25 iš 35*;Kitas
Paneriai;Žalioji a. ;Vilnius;14;No;Kitas
Paneriai;Žarijų g. ;Vilnius;14;No;Kitas
Pašilaičiai;Antežerių g. ;Vilnius;14;No;Kitas
Pašilaičiai;Augustų g. ;Vilnius;26;No;Kitas
Pašilaičiai;Avižienių g. ;Vilnius;1;No;Kitas
Pašilaičiai;Baluosių g. ;Vilnius;4;No;Kitas
Pašilaičiai;Bendorių g. ;Vilnius;29;No;Kitas
Pašilaičiai;Benykštaičių g. ;Vilnius;12;No;Kitas
Pašilaičiai;Bieliūnų g. ;Vilnius;2;No;Kitas
Pašilaičiai;Budiniškių g. ;Vilnius;1;No;Kitas
Pašilaičiai;Čikagos al.;Vilnius;nan;No;Kitas
Pašilaičiai;Čimbariškių g. ;Vilnius;15;No;Kitas
Pašilaičiai;Dagiliškių g. ;Vilnius;18;No;Kitas
Pašilaičiai;Dociškių g. ;Vilnius;11;No;Kitas
Pašilaičiai;Duisburgo g. ;Vilnius;4;No;Kitas
Pašilaičiai;Edinburgo g. ;Vilnius;14;No;Kitas
Pašilaičiai;Eitminų g. ;Vilnius;8;No;Kitas
Pašilaičiai;Fridricho Gedkanto g. ;Vilnius;20;No;Kitas
Pašilaičiai;Gabijos g. ;Vilnius;65;No;Kitas
Pašilaičiai;Gailašių g. ;Vilnius;20;No;Kitas
Pašilaičiai;Gegliškių g. ;Vilnius;40;No;Kitas
Pašilaičiai;Gileikių g.;Vilnius;nan;No;Kitas
Pašilaičiai;Gineitiškių g. ;Vilnius;50;No;Kitas
Pašilaičiai;Girulių g. ;Vilnius;15;No;Kitas
Pašilaičiai;Graužupių g. ;Vilnius;19;No;Kitas
Pašilaičiai;Grigalaukio g. ;Vilnius;3;No;Kitas
Pašilaičiai;Grikienių g. ;Vilnius;4;No;Kitas
Pašilaičiai;Jono Glaubico g. ;Vilnius;22;No;Kitas
Pašilaičiai;Juodelių g. ;Vilnius;9;No;Kitas
Pašilaičiai;Juozo Kamarausko g. ;Vilnius;38;No;Kitas
Pašilaičiai;Jurgio Baltrušaičio g. ;Vilnius;5;No;Kitas
Pašilaičiai;Justiniškių g. ;Vilnius;21 ;21 iš 124*;Kitas
Pašilaičiai;Karališkių g. ;Vilnius;24;No;Kitas
Pašilaičiai;Kelmiškių g. ;Vilnius;25;No;Kitas
Pašilaičiai;Kelpių g. ;Vilnius;16;No;Kitas
Pašilaičiai;Laidagalvių g. ;Vilnius;11;No;Kitas
Pašilaičiai;Laisvės pr. ;Vilnius;51 ;51 iš 124*;Kitas
Pašilaičiai;Lazdakiemio g. ;Vilnius;10;No;Kitas
Pašilaičiai;Leičių g. ;Vilnius;1;No;Kitas
Pašilaičiai;Masionių g. ;Vilnius;11;No;Kitas
Pašilaičiai;Medeinos g. ;Vilnius;40;No;Kitas
Pašilaičiai;Mykolo Šulco g. ;Vilnius;11;No;Kitas
Pašilaičiai;Pagrandos g. ;Vilnius;15;No;Kitas
Pašilaičiai;Pašilaičių g. ;Vilnius;37;No;Kitas
Pašilaičiai;Pavilnionių g. ;Vilnius;13;No;Kitas
Pašilaičiai;Perkūnkiemio g. ;Vilnius;40;No;Kitas
Pašilaičiai;Pikutiškių g. ;Vilnius;55;No;Kitas
Pašilaičiai;Pumpėnų g. ;Vilnius;1;No;Kitas
Pašilaičiai;Pušaloto g.;Vilnius;nan;No;Kitas
Pašilaičiai;Putiniškių g. ;Vilnius;39;No;Kitas
Pašilaičiai;Raisteniškių g. ;Vilnius;27;No;Kitas
Pašilaičiai;Raudonbalės g. ;Vilnius;28;No;Kitas
Pašilaičiai;Ryliškių g. ;Vilnius;18;No;Kitas
Pašilaičiai;S. Lasavicko g. ;Vilnius;7;No;Kitas
Pašilaičiai;Sviliškių g. ;Vilnius;9;No;Kitas
Pašilaičiai;Tarandės g. ;Vilnius;53;No;Kitas
Pašilaičiai;Tauliškių g. ;Vilnius;22;No;Kitas
Pašilaičiai;Tekliūnų g. ;Vilnius;11;No;Kitas
Pašilaičiai;Tomo Žebrausko g. ;Vilnius;21;No;Kitas
Pašilaičiai;Ukmergės g. ;Vilnius;46 ;46 iš 146*;Kitas
Pašilaičiai;Užubalių g. ;Vilnius;18;No;Kitas
Pašilaičiai;V. Smakausko g. ;Vilnius;6;No;Kitas
Pašilaičiai;Vaivadiškių g. ;Vilnius;61;No;Kitas
Pašilaičiai;Vakarinė g. ;Vilnius;22;No;Kitas
Pašilaičiai;Vidautiškių g. ;Vilnius;17;No;Kitas
Pašilaičiai;Vincento Gorskio g. ;Vilnius;26;No;Kitas
Pašilaičiai;Virbeliškių g. ;Vilnius;3;No;Kitas
Pašilaičiai;Zalcburgo al.;Vilnius;nan;No;Kitas
Pašilaičiai;Žalesos g. ;Vilnius;4;No;Kitas
Pašilaičiai;Žemynos g. ;Vilnius;50;No;Kitas
Pašilaičiai;Žirgupės g. ;Vilnius;16;No;Kitas
Pašilaičiai;Žozefo Pusjė g. ;Vilnius;22;No;Kitas
Pilaitė;Adomo Brako g. ;Vilnius;4;No;Kitas
Pilaitė;Aismarių g. ;Vilnius;10;No;Kitas
Pilaitė;Alnos g. ;Vilnius;7;No;Kitas
Pilaitė;Angelavos g. ;Vilnius;16;No;Kitas
Pilaitė;Antanerės g. ;Vilnius;6;No;Kitas
Pilaitė;Argos g. ;Vilnius;3;No;Kitas
Pilaitė;Arnavos g. ;Vilnius;13;No;Kitas
Pilaitė;Auros g. ;Vilnius;5;No;Kitas
Pilaitė;Balgos g. ;Vilnius;10;No;Kitas
Pilaitė;Bitėnų g. ;Vilnius;10;No;Kitas
Pilaitė;Cintų g. ;Vilnius;5;No;Kitas
Pilaitė;Čekoniškių g. ;Vilnius;32;No;Kitas
Pilaitė;Danės g. ;Vilnius;9;No;Kitas
Pilaitė;Dargužių g. ;Vilnius;12;No;Kitas
Pilaitė;Darkiemio g. ;Vilnius;31;No;Kitas
Pilaitė;Deimenos g. ;Vilnius;2;No;Kitas
Pilaitė;Dituvos g. ;Vilnius;44;No;Kitas
Pilaitė;Eitkūnų g. ;Vilnius;6;No;Kitas
Pilaitė;Gavaičių g. ;Vilnius;3;No;Kitas
Pilaitė;Gedupės g. ;Vilnius;8;No;Kitas
Pilaitė;Gelažių g. ;Vilnius;5;No;Kitas
Pilaitė;Geryčių g. ;Vilnius;3;No;Kitas
Pilaitė;Gilijos g.;Vilnius;nan;No;Kitas
Pilaitė;Gilužio g. ;Vilnius;13;No;Kitas
Pilaitė;Girdavos g. ;Vilnius;42;No;Kitas
Pilaitė;Gumbinės g. ;Vilnius;13;No;Kitas
Pilaitė;I. Kanto al. ;Vilnius;30;No;Kitas
Pilaitė;I. Simonaitytės g. ;Vilnius;11;No;Kitas
Pilaitė;Ievos Labutytės g. ;Vilnius;14;No;Kitas
Pilaitė;Ylavos g. ;Vilnius;10;No;Kitas
Pilaitė;Ilmenos g. ;Vilnius;3;No;Kitas
Pilaitė;Įsruties g. ;Vilnius;35;No;Kitas
Pilaitė;J. Bobrovskio g. ;Vilnius;9;No;Kitas
Pilaitė;J. Bretkūno g. ;Vilnius;18;No;Kitas
Pilaitė;J. Zauerveino g.;Vilnius;nan;No;Kitas
Pilaitė;Juodkrantės g. ;Vilnius;1;No;Kitas
Pilaitė;Karaliaučiaus g. ;Vilnius;70;No;Kitas
Pilaitė;Karvaičių g. ;Vilnius;36;No;Kitas
Pilaitė;Katyčių g. ;Vilnius;2;No;Kitas
Pilaitė;Katniavos g. ;Vilnius;43;No;Kitas
Pilaitė;Kirsnos g. ;Vilnius;10;No;Kitas
Pilaitė;Knygnešių g. ;Vilnius;4;No;Kitas
Pilaitė;Knypavos g. ;Vilnius;29;No;Kitas
Pilaitė;Kriaučiūnų g. ;Vilnius;126;No;Kitas
Pilaitė;L. Rėzos al. ;Vilnius;1;No;Kitas
Pilaitė;Labguvos g. ;Vilnius;13;No;Kitas
Pilaitė;Lauknos g. ;Vilnius;3;No;Kitas
Pilaitė;Lautės g. ;Vilnius;80;No;Kitas
Pilaitė;Lūjos g. ;Vilnius;19;No;Kitas
Pilaitė;Luknojų g.;Vilnius;nan;No;Kitas
Pilaitė;M. Jankaus g. ;Vilnius;4;No;Kitas
Pilaitė;M. Mažvydo g. ;Vilnius;17;No;Kitas
Pilaitė;M. Pretorijaus g. ;Vilnius;4;No;Kitas
Pilaitė;Medinavos g. ;Vilnius;15;No;Kitas
Pilaitė;Mielkiemio g. ;Vilnius;5;No;Kitas
Pilaitė;Mikytų g. ;Vilnius;5;No;Kitas
Pilaitė;Nadruvos g. ;Vilnius;35;No;Kitas
Pilaitė;Nidos g. ;Vilnius;6;No;Kitas
Pilaitė;Obeliškių g.;Vilnius;nan;No;Kitas
Pilaitė;Padekaniškių g. ;Vilnius;21;No;Kitas
Pilaitė;Pajautos g. ;Vilnius;16;No;Kitas
Pilaitė;Pakarvių g.;Vilnius;nan;No;Kitas
Pilaitė;Pakluonės g. ;Vilnius;31;No;Kitas
Pilaitė;Palvininkų g.;Vilnius;nan;No;Kitas
Pilaitė;Papilėnų g. ;Vilnius;25;No;Kitas
Pilaitė;Papiškių g. ;Vilnius;22;No;Kitas
Pilaitė;Pervalkos g. ;Vilnius;1;No;Kitas
Pilaitė;Pilaitės pr. ;Vilnius;9 ;9 iš 15*;Kitas
Pilaitė;Pilaitės Sodų g. ;Vilnius;27;No;Sodas
Pilaitė;Pilaitės Sodų 1-oji g. ;Vilnius;22;No;Sodas
Pilaitė;Pilaitės Sodų 2-oji g. ;Vilnius;14;No;Sodas
Pilaitė;Pilaitės Sodų 3-ioji g. ;Vilnius;26;No;Sodas
Pilaitė;Pilaitės Sodų 4-oji g. ;Vilnius;26;No;Sodas
Pilaitė;Pilaitės Sodų 5-oji g. ;Vilnius;21;No;Sodas
Pilaitė;Pilaitės Sodų 6-oji g. ;Vilnius;28;No;Sodas
Pilaitė;Pilaitės Sodų 8-oji g. ;Vilnius;23;No;Sodas
Pilaitė;Piliakalnio g. ;Vilnius;21;No;Kitas
Pilaitė;Piliavos g. ;Vilnius;6;No;Kitas
Pilaitė;Pilkalnio g.;Vilnius;nan;No;Kitas
Pilaitė;Platiniškių g. ;Vilnius;6;No;Kitas
Pilaitė;Preilos g.;Vilnius;nan;No;Kitas
Pilaitė;Priegliaus g. ;Vilnius;9;No;Kitas
Pilaitė;Priekulės g. ;Vilnius;21;No;Kitas
Pilaitė;Ragainės g. ;Vilnius;16;No;Kitas
Pilaitė;Rambyno g. ;Vilnius;8;No;Kitas
Pilaitė;Ramintos g. ;Vilnius;9;No;Kitas
Pilaitė;Rantavos g. ;Vilnius;11;No;Kitas
Pilaitė;Rasytės g. ;Vilnius;25;No;Kitas
Pilaitė;Rojaus g. ;Vilnius;4;No;Kitas
Pilaitė;Rūdavos g. ;Vilnius;20;No;Kitas
Pilaitė;Rusnės g. ;Vilnius;3;No;Kitas
Pilaitė;Saldenės g. ;Vilnius;9;No;Kitas
Pilaitė;Salotės g. ;Vilnius;27;No;Kitas
Pilaitė;Sauluvos g. ;Vilnius;25;No;Kitas
Pilaitė;Sembos g. ;Vilnius;17;No;Kitas
Pilaitė;Senosios Pilaitės kelias ;Vilnius;1;No;Kitas
Pilaitė;Sidaronių g. ;Vilnius;2;No;Kitas
Pilaitė;Smalinės g. ;Vilnius;29;No;Kitas
Pilaitė;Stalupėnų g. ;Vilnius;27;No;Kitas
Pilaitė;Stanislovo Rapolionio g. ;Vilnius;15;No;Kitas
Pilaitė;Šarkuvos g. ;Vilnius;24;No;Kitas
