Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
2017;Nuolatinių gyventojų skaičius metų pradžioje;Alytaus r. sav.;Miestas ir kaimas;asmenys;26563
2018;Nuolatinių gyventojų skaičius metų pradžioje;Alytaus r. sav.;Miestas ir kaimas;asmenys;26077
2019;Nuolatinių gyventojų skaičius metų pradžioje;Alytaus r. sav.;Miestas ir kaimas;asmenys;26153
1996;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;27856
1997;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;27213
1998;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;26778
1999;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;26268
2000;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;25786
2001;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;25500
2002;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;25169
2003;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;24965
2004;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;24665
2005;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;24252
2006;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;23865
2007;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;23469
2008;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;23187
2009;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;22954
2010;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;22656
2011;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;21876
2012;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;21495
2013;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;21221
2014;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;20943
2015;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;20728
2016;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;20400
2017;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;20041
2018;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;19605
2019;Nuolatinių gyventojų skaičius metų pradžioje;Druskininkų sav.;Miestas ir kaimas;asmenys;19360
1996;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;28372
1997;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;28071
1998;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;27852
1999;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;27590
2000;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;27353
2001;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;27182
2002;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;26926
2003;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;26631
2004;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;26221
2005;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;25694
2006;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;24977
2007;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;24430
2008;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;23902
2009;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;23507
2010;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;23078
2011;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;22509
2012;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;22064
2013;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;21639
2014;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;21254
2015;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;20813
2016;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;20438
2017;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;19821
2018;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;19115
2019;Nuolatinių gyventojų skaičius metų pradžioje;Lazdijų r. sav.;Miestas ir kaimas;asmenys;18695
1996;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;32683
1997;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;32508
1998;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;32137
1999;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;31800
2000;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;31547
2001;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;31204
2002;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;30873
2003;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;30556
2004;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;30071
2005;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;29427
2006;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;28742
2007;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;28099
2008;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;27531
2009;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;26931
2010;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;26417
2011;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;25506
2012;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;24946
2013;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;24380
2014;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;23950
2015;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;23528
2016;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;23009
2017;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;22399
2018;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;21764
2019;Nuolatinių gyventojų skaičius metų pradžioje;Varėnos r. sav.;Miestas ir kaimas;asmenys;21276
1996;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5836
1997;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5784
1998;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5738
1999;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5653
2000;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5499
2001;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5458
2002;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5362
2003;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5296
2004;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5240
2005;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;5120
2006;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4971
2007;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4901
2008;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4861
2009;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4771
2010;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4679
2011;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4593
2012;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4532
2013;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4460
2014;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4369
2015;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4371
2016;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4330
2017;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4254
2018;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4168
2019;Nuolatinių gyventojų skaičius metų pradžioje;Birštono sav.;Miestas ir kaimas;asmenys;4117
1996;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52068
1997;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52307
1998;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52291
1999;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52302
2000;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52410
2001;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52258
2002;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;52031
2003;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;51734
2004;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;51510
2005;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;51218
2006;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;50373
2007;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;49589
2008;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;49051
2009;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;48792
2010;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;48036
2011;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;46653
2012;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;45713
2013;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;45079
2014;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;44470
2015;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;43875
2016;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;43196
2017;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;42561
2018;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;42052
2019;Nuolatinių gyventojų skaičius metų pradžioje;Jonavos r. sav.;Miestas ir kaimas;asmenys;41631
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37780
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37732
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37630
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37519
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37558
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37632
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37438
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37394
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;37117
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;36732
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;36217
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;35970
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;35571
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;35174
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;34795
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;33920
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;33389
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;32922
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;32358
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;31915
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;31447
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;30836
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;30257
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kaišiadorių r. sav.;Miestas ir kaimas;asmenys;29904
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;408706
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;402061
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;395555
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;390623
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;385620
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;379706
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;374176
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;370242
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;363952
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;356954
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;348506
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;343932
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;339535
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;335393
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;329542
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;317319
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;310773
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;306888
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;304012
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;301357
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;297846
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;292691
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;288363
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kauno m. sav.;Miestas ir kaimas;asmenys;286754
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;77559
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;78753
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;79920
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;80488
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;81007
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;81373
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;81650
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;82108
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;83167
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;83200
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;83091
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;83346
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;83946
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;85752
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;86978
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;85922
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;86109
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;86419
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;87138
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;88396
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;89516
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;91073
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;92644
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kauno r. sav.;Miestas ir kaimas;asmenys;95120
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;67855
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;67223
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;66999
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;66655
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;66135
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;65717
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;65127
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;64554
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;63692
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;62551
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;60352
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;59253
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;58226
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;57399
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;56025
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;54254
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;52911
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;51969
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;50881
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;49939
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;49053
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;47872
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;46626
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kėdainių r. sav.;Miestas ir kaimas;asmenys;45871
1996;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;36150
1997;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35951
1998;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35999
1999;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35898
2000;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35782
2001;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35769
2002;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35369
2003;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;35021
2004;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;34438
2005;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;33866
2006;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;33060
2007;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;32421
2008;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;31807
2009;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;31457
2010;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;30989
2011;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;29936
2012;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;29365
2013;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;29023
2014;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;28521
2015;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;28181
2016;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;27676
2017;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;27121
2018;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;26492
2019;Nuolatinių gyventojų skaičius metų pradžioje;Prienų r. sav.;Miestas ir kaimas;asmenys;26112
1996;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;45677
1997;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;45367
