Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
1998;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;45046
1999;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;44788
2000;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;44520
2001;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;44177
2002;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;43880
2003;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;43438
2004;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;42958
2005;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;42282
2006;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;41530
2007;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;40996
2008;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;40361
2009;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;39647
2010;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;38852
2011;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;37628
2012;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;36846
2013;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;36056
2014;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;35489
2015;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;35013
2016;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;34294
2017;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;33467
2018;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;32510
2019;Nuolatinių gyventojų skaičius metų pradžioje;Raseinių r. sav.;Miestas ir kaimas;asmenys;31921
1996;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;201577
1997;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;198603
1998;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;196578
1999;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;195698
2000;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;194674
2001;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;193220
2002;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;190911
2003;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;189526
2004;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;186811
2005;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;183627
2006;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;178380
2007;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;175389
2008;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;172686
2009;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;170699
2010;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;168134
2011;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;162898
2012;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;160142
2013;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;158541
2014;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;157305
2015;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;156141
2016;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;154326
2017;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;151309
2018;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;148908
2019;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos m. sav.;Miestas ir kaimas;asmenys;147892
1996;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;44651
1997;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;45422
1998;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;45982
1999;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;45941
2000;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;45902
2001;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;46179
2002;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;46413
2003;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;46570
2004;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;47367
2005;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;48104
2006;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;48488
2007;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;49293
2008;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;50488
2009;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;51690
2010;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;51843
2011;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;51279
2012;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;51405
2013;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;51614
2014;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;52110
2015;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;52831
2016;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;53459
2017;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;54635
2018;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;56131
2019;Nuolatinių gyventojų skaičius metų pradžioje;Klaipėdos r. sav.;Miestas ir kaimas;asmenys;58439
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;44456
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;44906
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45313
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45474
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45590
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45723
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45438
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45419
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45454
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;45119
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;44423
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;44187
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;43786
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;43573
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;42607
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;41461
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;40880
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;40595
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;40133
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;39758
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;39121
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;38558
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;37945
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kretingos r. sav.;Miestas ir kaimas;asmenys;37575
1996;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2459
1997;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2441
1998;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2379
1999;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2359
2000;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2369
2001;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2399
2002;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2202
2003;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2160
2004;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2244
2005;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2316
2006;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2230
2007;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2204
2008;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2300
2009;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2477
2010;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2403
2011;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2564
2012;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2641
2013;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2719
2014;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2752
2015;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;2879
2016;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;3020
2017;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;3097
2018;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;3224
2019;Nuolatinių gyventojų skaičius metų pradžioje;Neringos sav.;Miestas ir kaimas;asmenys;3455
1996;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;18972
1997;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;18619
1998;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;18285
1999;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17981
2000;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17761
2001;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17619
2002;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17372
2003;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17324
2004;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17222
2005;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;17048
2006;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;16704
2007;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;16518
2008;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;16386
2009;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;16272
2010;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;16212
2011;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15771
2012;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15512
2013;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15353
2014;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15358
2015;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15379
2016;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15542
2017;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15449
2018;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15381
2019;Nuolatinių gyventojų skaičius metų pradžioje;Palangos m. sav.;Miestas ir kaimas;asmenys;15664
1996;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;27078
1997;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;26826
1998;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;26527
1999;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;26169
2000;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;25852
2001;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;25637
2002;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;25291
2003;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;24973
2004;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;24613
2005;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;24143
2006;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;23427
2007;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;22849
2008;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;22348
2009;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;21807
2010;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;21394
2011;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;20694
2012;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;20124
2013;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;19513
2014;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;18908
2015;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;18498
2016;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;18057
2017;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;17557
2018;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;16914
2019;Nuolatinių gyventojų skaičius metų pradžioje;Skuodo r. sav.;Miestas ir kaimas;asmenys;16493
1996;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;56444
1997;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;56402
1998;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;56480
1999;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;56197
2000;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;55867
2001;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;55352
2002;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;54449
2003;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;53906
2004;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;53143
2005;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;52184
2006;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;50834
2007;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;49994
2008;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;49207
2009;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;48566
2010;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;47713
2011;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;45380
2012;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;44040
2013;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;43218
2014;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;42447
2015;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;41814
2016;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;41093
2017;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;39902
2018;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;38749
2019;Nuolatinių gyventojų skaičius metų pradžioje;Šilutės r. sav.;Miestas ir kaimas;asmenys;38204
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;14420
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;14381
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;14267
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;14129
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;14002
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;13907
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;13724
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;13618
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;13477
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;13323
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;13077
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;12909
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;12738
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;12562
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;12378
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;12105
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;11921
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;11777
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;11636
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;11486
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;11307
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;11067
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;10776
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kalvarijos sav.;Miestas ir kaimas;asmenys;10438
1996;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;15546
1997;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;15315
1998;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;15281
1999;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;15140
2000;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14992
2001;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14934
2002;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14893
2003;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14783
2004;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14781
2005;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14688
2006;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14420
2007;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14241
2008;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;14080
2009;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;13906
2010;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;13659
2011;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;13273
2012;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;13034
2013;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;12738
2014;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;12634
2015;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;12494
2016;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;12379
2017;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;12125
2018;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;11764
2019;Nuolatinių gyventojų skaičius metų pradžioje;Kazlų Rūdos sav.;Miestas ir kaimas;asmenys;11493
1996;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;72873
1997;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;72472
1998;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;72051
1999;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;71508
2000;Nuolatinių gyventojų skaičius metų pradžioje;Marijampolės sav.;Miestas ir kaimas;asmenys;71146
