neighbourhood;street
Naujamiestis;Pamėnkalnio g. (36)
Naujamiestis;Panerių g. (49 iš 52*)
Naujamiestis;Pelesos g. (8 iš 40*)
Naujamiestis;Pylimo g. (1 iš 77*)
Naujamiestis;Punsko g. (1)
Naujamiestis;Raseinių g. (17)
Naujamiestis;Rožių al. (4)
Naujamiestis;S. Konarskio g. (40 iš 56*)
Naujamiestis;Savanorių pr. (27 iš 250*)
Naujamiestis;Seinų g. (2)
Naujamiestis;Simono Konarskio skv.
Naujamiestis;Smolensko g. (20)
Naujamiestis;Sodų g. (6 iš 28*)
Naujamiestis;Statybininkų g. (10)
Naujamiestis;Stoties g.
Naujamiestis;Suvalkų g. (9)
Naujamiestis;Šaltinių g. (17 iš 36*)
Naujamiestis;Šermukšnių g. (12)
Naujamiestis;Šv. Stepono g. (8 iš 55*)
Naujamiestis;Šviesos g. (12)
Naujamiestis;Švitrigailos g. (66)
Naujamiestis;T. Ševčenkos g. (29)
Naujamiestis;Tauro g. (11)
Naujamiestis;V. Mykolaičio-Putino g. (6)
Naujamiestis;V. Pietario g. (3 iš 8*)
Naujamiestis;Vasario 16-osios g. (8)
Naujamiestis;Vašingtono a. (1)
Naujamiestis;Vilniaus g. (3 iš 33*)
Naujamiestis;Vinco Kudirkos g. (15)
Naujamiestis;Vytenio g. (47)
Naujamiestis;Z. Sierakausko g. (19)
Naujamiestis;Žemaitės skv.
Naujamiestis;Žemaitės g. (6 iš 23*)
Naujininkai;A. Gustaičio g. (19)
Naujininkai;A. Jaroševičiaus g. (20)
Naujininkai;Adelės Dirsytės g.
Naujininkai;Adutiškio g. (5)
Naujininkai;Aidukaičių g. (33)
Naujininkai;Alberto Zalatoriaus g. (5)
Naujininkai;Aleksandro Barausko g.
Naujininkai;Aleksandro Kuršaičio g. (16)
Naujininkai;Aleksandro Vanago g.
Naujininkai;Algimanto Juozako g.
Naujininkai;Alytaus g. (19)
Naujininkai;Alšėnų g. (9)
Naujininkai;Antano Juškos g. (3)
Naujininkai;Antano Mikėno g. (8)
Naujininkai;Antano Musteikio g.
Naujininkai;Antano Salio g. (12)
Naujininkai;Apso g. (14)
Naujininkai;Asavos g. (6)
Naujininkai;Augusto Šleicherio g. (6)
Naujininkai;Avinėlių g. (17)
Naujininkai;Baltosios Vokės g. (5 iš 36*)
Naujininkai;Baltosios Vokės Sodų g. (64 iš 65*)
Naujininkai;Barčių g. (55)
Naujininkai;Bartų g. (1)
Naujininkai;Barūnų g.
Naujininkai;Bernardo Brazdžionio g. (20)
Naujininkai;Brolių g. (17)
Naujininkai;Burbiškių g. (24)
Naujininkai;Butkų Juzės g. (12)
Naujininkai;Butrimonių g. (18)
Naujininkai;Čigonų g.
Naujininkai;Danieliaus Kleino g. (7)
Naujininkai;Dano Pozniako g. (1)
Naujininkai;Darbininkų g. (23)
Naujininkai;Dargiliškių g. (16)
Naujininkai;Dariaus ir Girėno g. (113)
Naujininkai;Daškūnų g. (62)
Naujininkai;Daugų g. (22)
Naujininkai;Dieveniškių g. (5)
Naujininkai;Ditvos g.
Naujininkai;Drūkšių g. (7)
Naujininkai;Dubičių g. (13)
Naujininkai;Dusinėnų g. (54)
Naujininkai;Dzūkų g. (81 iš 83*)
Naujininkai;Eišiškių pl. (104 iš 111*)
Naujininkai;Eišiškių Sodų 1-oji g. (22)
Naujininkai;Eišiškių Sodų 10-oji g. (12)
Naujininkai;Eišiškių Sodų 11-oji g. (10)
Naujininkai;Eišiškių Sodų 12-oji g. (34)
Naujininkai;Eišiškių Sodų 13-oji g. (24)
Naujininkai;Eišiškių Sodų 14-oji g. (3)
Naujininkai;Eišiškių Sodų 15-oji g. (18)
Naujininkai;Eišiškių Sodų 16-oji g. (38)
Naujininkai;Eišiškių Sodų 17-oji g. (17)
Naujininkai;Eišiškių Sodų 18-oji g. (9)
Naujininkai;Eišiškių Sodų 2-oji g. (23)
Naujininkai;Eišiškių Sodų 3-ioji g. (18)
Naujininkai;Eišiškių Sodų 4-oji g. (12)
Naujininkai;Eišiškių Sodų 5-oji g. (14)
Naujininkai;Eišiškių Sodų 6-oji g. (26)
Naujininkai;Eišiškių Sodų 7-oji g. (39)
Naujininkai;Eišiškių Sodų 8-oji g. (13)
Naujininkai;Eišiškių Sodų 9-oji g. (10)
Naujininkai;Fausto Kiršos g. (28)
Naujininkai;Felikso Vaitkaus g. (1)
Naujininkai;Gairinės g. (23)
Naujininkai;Gamyklos g. (12)
Naujininkai;Garvežių g. (12)
Naujininkai;Geologų g. (17)
Naujininkai;Geranainių g. (22)
Naujininkai;Gervėbalės g. (43)
Naujininkai;Gintaro Žagunio g.
Naujininkai;Griežlių g. (3)
Naujininkai;Gudų g. (20)
Naujininkai;Iešmininkų g. (16)
Naujininkai;Igno Jonyno g. (2)
Naujininkai;Ilgalaukio g. (3)
Naujininkai;J. Bielinio g. (18)
Naujininkai;Jašiūnų g. (9)
Naujininkai;Javų g. (2)
Naujininkai;Jono Aisčio g. (28 iš 29*)
Naujininkai;Jono Jurkšto g. (3)
Naujininkai;Jotvingių g. (11)
Naujininkai;Juozapo Strumilos g. (5)
Naujininkai;Juozo Maceikos g. (3)
Naujininkai;Jurgio Dobkevičiaus g. (6)
Naujininkai;Jurgio Kybarto g.
Naujininkai;Kalvelių g. (2)
Naujininkai;Kalviškių g. (6)
Naujininkai;Kaminkelio g. (47)
Naujininkai;Kapsų g. (48)
Naujininkai;Karaliaus Šulinio g. (31)
Naujininkai;Katiliškių g. (37 iš 39*)
Naujininkai;Katros g. (13)
Naujininkai;Kelmijos g. (59)
Naujininkai;Kelmijos Sodų 1-oji g. (17)
Naujininkai;Kelmijos Sodų 10-oji g. (44)
Naujininkai;Kelmijos Sodų 11-oji g. (37)
Naujininkai;Kelmijos Sodų 12-oji g. (38)
Naujininkai;Kelmijos Sodų 13-oji g. (27)
Naujininkai;Kelmijos Sodų 14-oji g. (8)
Naujininkai;Kelmijos Sodų 15-oji g. (6)
Naujininkai;Kelmijos Sodų 16-oji g. (11)
Naujininkai;Kelmijos Sodų 17-oji g. (35)
Naujininkai;Kelmijos Sodų 18-oji g. (31)
Naujininkai;Kelmijos Sodų 19-oji g. (37)
Naujininkai;Kelmijos Sodų 2-oji g. (13)
Naujininkai;Kelmijos Sodų 20-oji g. (20)
Naujininkai;Kelmijos Sodų 21-oji g. (25)
Naujininkai;Kelmijos Sodų 22-oji g. (18)
Naujininkai;Kelmijos Sodų 23-ioji g. (8)
Naujininkai;Kelmijos Sodų 24-oji g. (34)
Naujininkai;Kelmijos Sodų 25-oji g. (19)
Naujininkai;Kelmijos Sodų 26-oji g. (14)
Naujininkai;Kelmijos Sodų 27-oji g. (26)
Naujininkai;Kelmijos Sodų 28-oji g. (9)
Naujininkai;Kelmijos Sodų 29-oji g. (31)
Naujininkai;Kelmijos Sodų 3-ioji g. (11)
Naujininkai;Kelmijos Sodų 30-oji g. (20)
Naujininkai;Kelmijos Sodų 31-oji g. (67)
Naujininkai;Kelmijos Sodų 32-oji g. (47)
Naujininkai;Kelmijos Sodų 33-ioji g. (15)
Naujininkai;Kelmijos Sodų 34-oji g. (81)
Naujininkai;Kelmijos Sodų 35-oji g. (10)
Naujininkai;Kelmijos Sodų 36-oji g. (52)
Naujininkai;Kelmijos Sodų 37-oji g. (13)
Naujininkai;Kelmijos Sodų 38-oji g. (27)
Naujininkai;Kelmijos Sodų 39-oji g. (31)
Naujininkai;Kelmijos Sodų 4-oji g. (10)
Naujininkai;Kelmijos Sodų 40-oji g. (23)
Naujininkai;Kelmijos Sodų 41-oji g. (33)
Naujininkai;Kelmijos Sodų 42-oji g. (10)
Naujininkai;Kelmijos Sodų 43-ioji g. (40)
Naujininkai;Kelmijos Sodų 44-oji g. (29)
Naujininkai;Kelmijos Sodų 45-oji g. (6)
Naujininkai;Kelmijos Sodų 46-oji g. (9)
Naujininkai;Kelmijos Sodų 47-oji g. (17)
Naujininkai;Kelmijos Sodų 48-oji g. (15)
Naujininkai;Kelmijos Sodų 49-oji g. (10)
Naujininkai;Kelmijos Sodų 5-oji g. (5)
Naujininkai;Kelmijos Sodų 50-oji g. (19)
Naujininkai;Kelmijos Sodų 51-oji g. (37)
Naujininkai;Kelmijos Sodų 52-oji g. (12)
Naujininkai;Kelmijos Sodų 53-ioji g. (23)
Naujininkai;Kelmijos Sodų 54-oji g. (29)
Naujininkai;Kelmijos Sodų 55-oji g. (16)
Naujininkai;Kelmijos Sodų 56-oji g. (26)
Naujininkai;Kelmijos Sodų 57-oji g. (17)
Naujininkai;Kelmijos Sodų 58-oji g. (17)
Naujininkai;Kelmijos Sodų 59-oji g. (17)
Naujininkai;Kelmijos Sodų 6-oji g. (17)
Naujininkai;Kelmijos Sodų 60-oji g. (17)
Naujininkai;Kelmijos Sodų 61-oji g. (20)
Naujininkai;Kelmijos Sodų 62-oji g. (36)
Naujininkai;Kelmijos Sodų 63-ioji g. (36)
Naujininkai;Kelmijos Sodų 64-oji g. (32)
Naujininkai;Kelmijos Sodų 65-oji g. (13)
Naujininkai;Kelmijos Sodų 66-oji g. (10)
Naujininkai;Kelmijos Sodų 67-oji g. (13)
Naujininkai;Kelmijos Sodų 68-oji g. (11)
Naujininkai;Kelmijos Sodų 69-oji g. (32)
Naujininkai;Kelmijos Sodų 7-oji g. (17)
Naujininkai;Kelmijos Sodų 70-oji g. (24)
Naujininkai;Kelmijos Sodų 71-oji g. (71)
Naujininkai;Kelmijos Sodų 72-oji g. (31)
Naujininkai;Kelmijos Sodų 73-ioji g. (29)
Naujininkai;Kelmijos Sodų 74-oji g. (19)
Naujininkai;Kelmijos Sodų 75-oji g. (33)
Naujininkai;Kelmijos Sodų 76-oji g. (14)
Naujininkai;Kelmijos Sodų 77-oji g. (10)
Naujininkai;Kelmijos Sodų 78-oji g. (14)
Naujininkai;Kelmijos Sodų 79-oji g. (9)
Naujininkai;Kelmijos Sodų 8-oji g. (30)
Naujininkai;Kelmijos Sodų 80-oji g. (70)
Naujininkai;Kelmijos Sodų 81-oji g. (25)
Naujininkai;Kelmijos Sodų 82-oji g. (22)
Naujininkai;Kelmijos Sodų 83-ioji g. (18)
Naujininkai;Kelmijos Sodų 84-oji g. (25)
Naujininkai;Kelmijos Sodų 85-oji g. (49)
Naujininkai;Kelmijos Sodų 86-oji g. (46)
Naujininkai;Kelmijos Sodų 9-oji g. (43)
Naujininkai;Konduktorių g. (15)
Naujininkai;Krakūnų g. (1)
Naujininkai;Kuršių g. (28)
Naujininkai;Kuzmiškių g. (11)
Naujininkai;Lenkų g. (14)
Naujininkai;Liepkalnio g. (74 iš 242*)
Naujininkai;Mančiagirės g. (8)
Naujininkai;Mechanikų g. (90)
Naujininkai;Meistrų g. (14)
Naujininkai;Melioratorių g. (64)
Naujininkai;Merkinės g. (15)
Naujininkai;Metalo g. (45)
Naujininkai;Mindaugo Balavako g.
Naujininkai;Miškinių Sodų g. (29)
Naujininkai;Miškinių Sodų 1-oji g. (11)
Naujininkai;Miškinių Sodų 2-oji g. (18)
Naujininkai;Molynės g. (24)
Naujininkai;Motorų g. (21)
Naujininkai;Naujininkų g. (29 iš 33*)
Naujininkai;Navasiškių g. (28)
Naujininkai;Nemėžėlės g. (8)
Naujininkai;Oreivių g.
Naujininkai;Pabarės g. (12)
Naujininkai;Pakupečių g. (16)
Naujininkai;Palionių g. (13)
Naujininkai;Panevėžio g. (25)
Naujininkai;Pelesos g. (20 iš 40*)
Naujininkai;Perlamo g.
Naujininkai;Perlojos g. (14)
Naujininkai;Petro Joniko g. (10)
Naujininkai;Pilikonių g. (31)
Naujininkai;Pivašiūnų g. (6)
Naujininkai;Povų g. (19)
Naujininkai;Pranciškaus Žvirkos g. (7)
Naujininkai;Prano Skardžiaus g. (12)
Naujininkai;Prūsų g. (19)
Naujininkai;Pumpurų g. (23)
Naujininkai;Pupinės g. (14)
Naujininkai;Pustabalių g. (6)
Naujininkai;Raistelių g. (15 iš 18*)
Naujininkai;Ričardo Rabavičiaus g.
Naujininkai;Riešutų g. (12)
Naujininkai;Ringės g. (17)
Naujininkai;Rodūnios kelias (32)
Naujininkai;Rodūnios Sodų 1-oji g. (6)
Naujininkai;Rodūnios Sodų 10-oji g. (8)
Naujininkai;Rodūnios Sodų 11-oji g. (12)
Naujininkai;Rodūnios Sodų 12-oji g. (13)
Naujininkai;Rodūnios Sodų 13-oji g. (5)
Naujininkai;Rodūnios Sodų 14-oji g. (8)
Naujininkai;Rodūnios Sodų 15-oji g. (8)
Naujininkai;Rodūnios Sodų 16-oji g. (8)
Naujininkai;Rodūnios Sodų 17-oji g. (6)
Naujininkai;Rodūnios Sodų 18-oji g. (7)
Naujininkai;Rodūnios Sodų 19-oji g. (6)
Naujininkai;Rodūnios Sodų 2-oji g. (11)
Naujininkai;Rodūnios Sodų 20-oji g. (4)
Naujininkai;Rodūnios Sodų 21-oji g. (3)
Naujininkai;Rodūnios Sodų 22-oji g. (3)
Naujininkai;Rodūnios Sodų 23-ioji g. (2)
Naujininkai;Rodūnios Sodų 24-oji g. (4)
Naujininkai;Rodūnios Sodų 3-ioji g. (9)
Naujininkai;Rodūnios Sodų 4-oji g. (10)
Naujininkai;Rodūnios Sodų 5-oji g. (7)
Naujininkai;Rodūnios Sodų 6-oji g. (10)
Naujininkai;Rodūnios Sodų 7-oji g. (4)
Naujininkai;Rodūnios Sodų 8-oji g. (2)
Naujininkai;Rodūnios Sodų 9-oji g. (5)
Naujininkai;Rudaminos g. (9)
Naujininkai;Sakalaičių g. (12)
Naujininkai;Sakalaičių Sodų 1-oji g. (14)
Naujininkai;Sakalaičių Sodų 10-oji g. (13)
Naujininkai;Sakalaičių Sodų 11-oji g. (9)
Naujininkai;Sakalaičių Sodų 12-oji g. (11)
Naujininkai;Sakalaičių Sodų 2-oji g. (27)
Naujininkai;Sakalaičių Sodų 3-ioji g. (27)
Naujininkai;Sakalaičių Sodų 4-oji g. (62)
Naujininkai;Sakalaičių Sodų 5-oji g. (64)
Naujininkai;Sakalaičių Sodų 6-oji g. (51)
Naujininkai;Sakalaičių Sodų 7-oji g. (44)
Naujininkai;Sakalaičių Sodų 8-oji g. (50)
Naujininkai;Sakalaičių Sodų 9-oji g. (42)
Naujininkai;Salininkų g. (96)
Naujininkai;Salininkų Sodų 1-oji g. (20)
Naujininkai;Salininkų Sodų 10-oji g. (15)
Naujininkai;Salininkų Sodų 11-oji g. (8)
Naujininkai;Salininkų Sodų 12-oji g. (13)
Naujininkai;Salininkų Sodų 14-oji g. (3)
Naujininkai;Salininkų Sodų 15-oji g. (6)
Naujininkai;Salininkų Sodų 16-oji g. (3)
Naujininkai;Salininkų Sodų 17-oji g. (4)
Naujininkai;Salininkų Sodų 2-oji g. (23)
Naujininkai;Salininkų Sodų 3-ioji g. (27)
Naujininkai;Salininkų Sodų 4-oji g. (28)
Naujininkai;Salininkų Sodų 5-oji g. (34)
Naujininkai;Salininkų Sodų 6-oji g. (6)
Naujininkai;Salininkų Sodų 7-oji g. (11)
Naujininkai;Salininkų Sodų 8-oji g. (4)
Naujininkai;Salininkų Sodų 9-oji g. (6)
Naujininkai;Sartų g. (5)
Naujininkai;Sebastijoniškių g. (22)
Naujininkai;Skaisteros g. (21)
Naujininkai;Sniego g. (3)
Naujininkai;Sparno g. (5)
Naujininkai;Spenglos g. (12)
Naujininkai;Stanislovo Orlavičiaus g.
Naujininkai;Stasio Samalavičiaus g. (3)
Naujininkai;Šalčininkų g. (38)
Naujininkai;Šalčios g. (13)
Naujininkai;Šaltkalvių g. (35)
Naujininkai;Šumsko g. (12)
Naujininkai;Tabariškių g. (11)
Naujininkai;Tarpkalnio g. (36)
Naujininkai;Telšių g. (19)
Naujininkai;Tyzenhauzų g. (45 iš 59*)
Naujininkai;Trobų g. (5)
Naujininkai;Tunelio g. (24)
Naujininkai;Upelio g. (14)
Naujininkai;Užusienio g. (127)
Naujininkai;Vaikų g. (25)
Naujininkai;Vaivorykštės g. (12)
Naujininkai;Valakų g. (18)
Naujininkai;Varėnos g. (15)
Naujininkai;Versekos g. (12)
Naujininkai;Vikingų g. (3)
Naujininkai;Visinčios g. (6)
Naujininkai;Vyšnių g. (6)
Naujininkai;Vladimiro Toporovo g. (3)
Naujininkai;Zanavykų g. (11)
Naujininkai;Zervynų g. (6)
Naujininkai;Zigmo Gėlės g. (20)
Naujininkai;Zuikių g. (10 iš 35*)
Naujininkai;Žadiškių g. (1)
Naujininkai;Žaliojo Kelio 1-oji g. (14)
Naujininkai;Žaliojo Kelio 2-oji g. (17)
Naujininkai;Žirnių g. (36)
Naujininkai;Žiūrų g. (23)
Naujininkai;Žižmos g. (4)
Naujoji Vilnia;Jūrotiškių g. (4)
Naujoji Vilnia;Justino Staugaičio g. (31)
Naujoji Vilnia;K. Čibiro g. (17)
Naujoji Vilnia;K. Jakubėno g. (6)
Naujoji Vilnia;K. Stašio g. (4)
Naujoji Vilnia;Kalnėnų g. (80)
Naujoji Vilnia;Kalno g. (61 iš 96*)
Naujoji Vilnia;Kampo g. (13)
Naujoji Vilnia;Kaniaviškių g. (21)
Naujoji Vilnia;Karelų g.
Naujoji Vilnia;Karklėnų g. (9)
Naujoji Vilnia;Karklų g. (37)
Naujoji Vilnia;Katkų g. (2)
Naujoji Vilnia;Kazio Bizausko g. (73)
Naujoji Vilnia;Keltų g.
Naujoji Vilnia;Kijevo g. (1)
Naujoji Vilnia;Kiminų g. (21)
Naujoji Vilnia;Kirtavietės g. (7)
Naujoji Vilnia;Kišiniovo g. (9)
Naujoji Vilnia;Kyvės g.
Naujoji Vilnia;Klonių g. (11)
Naujoji Vilnia;Kroatų g. (28)
Naujoji Vilnia;Kučkuriškių g. (5)
Naujoji Vilnia;Kuodiškių g. (24)
Naujoji Vilnia;Kurapkų g. (31)
Naujoji Vilnia;Lazūnų g. (3)
Naujoji Vilnia;Leonardo Palevičiaus g. (24)
Naujoji Vilnia;Levidonių g. (52)
Naujoji Vilnia;Liepto g. (15)
Naujoji Vilnia;Linksmoji g. (49)
Naujoji Vilnia;Linų g. (12)
Naujoji Vilnia;Lipniškių g. (13)
Naujoji Vilnia;Liškiavos g. (13)
Naujoji Vilnia;Lyvių g. (12)
Naujoji Vilnia;Lukšinės g. (32)
Naujoji Vilnia;M. Balinskio g. (12)
Naujoji Vilnia;M. Davainio-Silvestraičio g. (4)
Naujoji Vilnia;M. Šikšnio g. (71)
Naujoji Vilnia;Maltiečių g.
Naujoji Vilnia;Martyno Yčo g. (14)
Naujoji Vilnia;Mečislovo Reinio g. (34)
Naujoji Vilnia;Medaus g. (39)
Naujoji Vilnia;Medonešio g. (6)
Naujoji Vilnia;Meškonių g. (1)
Naujoji Vilnia;Mickūnų g. (15)
Naujoji Vilnia;Migūnų g. (8)
Naujoji Vilnia;Mykolo Krupavičiaus g. (32)
Naujoji Vilnia;Mindaugo Tomonio g.
Naujoji Vilnia;Minsko pl. (24 iš 57*)
Naujoji Vilnia;Mirtų g. (25)
Naujoji Vilnia;Moldovos g. (25)
Naujoji Vilnia;Mūrinė g. (30)
Naujoji Vilnia;Nasturtų g. (23)
Naujoji Vilnia;Naujoji g. (11)
Naujoji Vilnia;Nendrių g.
Naujoji Vilnia;Norberto Vėliaus g. (15)
Naujoji Vilnia;Norvegų g. (10)
Naujoji Vilnia;P. B. Šivickio g. (37)
Naujoji Vilnia;P. Žižmaro g. (10)
Naujoji Vilnia;Paeglinės g. (25)
Naujoji Vilnia;Paeglinės Sodų 1-oji g. (40)
Naujoji Vilnia;Paeglinės Sodų 10-oji g. (16)
Naujoji Vilnia;Paeglinės Sodų 2-oji g. (27)
Naujoji Vilnia;Paeglinės Sodų 3-ioji g. (6)
Naujoji Vilnia;Paeglinės Sodų 4-oji g. (20)
Naujoji Vilnia;Paeglinės Sodų 5-oji g. (31)
Naujoji Vilnia;Paeglinės Sodų 6-oji g. (19)
Naujoji Vilnia;Paeglinės Sodų 7-oji g. (18)
Naujoji Vilnia;Paeglinės Sodų 8-oji g. (16)
Naujoji Vilnia;Paeglinės Sodų 9-oji g. (20)
Naujoji Vilnia;Palaukės g. (9)
Naujoji Vilnia;Palydovo g. (104)
Naujoji Vilnia;Pamiškio g. (13)
Naujoji Vilnia;Paparčių g. (25)
Naujoji Vilnia;Parko g. (69)
Naujoji Vilnia;Pavėsio g. (15)
Naujoji Vilnia;Pavilnio g. (14 iš 16*)
Naujoji Vilnia;Pavilnio Sodų 1-oji g. (21)
Naujoji Vilnia;Pavilnio Sodų 10-oji g. (17)
Naujoji Vilnia;Pavilnio Sodų 11-oji g. (22)
Naujoji Vilnia;Pavilnio Sodų 12-oji g. (15)
Naujoji Vilnia;Pavilnio Sodų 13-oji g. (13)
Naujoji Vilnia;Pavilnio Sodų 14-oji g. (15)
Naujoji Vilnia;Pavilnio Sodų 15-oji g. (16)
Naujoji Vilnia;Pavilnio Sodų 16-oji g. (17)
Naujoji Vilnia;Pavilnio Sodų 17-oji g. (47)
Naujoji Vilnia;Pavilnio Sodų 18-oji g. (16)
Naujoji Vilnia;Pavilnio Sodų 19-oji g. (32)
Naujoji Vilnia;Pavilnio Sodų 2-oji g. (24)
Naujoji Vilnia;Pavilnio Sodų 20-oji g. (27)
Naujoji Vilnia;Pavilnio Sodų 21-oji g. (9)
Naujoji Vilnia;Pavilnio Sodų 22-oji g. (12)
Naujoji Vilnia;Pavilnio Sodų 3-ioji g. (21)
Naujoji Vilnia;Pavilnio Sodų 4-oji g. (41)
Naujoji Vilnia;Pavilnio Sodų 5-oji g. (16)
Naujoji Vilnia;Pavilnio Sodų 6-oji g. (16)
Naujoji Vilnia;Pavilnio Sodų 7-oji g. (16)
Naujoji Vilnia;Pavilnio Sodų 8-oji g. (34)
Naujoji Vilnia;Pavilnio Sodų 9-oji g. (9)
Naujoji Vilnia;Pempių g. (6)
Naujoji Vilnia;Pempių Sodų g. (21)
Naujoji Vilnia;Pempių Sodų 1-oji g. (19)
Naujoji Vilnia;Pempių Sodų 2-oji g. (37)
Naujoji Vilnia;Pempių Sodų 3-ioji g. (18)
Naujoji Vilnia;Pergalės g. (42)
Naujoji Vilnia;Petro Babickio g. (10)
Naujoji Vilnia;Petro Leono g.
Naujoji Vilnia;Plynės g. (14)
Naujoji Vilnia;Plytų g. (17)
Naujoji Vilnia;Portugalų g. (24)
Naujoji Vilnia;Povilo Plechavičiaus g. (6)
Naujoji Vilnia;Pramonės g. (142)
Naujoji Vilnia;Prancūzų g. (26)
Naujoji Vilnia;Prano Dovydaičio g. (14)
Naujoji Vilnia;Priekalo g. (3)
Naujoji Vilnia;Pūčkorių g. (9)
Naujoji Vilnia;Punios g. (11)
Naujoji Vilnia;R. Mackonio g. (19)
Naujoji Vilnia;Raigardo g. (5)
Naujoji Vilnia;Rakonių g. (29)
Naujoji Vilnia;Retkonių g. (4)
Naujoji Vilnia;Riešutynės g. (33)
Naujoji Vilnia;Rimdžiūnų g. (10)
Naujoji Vilnia;Rytų g. (49)
Naujoji Vilnia;Rokantiškių g. (29 iš 82*)
Naujoji Vilnia;Rokantos g. (9)
Naujoji Vilnia;Rugiagėlių g. (23)
Naujoji Vilnia;Rukainių g. (61 iš 62*)
Naujoji Vilnia;Rumunų g. (2)
Naujoji Vilnia;S. Raštikio g. (28)
Naujoji Vilnia;Saliamono Banaičio g. (17)
Naujoji Vilnia;Samalaukės g. (13)
Naujoji Vilnia;Samių g.
Naujoji Vilnia;Saulenių g. (2)
Naujoji Vilnia;Savičiūnų g. (21)
Naujoji Vilnia;Skaidiškių g. (17)
Naujoji Vilnia;Skardžio g. (21)
Naujoji Vilnia;Skydo g. (19)
Naujoji Vilnia;Slovėnų g. (4)
Naujoji Vilnia;Smurgainių g. (8)
Naujoji Vilnia;Sodelių g. (5)
Naujoji Vilnia;Sodžiaus g. (45)
Naujoji Vilnia;Stanislovo Narutavičiaus g. (43)
Naujoji Vilnia;Stasio Antano Bačkio g. (28)
Naujoji Vilnia;Stasio Lozoraičio g. (42)
Naujoji Vilnia;Stasio Šalkausko g. (7)
Naujoji Vilnia;Stasio Šilingo g. (80)
Naujoji Vilnia;Stepono Batoro g. (39 iš 103*)
Naujoji Vilnia;Strielčiukų g. (38)
Naujoji Vilnia;Suomių g. (14)
Naujoji Vilnia;Svajos g. (40)
Naujoji Vilnia;Svyrių g. (5)
Naujoji Vilnia;Šalavijų g. (1)
Naujoji Vilnia;Šatrininkų g. (13)
Naujoji Vilnia;Šiaurės g. (54)
Naujoji Vilnia;Šiaurės Sodų 1-oji g. (55)
Naujoji Vilnia;Šiaurės Sodų 2-oji g. (11)
Naujoji Vilnia;Šiaurės Sodų 3-ioji g. (62)
Naujoji Vilnia;Šiaurės Sodų 4-oji g. (88)
Naujoji Vilnia;Šiaurės Sodų 5-oji g. (40)
Naujoji Vilnia;Šiaurės Sodų 6-oji g. (39)
Naujoji Vilnia;Šiaurės Sodų 7-oji g. (21)
Naujoji Vilnia;Šiaurės Sodų 8-oji g. (12)
Naujoji Vilnia;Širšių g. (8)
Naujoji Vilnia;Škotų g. (36)
Naujoji Vilnia;Švarioji g. (24)
Naujoji Vilnia;Švedų g. (22)
Naujoji Vilnia;Šveicarų g. (15)
Naujoji Vilnia;Švendubrės g. (11)
Naujoji Vilnia;Taboro g. (3)
Naujoji Vilnia;Tako g. (13)
Naujoji Vilnia;Taugotiškių g. (31)
Naujoji Vilnia;Tolimoji g. (54)
Naujoji Vilnia;Tolimosios Sodų g. (46)
Naujoji Vilnia;Tolimosios Sodų 1-oji g. (26)
Naujoji Vilnia;Tolimosios Sodų 2-oji g. (35)
Naujoji Vilnia;Tolimosios Sodų 3-ioji g. (14)
Naujoji Vilnia;Tolimosios Sodų 4-oji g. (34)
Naujoji Vilnia;Topolių g. (12)
Naujoji Vilnia;Tremtinių g. (10)
Naujoji Vilnia;Tulpių g. (5)
Naujoji Vilnia;Tuputiškių g. (37)
Naujoji Vilnia;Turmanto g.
Naujoji Vilnia;Ukrainiečių g. (34)
Naujoji Vilnia;Ūlos g. (10)
Naujoji Vilnia;Untulių g. (23)
Naujoji Vilnia;Uosių g. (57)
Naujoji Vilnia;Uosių Sodų g. (16)
Naujoji Vilnia;Uosių Sodų 1-oji g. (6)
Naujoji Vilnia;Uosių Sodų 10-oji g. (8)
Naujoji Vilnia;Uosių Sodų 11-oji g. (5)
Naujoji Vilnia;Uosių Sodų 12-oji g. (18)
Naujoji Vilnia;Uosių Sodų 13-oji g. (23)
Naujoji Vilnia;Uosių Sodų 14-oji g. (10)
Naujoji Vilnia;Uosių Sodų 15-oji g. (6)
Naujoji Vilnia;Uosių Sodų 16-oji g. (7)
Naujoji Vilnia;Uosių Sodų 17-oji g. (13)
Naujoji Vilnia;Uosių Sodų 18-oji g. (17)
Naujoji Vilnia;Uosių Sodų 19-oji g. (12)
Naujoji Vilnia;Uosių Sodų 2-oji g. (6)
Naujoji Vilnia;Uosių Sodų 20-oji g. (10)
Naujoji Vilnia;Uosių Sodų 21-oji g. (15)
Naujoji Vilnia;Uosių Sodų 22-oji g. (20)
Naujoji Vilnia;Uosių Sodų 23-ioji g. (4)
Naujoji Vilnia;Uosių Sodų 24-oji g. (19)
Naujoji Vilnia;Uosių Sodų 25-oji g. (6)
Naujoji Vilnia;Uosių Sodų 26-oji g. (7)
Naujoji Vilnia;Uosių Sodų 27-oji g. (10)
Naujoji Vilnia;Uosių Sodų 28-oji g. (10)
Naujoji Vilnia;Uosių Sodų 29-oji g. (11)
Naujoji Vilnia;Uosių Sodų 3-ioji g. (7)
Naujoji Vilnia;Uosių Sodų 4-oji g. (4)
Naujoji Vilnia;Uosių Sodų 5-oji g. (5)
Naujoji Vilnia;Uosių Sodų 6-oji g. (13)
Naujoji Vilnia;Uosių Sodų 7-oji g. (13)
