;Laikotarpis;Administracinė teritorija;population;Amžius;women;proportion;population_women;population_men
3595;2015;Alytaus m. sav.;55614.0;35–39;951;0.4755;26444.457;29169.543
3596;2015;Alytaus m. sav.;55614.0;40–44;1133;0.5665;31505.331000000002;24108.668999999998
3597;2015;Alytaus m. sav.;55614.0;45–49;1217;0.6085;33841.119;21772.881
3598;2015;Alytaus m. sav.;55614.0;50–54;1125;0.5625;31282.875;24331.125
3599;2015;Alytaus m. sav.;55614.0;55–59;1303;0.6515;36232.521;19381.479
3600;2015;Alytaus m. sav.;55614.0;60–64;1477;0.7385;41070.939000000006;14543.060999999994
3601;2015;Alytaus m. sav.;55614.0;65–69;1618;0.809;44991.726;10622.273999999998
3602;2015;Alytaus m. sav.;55614.0;70–74;1616;0.808;44936.112;10677.887999999999
3603;2015;Alytaus m. sav.;55614.0;75 ir vyresni;2433;1.2165;67654.431;-12040.430999999997
3604;2016;Alytaus m. sav.;54431.0;Iš viso pagal amžių;1186;0.593;32277.583;22153.417
3605;2016;Alytaus m. sav.;54431.0;0–4;1000;0.5;27215.5;27215.5
3606;2016;Alytaus m. sav.;54431.0;5–9;965;0.4825;26262.9575;28168.0425
3607;2016;Alytaus m. sav.;54431.0;10–14;927;0.4635;25228.768500000002;29202.231499999998
3608;2016;Alytaus m. sav.;54431.0;15–19;1023;0.5115;27841.456499999997;26589.543500000003
3609;2016;Alytaus m. sav.;54431.0;20–24;1007;0.5035;27406.008499999996;27024.991500000004
3610;2016;Alytaus m. sav.;54431.0;25–29;820;0.41;22316.71;32114.29
3611;2016;Alytaus m. sav.;54431.0;30–34;843;0.4215;22942.6665;31488.3335
3612;2016;Alytaus m. sav.;54431.0;35–39;943;0.4715;25664.2165;28766.7835
3613;2016;Alytaus m. sav.;54431.0;40–44;1147;0.5735;31216.1785;23214.8215
3614;2016;Alytaus m. sav.;54431.0;45–49;1166;0.583;31733.272999999997;22697.727000000003
3615;2016;Alytaus m. sav.;54431.0;50–54;1162;0.581;31624.410999999996;22806.589000000004
3616;2016;Alytaus m. sav.;54431.0;55–59;1253;0.6265;34101.021499999995;20329.978500000005
3617;2016;Alytaus m. sav.;54431.0;60–64;1495;0.7475;40687.1725;13743.8275
3618;2016;Alytaus m. sav.;54431.0;65–69;1673;0.8365;45531.531500000005;8899.468499999995
3619;2016;Alytaus m. sav.;54431.0;70–74;1546;0.773;42075.163;12355.837
3620;2016;Alytaus m. sav.;54431.0;75 ir vyresni;2445;1.2225;66541.89749999999;-12110.897499999992
3621;2017;Alytaus m. sav.;52792.0;Iš viso pagal amžių;1189;0.5945;31384.844;21407.156
3622;2017;Alytaus m. sav.;52792.0;0–4;943;0.4715;24891.428;27900.572
3623;2017;Alytaus m. sav.;52792.0;5–9;961;0.4805;25366.556;27425.444
3624;2017;Alytaus m. sav.;52792.0;10–14;941;0.4705;24838.636;27953.364
3625;2017;Alytaus m. sav.;52792.0;15–19;974;0.487;25709.703999999998;27082.296000000002
3626;2017;Alytaus m. sav.;52792.0;20–24;1033;0.5165;27267.068;25524.932
3627;2017;Alytaus m. sav.;52792.0;25–29;800;0.4;21116.800000000003;31675.199999999997
3628;2017;Alytaus m. sav.;52792.0;30–34;846;0.423;22331.016;30460.984
3629;2017;Alytaus m. sav.;52792.0;35–39;927;0.4635;24469.092;28322.908
3630;2017;Alytaus m. sav.;52792.0;40–44;1146;0.573;30249.816;22542.184
3631;2017;Alytaus m. sav.;52792.0;45–49;1140;0.57;30091.44;22700.56
3632;2017;Alytaus m. sav.;52792.0;50–54;1179;0.5895;31120.884000000002;21671.115999999998
3633;2017;Alytaus m. sav.;52792.0;55–59;1244;0.622;32836.624;19955.375999999997
3634;2017;Alytaus m. sav.;52792.0;60–64;1430;0.715;37746.28;15045.720000000001
3635;2017;Alytaus m. sav.;52792.0;65–69;1714;0.857;45242.744;7549.256000000001
3636;2017;Alytaus m. sav.;52792.0;70–74;1684;0.842;44450.864;8341.135999999999
3637;2017;Alytaus m. sav.;52792.0;75 ir vyresni;2367;1.1835;62479.332;-9687.332000000002
3638;2018;Alytaus m. sav.;51534.0;Iš viso pagal amžių;1190;0.595;30662.73;20871.27
3639;2018;Alytaus m. sav.;51534.0;0–4;936;0.468;24117.912;27416.088
3640;2018;Alytaus m. sav.;51534.0;5–9;962;0.481;24787.854;26746.146
3641;2018;Alytaus m. sav.;51534.0;10–14;957;0.4785;24659.019;26874.981
3642;2018;Alytaus m. sav.;51534.0;15–19;978;0.489;25200.126;26333.874
3643;2018;Alytaus m. sav.;51534.0;20–24;998;0.499;25715.466;25818.534
3644;2018;Alytaus m. sav.;51534.0;25–29;836;0.418;21541.212;29992.788
3645;2018;Alytaus m. sav.;51534.0;30–34;831;0.4155;21412.377;30121.623
3646;2018;Alytaus m. sav.;51534.0;35–39;935;0.4675;24092.145;27441.855
3647;2018;Alytaus m. sav.;51534.0;40–44;1055;0.5275;27184.184999999998;24349.815000000002
3648;2018;Alytaus m. sav.;51534.0;45–49;1134;0.567;29219.778;22314.222
3649;2018;Alytaus m. sav.;51534.0;50–54;1217;0.6085;31358.439000000002;20175.560999999998
3650;2018;Alytaus m. sav.;51534.0;55–59;1205;0.6025;31049.235;20484.765
3651;2018;Alytaus m. sav.;51534.0;60–64;1455;0.7275;37490.985;14043.015
3652;2018;Alytaus m. sav.;51534.0;65–69;1687;0.8435;43468.929000000004;8065.070999999996
3653;2018;Alytaus m. sav.;51534.0;70–74;1668;0.834;42979.356;8554.644
3654;2018;Alytaus m. sav.;51534.0;75 ir vyresni;2381;1.1905;61351.22699999999;-9817.226999999992
3655;2019;Alytaus m. sav.;50422.0;Iš viso pagal amžių;1190;0.595;30001.09;20420.91
3656;2019;Alytaus m. sav.;50422.0;0–4;956;0.478;24101.716;26320.284
3657;2019;Alytaus m. sav.;50422.0;5–9;915;0.4575;23068.065000000002;27353.934999999998
3658;2019;Alytaus m. sav.;50422.0;10–14;1002;0.501;25261.422;25160.578
3659;2019;Alytaus m. sav.;50422.0;15–19;935;0.4675;23572.285;26849.715
3660;2019;Alytaus m. sav.;50422.0;20–24;978;0.489;24656.358;25765.642
3661;2019;Alytaus m. sav.;50422.0;25–29;908;0.454;22891.588;27530.412
3662;2019;Alytaus m. sav.;50422.0;30–34;767;0.3835;19336.837;31085.163
3663;2019;Alytaus m. sav.;50422.0;35–39;920;0.46;23194.120000000003;27227.879999999997
3664;2019;Alytaus m. sav.;50422.0;40–44;995;0.4975;25084.945;25337.055
3665;2019;Alytaus m. sav.;50422.0;45–49;1112;0.556;28034.632;22387.368
3666;2019;Alytaus m. sav.;50422.0;50–54;1256;0.628;31665.016;18756.984
3667;2019;Alytaus m. sav.;50422.0;55–59;1183;0.5915;29824.613;20597.387
3668;2019;Alytaus m. sav.;50422.0;60–64;1469;0.7345;37034.959;13387.040999999997
3669;2019;Alytaus m. sav.;50422.0;65–69;1654;0.827;41698.994;8723.006000000001
3670;2019;Alytaus m. sav.;50422.0;70–74;1711;0.8555;43136.021;7285.978999999999
3671;2019;Alytaus m. sav.;50422.0;75 ir vyresni;2370;1.185;59750.07;-9328.07
3757;2001;Alytaus r. sav.;32644.0;Iš viso pagal amžių;1036;0.518;16909.592;15734.408
3758;2001;Alytaus r. sav.;32644.0;0–4;962;0.481;15701.764;16942.236
3759;2001;Alytaus r. sav.;32644.0;5–9;940;0.47;15342.679999999998;17301.32
3760;2001;Alytaus r. sav.;32644.0;10–14;873;0.4365;14249.106;18394.894
3761;2001;Alytaus r. sav.;32644.0;15–19;799;0.3995;13041.278;19602.722
3762;2001;Alytaus r. sav.;32644.0;20–24;799;0.3995;13041.278;19602.722
3763;2001;Alytaus r. sav.;32644.0;25–29;786;0.393;12829.092;19814.908
3764;2001;Alytaus r. sav.;32644.0;30–34;879;0.4395;14347.038;18296.962
3765;2001;Alytaus r. sav.;32644.0;35–39;781;0.3905;12747.482;19896.518
3766;2001;Alytaus r. sav.;32644.0;40–44;825;0.4125;13465.65;19178.35
3767;2001;Alytaus r. sav.;32644.0;45–49;808;0.404;13188.176000000001;19455.824
3768;2001;Alytaus r. sav.;32644.0;50–54;929;0.4645;15163.138;17480.862
3769;2001;Alytaus r. sav.;32644.0;55–59;1087;0.5435;17742.014;14901.986
3770;2001;Alytaus r. sav.;32644.0;60–64;1323;0.6615;21594.005999999998;11049.994000000002
3771;2001;Alytaus r. sav.;32644.0;65–69;1408;0.704;22981.376;9662.624
3772;2001;Alytaus r. sav.;32644.0;70–74;1682;0.841;27453.604;5190.396000000001
3773;2001;Alytaus r. sav.;32644.0;75 ir vyresni;2137;1.0685;34880.114;-2236.1140000000014
3774;2002;Alytaus r. sav.;32255.0;Iš viso pagal amžių;1038;0.519;16740.345;15514.654999999999
3775;2002;Alytaus r. sav.;32255.0;0–4;961;0.4805;15498.5275;16756.4725
3776;2002;Alytaus r. sav.;32255.0;5–9;905;0.4525;14595.3875;17659.6125
3777;2002;Alytaus r. sav.;32255.0;10–14;928;0.464;14966.320000000002;17288.68
3778;2002;Alytaus r. sav.;32255.0;15–19;822;0.411;13256.804999999998;18998.195
3779;2002;Alytaus r. sav.;32255.0;20–24;735;0.3675;11853.7125;20401.2875
3780;2002;Alytaus r. sav.;32255.0;25–29;791;0.3955;12756.8525;19498.1475
3781;2002;Alytaus r. sav.;32255.0;30–34;887;0.4435;14305.0925;17949.9075
3782;2002;Alytaus r. sav.;32255.0;35–39;808;0.404;13031.02;19223.98
3783;2002;Alytaus r. sav.;32255.0;40–44;790;0.395;12740.725;19514.275
3784;2002;Alytaus r. sav.;32255.0;45–49;831;0.4155;13401.9525;18853.0475
3785;2002;Alytaus r. sav.;32255.0;50–54;921;0.4605;14853.4275;17401.572500000002
3786;2002;Alytaus r. sav.;32255.0;55–59;1066;0.533;17191.915;15063.085
3787;2002;Alytaus r. sav.;32255.0;60–64;1241;0.6205;20014.2275;12240.7725
3788;2002;Alytaus r. sav.;32255.0;65–69;1412;0.706;22772.03;9482.970000000001
3789;2002;Alytaus r. sav.;32255.0;70–74;1634;0.817;26352.335;5902.665000000001
3790;2002;Alytaus r. sav.;32255.0;75 ir vyresni;2232;1.116;35996.58;-3741.5800000000017
3791;2003;Alytaus r. sav.;31828.0;Iš viso pagal amžių;1045;0.5225;16630.129999999997;15197.870000000003
3792;2003;Alytaus r. sav.;31828.0;0–4;997;0.4985;15866.258;15961.742
3793;2003;Alytaus r. sav.;31828.0;5–9;876;0.438;13940.664;17887.336
3794;2003;Alytaus r. sav.;31828.0;10–14;985;0.4925;15675.289999999999;16152.710000000001
3795;2003;Alytaus r. sav.;31828.0;15–19;840;0.42;13367.76;18460.239999999998
3796;2003;Alytaus r. sav.;31828.0;20–24;706;0.353;11235.284;20592.716
3797;2003;Alytaus r. sav.;31828.0;25–29;800;0.4;12731.2;19096.8
3798;2003;Alytaus r. sav.;31828.0;30–34;887;0.4435;14115.718;17712.282
3799;2003;Alytaus r. sav.;31828.0;35–39;815;0.4075;12969.91;18858.09
3800;2003;Alytaus r. sav.;31828.0;40–44;795;0.3975;12651.630000000001;19176.37
3801;2003;Alytaus r. sav.;31828.0;45–49;821;0.4105;13065.393999999998;18762.606
3802;2003;Alytaus r. sav.;31828.0;50–54;960;0.48;15277.439999999999;16550.56
3803;2003;Alytaus r. sav.;31828.0;55–59;1023;0.5115;16280.021999999999;15547.978000000001
3804;2003;Alytaus r. sav.;31828.0;60–64;1198;0.599;19064.971999999998;12763.028000000002
3805;2003;Alytaus r. sav.;31828.0;65–69;1423;0.7115;22645.622;9182.378
3806;2003;Alytaus r. sav.;31828.0;70–74;1664;0.832;26480.895999999997;5347.104000000003
3807;2003;Alytaus r. sav.;31828.0;75 ir vyresni;2248;1.124;35774.672000000006;-3946.672000000006
3808;2004;Alytaus r. sav.;31741.0;Iš viso pagal amžių;1050;0.525;16664.025;15076.974999999999
3809;2004;Alytaus r. sav.;31741.0;0–4;981;0.4905;15568.9605;16172.0395
3810;2004;Alytaus r. sav.;31741.0;5–9;908;0.454;14410.414;17330.586
3811;2004;Alytaus r. sav.;31741.0;10–14;976;0.488;15489.608;16251.392
3812;2004;Alytaus r. sav.;31741.0;15–19;816;0.408;12950.328;18790.672
3813;2004;Alytaus r. sav.;31741.0;20–24;778;0.389;12347.249;19393.751
3814;2004;Alytaus r. sav.;31741.0;25–29;771;0.3855;12236.1555;19504.8445
3815;2004;Alytaus r. sav.;31741.0;30–34;837;0.4185;13283.6085;18457.391499999998
3816;2004;Alytaus r. sav.;31741.0;35–39;862;0.431;13680.371;18060.629
3817;2004;Alytaus r. sav.;31741.0;40–44;818;0.409;12982.069;18758.931
3818;2004;Alytaus r. sav.;31741.0;45–49;815;0.4075;12934.457499999999;18806.542500000003
3819;2004;Alytaus r. sav.;31741.0;50–54;968;0.484;15362.644;16378.356
3820;2004;Alytaus r. sav.;31741.0;55–59;996;0.498;15807.018;15933.982
3821;2004;Alytaus r. sav.;31741.0;60–64;1164;0.582;18473.262;13267.738000000001
3822;2004;Alytaus r. sav.;31741.0;65–69;1411;0.7055;22393.2755;9347.7245
3823;2004;Alytaus r. sav.;31741.0;70–74;1618;0.809;25678.469;6062.530999999999
3824;2004;Alytaus r. sav.;31741.0;75 ir vyresni;2323;1.1615;36867.1715;-5126.171499999997
3825;2005;Alytaus r. sav.;31415.0;Iš viso pagal amžių;1048;0.524;16461.46;14953.54
3826;2005;Alytaus r. sav.;31415.0;0–4;955;0.4775;15000.662499999999;16414.3375
3827;2005;Alytaus r. sav.;31415.0;5–9;909;0.4545;14278.1175;17136.8825
3828;2005;Alytaus r. sav.;31415.0;10–14;971;0.4855;15251.9825;16163.0175
3829;2005;Alytaus r. sav.;31415.0;15–19;816;0.408;12817.32;18597.68
3830;2005;Alytaus r. sav.;31415.0;20–24;795;0.3975;12487.462500000001;18927.5375
3831;2005;Alytaus r. sav.;31415.0;25–29;804;0.402;12628.83;18786.17
3832;2005;Alytaus r. sav.;31415.0;30–34;783;0.3915;12298.9725;19116.0275
3833;2005;Alytaus r. sav.;31415.0;35–39;911;0.4555;14309.532500000001;17105.4675
3834;2005;Alytaus r. sav.;31415.0;40–44;825;0.4125;12958.6875;18456.3125
3835;2005;Alytaus r. sav.;31415.0;45–49;816;0.408;12817.32;18597.68
3836;2005;Alytaus r. sav.;31415.0;50–54;920;0.46;14450.900000000001;16964.1
3837;2005;Alytaus r. sav.;31415.0;55–59;998;0.499;15676.085;15738.915
3838;2005;Alytaus r. sav.;31415.0;60–64;1194;0.597;18754.755;12660.244999999999
3839;2005;Alytaus r. sav.;31415.0;65–69;1354;0.677;21267.955;10147.044999999998
3840;2005;Alytaus r. sav.;31415.0;70–74;1654;0.827;25980.204999999998;5434.795000000002
3841;2005;Alytaus r. sav.;31415.0;75 ir vyresni;2280;1.14;35813.1;-4398.0999999999985
3842;2006;Alytaus r. sav.;30786.0;Iš viso pagal amžių;1052;0.526;16193.436000000002;14592.563999999998
3843;2006;Alytaus r. sav.;30786.0;0–4;965;0.4825;14854.244999999999;15931.755000000001
3844;2006;Alytaus r. sav.;30786.0;5–9;926;0.463;14253.918000000001;16532.082
3845;2006;Alytaus r. sav.;30786.0;10–14;929;0.4645;14300.097000000002;16485.903
3846;2006;Alytaus r. sav.;30786.0;15–19;873;0.4365;13438.089;17347.911
3847;2006;Alytaus r. sav.;30786.0;20–24;809;0.4045;12452.937;18333.063000000002
3848;2006;Alytaus r. sav.;30786.0;25–29;799;0.3995;12299.007000000001;18486.993
3849;2006;Alytaus r. sav.;30786.0;30–34;805;0.4025;12391.365000000002;18394.635
3850;2006;Alytaus r. sav.;30786.0;35–39;889;0.4445;13684.377;17101.623
3851;2006;Alytaus r. sav.;30786.0;40–44;816;0.408;12560.688;18225.311999999998
3852;2006;Alytaus r. sav.;30786.0;45–49;838;0.419;12899.333999999999;17886.666
3853;2006;Alytaus r. sav.;30786.0;50–54;877;0.4385;13499.661;17286.339
3854;2006;Alytaus r. sav.;30786.0;55–59;1013;0.5065;15593.108999999999;15192.891000000001
3855;2006;Alytaus r. sav.;30786.0;60–64;1173;0.5865;18055.989;12730.010999999999
3856;2006;Alytaus r. sav.;30786.0;65–69;1418;0.709;21827.273999999998;8958.726000000002
3857;2006;Alytaus r. sav.;30786.0;70–74;1594;0.797;24536.442000000003;6249.557999999997
3858;2006;Alytaus r. sav.;30786.0;75 ir vyresni;2257;1.1285;34742.001000000004;-3956.001000000004
3859;2007;Alytaus r. sav.;30281.0;Iš viso pagal amžių;1051;0.5255;15912.6655;14368.3345
3860;2007;Alytaus r. sav.;30281.0;0–4;956;0.478;14474.318;15806.682
3861;2007;Alytaus r. sav.;30281.0;5–9;945;0.4725;14307.7725;15973.2275
3862;2007;Alytaus r. sav.;30281.0;10–14;882;0.441;13353.921;16927.078999999998
3863;2007;Alytaus r. sav.;30281.0;15–19;937;0.4685;14186.648500000001;16094.351499999999
3864;2007;Alytaus r. sav.;30281.0;20–24;825;0.4125;12490.912499999999;17790.0875
3865;2007;Alytaus r. sav.;30281.0;25–29;704;0.352;10658.912;19622.088
3866;2007;Alytaus r. sav.;30281.0;30–34;833;0.4165;12612.0365;17668.963499999998
3867;2007;Alytaus r. sav.;30281.0;35–39;890;0.445;13475.045;16805.955
3868;2007;Alytaus r. sav.;30281.0;40–44;861;0.4305;13035.9705;17245.0295
3869;2007;Alytaus r. sav.;30281.0;45–49;803;0.4015;12157.8215;18123.1785
3870;2007;Alytaus r. sav.;30281.0;50–54;896;0.448;13565.888;16715.112
3871;2007;Alytaus r. sav.;30281.0;55–59;999;0.4995;15125.3595;15155.6405
3872;2007;Alytaus r. sav.;30281.0;60–64;1122;0.561;16987.641000000003;13293.358999999997
3873;2007;Alytaus r. sav.;30281.0;65–69;1396;0.698;21136.138;9144.862000000001
3874;2007;Alytaus r. sav.;30281.0;70–74;1580;0.79;23921.99;6359.009999999998
3875;2007;Alytaus r. sav.;30281.0;75 ir vyresni;2296;1.148;34762.587999999996;-4481.587999999996
3876;2008;Alytaus r. sav.;29773.0;Iš viso pagal amžių;1058;0.529;15749.917000000001;14023.082999999999
3877;2008;Alytaus r. sav.;29773.0;0–4;961;0.4805;14305.9265;15467.0735
3878;2008;Alytaus r. sav.;29773.0;5–9;956;0.478;14231.493999999999;15541.506000000001
3879;2008;Alytaus r. sav.;29773.0;10–14;855;0.4275;12727.9575;17045.0425
3880;2008;Alytaus r. sav.;29773.0;15–19;995;0.4975;14812.0675;14960.9325
3881;2008;Alytaus r. sav.;29773.0;20–24;821;0.4105;12221.816499999999;17551.1835
3882;2008;Alytaus r. sav.;29773.0;25–29;700;0.35;10420.55;19352.45
3883;2008;Alytaus r. sav.;29773.0;30–34;815;0.4075;12132.4975;17640.502500000002
3884;2008;Alytaus r. sav.;29773.0;35–39;911;0.4555;13561.6015;16211.3985
3885;2008;Alytaus r. sav.;29773.0;40–44;870;0.435;12951.255;16821.745000000003
3886;2008;Alytaus r. sav.;29773.0;45–49;830;0.415;12355.795;17417.205
3887;2008;Alytaus r. sav.;29773.0;50–54;880;0.44;13100.12;16672.879999999997
3888;2008;Alytaus r. sav.;29773.0;55–59;1041;0.5205;15496.8465;14276.1535
3889;2008;Alytaus r. sav.;29773.0;60–64;1067;0.5335;15883.895499999999;13889.104500000001
3890;2008;Alytaus r. sav.;29773.0;65–69;1365;0.6825;20320.0725;9452.927500000002
3891;2008;Alytaus r. sav.;29773.0;70–74;1565;0.7825;23297.372499999998;6475.627500000002
3892;2008;Alytaus r. sav.;29773.0;75 ir vyresni;2347;1.1735;34938.6155;-5165.6155
3893;2009;Alytaus r. sav.;29441.0;Iš viso pagal amžių;1063;0.5315;15647.8915;13793.1085
3894;2009;Alytaus r. sav.;29441.0;0–4;921;0.4605;13557.5805;15883.4195
3895;2009;Alytaus r. sav.;29441.0;5–9;961;0.4805;14146.4005;15294.5995
3896;2009;Alytaus r. sav.;29441.0;10–14;921;0.4605;13557.5805;15883.4195
3897;2009;Alytaus r. sav.;29441.0;15–19;998;0.499;14691.059;14749.941
3898;2009;Alytaus r. sav.;29441.0;20–24;806;0.403;11864.723;17576.277000000002
3899;2009;Alytaus r. sav.;29441.0;25–29;775;0.3875;11408.3875;18032.6125
3900;2009;Alytaus r. sav.;29441.0;30–34;777;0.3885;11437.8285;18003.1715
3901;2009;Alytaus r. sav.;29441.0;35–39;851;0.4255;12527.1455;16913.8545
3902;2009;Alytaus r. sav.;29441.0;40–44;907;0.4535;13351.4935;16089.5065
3903;2009;Alytaus r. sav.;29441.0;45–49;867;0.4335;12762.6735;16678.3265
3904;2009;Alytaus r. sav.;29441.0;50–54;868;0.434;12777.394;16663.606
3905;2009;Alytaus r. sav.;29441.0;55–59;1044;0.522;15368.202000000001;14072.797999999999
3906;2009;Alytaus r. sav.;29441.0;60–64;1053;0.5265;15500.6865;13940.3135
3907;2009;Alytaus r. sav.;29441.0;65–69;1358;0.679;19990.439000000002;9450.560999999998
3908;2009;Alytaus r. sav.;29441.0;70–74;1558;0.779;22934.539;6506.460999999999
3909;2009;Alytaus r. sav.;29441.0;75 ir vyresni;2336;1.168;34387.087999999996;-4946.087999999996
3910;2010;Alytaus r. sav.;29052.0;Iš viso pagal amžių;1063;0.5315;15441.137999999999;13610.862000000001
3911;2010;Alytaus r. sav.;29052.0;0–4;1003;0.5015;14569.577999999998;14482.422000000002
3912;2010;Alytaus r. sav.;29052.0;5–9;967;0.4835;14046.642;15005.358
3913;2010;Alytaus r. sav.;29052.0;10–14;918;0.459;13334.868;15717.132
3914;2010;Alytaus r. sav.;29052.0;15–19;992;0.496;14409.792;14642.208
3915;2010;Alytaus r. sav.;29052.0;20–24;813;0.4065;11809.637999999999;17242.362
3916;2010;Alytaus r. sav.;29052.0;25–29;778;0.389;11301.228000000001;17750.771999999997
3917;2010;Alytaus r. sav.;29052.0;30–34;799;0.3995;11606.274000000001;17445.726
3918;2010;Alytaus r. sav.;29052.0;35–39;781;0.3905;11344.806;17707.194
3919;2010;Alytaus r. sav.;29052.0;40–44;924;0.462;13422.024000000001;15629.975999999999
3920;2010;Alytaus r. sav.;29052.0;45–49;873;0.4365;12681.198;16370.802
3921;2010;Alytaus r. sav.;29052.0;50–54;861;0.4305;12506.886;16545.114
3922;2010;Alytaus r. sav.;29052.0;55–59;1015;0.5075;14743.89;14308.11
3923;2010;Alytaus r. sav.;29052.0;60–64;1067;0.5335;15499.241999999998;13552.758000000002
3924;2010;Alytaus r. sav.;29052.0;65–69;1387;0.6935;20147.562;8904.437999999998
3925;2010;Alytaus r. sav.;29052.0;70–74;1515;0.7575;22006.89;7045.110000000001
3926;2010;Alytaus r. sav.;29052.0;75 ir vyresni;2304;1.152;33467.903999999995;-4415.903999999995
3927;2011;Alytaus r. sav.;28210.0;Iš viso pagal amžių;1062;0.531;14979.51;13230.49
3928;2011;Alytaus r. sav.;28210.0;0–4;880;0.44;12412.4;15797.6
3929;2011;Alytaus r. sav.;28210.0;5–9;940;0.47;13258.699999999999;14951.300000000001
3930;2011;Alytaus r. sav.;28210.0;10–14;952;0.476;13427.96;14782.04
3931;2011;Alytaus r. sav.;28210.0;15–19;880;0.44;12412.4;15797.6
3932;2011;Alytaus r. sav.;28210.0;20–24;767;0.3835;10818.535;17391.465
3933;2011;Alytaus r. sav.;28210.0;25–29;836;0.418;11791.779999999999;16418.22
3934;2011;Alytaus r. sav.;28210.0;30–34;992;0.496;13992.16;14217.84
3935;2011;Alytaus r. sav.;28210.0;35–39;860;0.43;12130.3;16079.7
3936;2011;Alytaus r. sav.;28210.0;40–44;925;0.4625;13047.125;15162.875
3937;2011;Alytaus r. sav.;28210.0;45–49;827;0.4135;11664.835;16545.165
3938;2011;Alytaus r. sav.;28210.0;50–54;865;0.4325;12200.825;16009.175
3939;2011;Alytaus r. sav.;28210.0;55–59;936;0.468;13202.28;15007.72
3940;2011;Alytaus r. sav.;28210.0;60–64;1077;0.5385;15191.085;13018.915
3941;2011;Alytaus r. sav.;28210.0;65–69;1357;0.6785;19140.485;9069.515
3942;2011;Alytaus r. sav.;28210.0;70–74;1648;0.824;23245.039999999997;4964.960000000003
3943;2011;Alytaus r. sav.;28210.0;75 ir vyresni;2348;1.174;33118.54;-4908.540000000001
3944;2012;Alytaus r. sav.;27960.0;Iš viso pagal amžių;1053;0.5265;14720.939999999999;13239.060000000001
3945;2012;Alytaus r. sav.;27960.0;0–4;870;0.435;12162.6;15797.4
3946;2012;Alytaus r. sav.;27960.0;5–9;916;0.458;12805.68;15154.32
3947;2012;Alytaus r. sav.;27960.0;10–14;948;0.474;13253.039999999999;14706.960000000001
3948;2012;Alytaus r. sav.;27960.0;15–19;897;0.4485;12540.06;15419.94
3949;2012;Alytaus r. sav.;27960.0;20–24;794;0.397;11100.12;16859.879999999997
3950;2012;Alytaus r. sav.;27960.0;25–29;801;0.4005;11197.980000000001;16762.019999999997
3951;2012;Alytaus r. sav.;27960.0;30–34;892;0.446;12470.16;15489.84
3952;2012;Alytaus r. sav.;27960.0;35–39;920;0.46;12861.6;15098.4
3953;2012;Alytaus r. sav.;27960.0;40–44;913;0.4565;12763.74;15196.26
3954;2012;Alytaus r. sav.;27960.0;45–49;859;0.4295;12008.82;15951.18
3955;2012;Alytaus r. sav.;27960.0;50–54;818;0.409;11435.64;16524.36
3956;2012;Alytaus r. sav.;27960.0;55–59;944;0.472;13197.119999999999;14762.880000000001
3957;2012;Alytaus r. sav.;27960.0;60–64;1041;0.5205;14553.179999999998;13406.820000000002
3958;2012;Alytaus r. sav.;27960.0;65–69;1324;0.662;18509.52;9450.48
3959;2012;Alytaus r. sav.;27960.0;70–74;1649;0.8245;23053.02;4906.98
3960;2012;Alytaus r. sav.;27960.0;75 ir vyresni;2310;1.155;32293.8;-4333.799999999999
3961;2013;Alytaus r. sav.;27618.0;Iš viso pagal amžių;1048;0.524;14471.832;13146.168
3962;2013;Alytaus r. sav.;27618.0;0–4;836;0.418;11544.323999999999;16073.676000000001
3963;2013;Alytaus r. sav.;27618.0;5–9;976;0.488;13477.583999999999;14140.416000000001
3964;2013;Alytaus r. sav.;27618.0;10–14;978;0.489;13505.202;14112.798
3965;2013;Alytaus r. sav.;27618.0;15–19;895;0.4475;12359.055;15258.945
3966;2013;Alytaus r. sav.;27618.0;20–24;809;0.4045;11171.481000000002;16446.519
3967;2013;Alytaus r. sav.;27618.0;25–29;722;0.361;9970.098;17647.902000000002
3968;2013;Alytaus r. sav.;27618.0;30–34;860;0.43;11875.74;15742.26
3969;2013;Alytaus r. sav.;27618.0;35–39;941;0.4705;12994.268999999998;14623.731000000002
3970;2013;Alytaus r. sav.;27618.0;40–44;905;0.4525;12497.145;15120.855
3971;2013;Alytaus r. sav.;27618.0;45–49;868;0.434;11986.212;15631.788
3972;2013;Alytaus r. sav.;27618.0;50–54;831;0.4155;11475.278999999999;16142.721000000001
3973;2013;Alytaus r. sav.;27618.0;55–59;909;0.4545;12552.381000000001;15065.618999999999
3974;2013;Alytaus r. sav.;27618.0;60–64;1085;0.5425;14982.765;12635.235
3975;2013;Alytaus r. sav.;27618.0;65–69;1246;0.623;17206.014;10411.986
3976;2013;Alytaus r. sav.;27618.0;70–74;1631;0.8155;22522.479;5095.521000000001
3977;2013;Alytaus r. sav.;27618.0;75 ir vyresni;2315;1.1575;31967.835;-4349.834999999999
3978;2014;Alytaus r. sav.;27347.0;Iš viso pagal amžių;1045;0.5225;14288.807499999999;13058.192500000001
3979;2014;Alytaus r. sav.;27347.0;0–4;908;0.454;12415.538;14931.462
3980;2014;Alytaus r. sav.;27347.0;5–9;910;0.455;12442.885;14904.115
3981;2014;Alytaus r. sav.;27347.0;10–14;983;0.4915;13441.0505;13905.9495
3982;2014;Alytaus r. sav.;27347.0;15–19;924;0.462;12634.314;14712.686
