Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
1995;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;29.8
1996;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.6
1997;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.8
1998;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.6
1999;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.7
2000;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;26.9
2001;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.2
2002;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.2
2003;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.7
2004;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;27.7
2005;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;28.1
2006;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;28.4
2007;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;29.0
2008;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;29.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;34.3
2010;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;35.5
2011;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;37.4
2012;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;38.0
2013;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;38.4
2014;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;39.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;40.9
2016;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;41.9
2017;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;43.4
2018;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas ir kaimas;m²;44.0
1995;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;24.1
1996;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;24.4
1997;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;24.7
1998;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;25.5
1999;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;25.7
2000;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;27.5
2001;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;27.7
2002;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;28.0
2003;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;28.5
2004;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;29.3
2005;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;30.3
2006;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;31.4
2007;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;32.0
2008;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;32.4
2009;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;30.9
2010;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;31.9
2011;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;33.4
2012;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;34.1
2013;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;34.9
2014;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;36.3
2015;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;37.2
2016;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;38.5
2017;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;40.1
2018;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas ir kaimas;m²;41.2
1995;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;24.1
1996;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;25.1
1997;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;25.6
1998;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;25.6
1999;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;25.8
2000;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;29.3
2001;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;29.3
2002;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;29.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;30.2
2004;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;30.8
2005;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;31.6
2006;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;33.0
2007;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;33.7
2008;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;33.7
2009;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;32.4
2010;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;33.3
2011;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;34.6
2012;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;35.5
2013;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;36.2
2014;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;37.6
2015;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;38.6
2016;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;39.9
2017;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;41.5
2018;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas ir kaimas;m²;42.6
1995;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;19.3
1996;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;20.9
1997;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;21.0
1998;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;21.0
1999;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;21.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;23.4
2001;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;23.5
2002;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;23.7
2003;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;24.2
2004;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;24.9
2005;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;25.8
2006;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;26.3
2007;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;27.0
2008;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;27.7
2009;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;28.7
2010;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;30.0
2011;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;31.3
2012;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;32.1
2013;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;32.9
2014;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;33.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;34.8
2016;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;35.9
2017;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;37.1
2018;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas ir kaimas;m²;38.0
1995;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;21.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;21.7
1997;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;22.0
1998;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;22.7
1999;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;22.7
2000;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;24.4
2001;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;24.7
2002;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;24.8
2003;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;24.9
2004;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;25.3
2005;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;26.0
2006;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;26.7
2007;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;27.2
2008;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;27.6
2009;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;29.0
2010;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;30.2
2011;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;31.4
2012;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;32.3
2013;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;33.0
2014;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;34.0
2015;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;35.1
2016;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;36.3
2017;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;37.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Joniškio r. sav.;Miestas ir kaimas;m²;38.8
1995;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;21.1
1996;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;21.5
1997;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;21.6
1998;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;22.1
1999;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;22.2
2000;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;23.3
2001;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;23.4
2002;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;23.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;23.8
2004;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;24.4
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;25.2
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;25.8
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;26.4
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;27.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;28.0
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;29.1
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;30.2
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;30.9
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;31.7
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;32.7
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;33.9
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;35.1
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;36.6
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kelmės r. sav.;Miestas ir kaimas;m²;37.7
1995;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;23.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;23.7
1997;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;23.9
1998;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;24.4
1999;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;24.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;25.3
2001;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;25.6
2002;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;25.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;25.7
2004;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;26.2
2005;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;27.0
2006;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;27.7
2007;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;28.3
2008;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;28.8
2009;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;29.2
2010;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;30.3
2011;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;31.3
2012;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;32.3
2013;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;33.1
2014;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;34.0
2015;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;35.0
2016;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;36.2
2017;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;37.6
2018;Naudingasis plotas, tenkantis vienam gyventojui;Pakruojo r. sav.;Miestas ir kaimas;m²;38.6
1995;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;21.7
1996;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;21.9
1997;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;22.2
1998;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;23.1
1999;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;23.2
2000;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;24.1
2001;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;24.3
2002;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;24.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;24.5
2004;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;25.4
2005;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;26.0
2006;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;26.6
2007;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;27.1
2008;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;27.0
2009;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;27.9
2010;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;29.1
2011;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;30.2
2012;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;31.0
2013;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;31.7
2014;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;32.6
2015;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;33.4
2016;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;34.7
2017;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;35.8
2018;Naudingasis plotas, tenkantis vienam gyventojui;Radviliškio r. sav.;Miestas ir kaimas;m²;36.5
1995;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;18.1
1996;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;18.2
1997;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;18.4
1998;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;18.7
1999;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;18.7
2000;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;20.5
2001;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;20.8
2002;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;20.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;20.6
2004;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;21.2
2005;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;21.9
2006;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;22.4
2007;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;23.0
2008;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;23.7
2009;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;25.6
2010;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;26.8
2011;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;27.6
2012;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;28.0
2013;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;28.2
2014;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;28.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;29.5
2016;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;30.3
2017;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;30.8
2018;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių m. sav.;Miestas ir kaimas;m²;31.0
1995;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;20.7
1996;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;21.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;21.0
1998;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;21.4
1999;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;21.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;22.0
2001;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;22.2
2002;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;22.3
2003;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;22.3
2004;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;22.6
2005;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;23.3
2006;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;23.9
2007;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;24.4
2008;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;25.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;29.4
2010;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;30.9
2011;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;32.7
2012;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;33.3
2013;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;33.8
2014;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;35.2
2015;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;36.0
2016;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;37.1
2017;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;38.3
2018;Naudingasis plotas, tenkantis vienam gyventojui;Šiaulių r. sav.;Miestas ir kaimas;m²;38.5
1995;Naudingasis plotas, tenkantis vienam gyventojui;Jurbarko r. sav.;Miestas ir kaimas;m²;21.0
1996;Naudingasis plotas, tenkantis vienam gyventojui;Jurbarko r. sav.;Miestas ir kaimas;m²;21.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Jurbarko r. sav.;Miestas ir kaimas;m²;21.1
1998;Naudingasis plotas, tenkantis vienam gyventojui;Jurbarko r. sav.;Miestas ir kaimas;m²;21.2
1999;Naudingasis plotas, tenkantis vienam gyventojui;Jurbarko r. sav.;Miestas ir kaimas;m²;21.5
