Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;21.5
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;21.8
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;22.0
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;22.8
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;23.5
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;24.6
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;25.3
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;26.0
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;26.0
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;26.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;27.3
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;28.1
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;29.3
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kazlų Rūdos sav.;Miestas;m²;30.2
1995;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;14.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;15.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;15.1
1998;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;16.3
1999;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;16.2
2000;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;18.7
2001;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;19.5
2002;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;19.8
2003;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;20.3
2004;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;20.8
2005;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;21.2
2006;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;21.5
2007;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;22.1
2008;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;22.7
2009;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;24.1
2010;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;25.0
2011;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;25.8
2012;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;26.3
2013;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;26.8
2014;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;27.8
2015;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;28.6
2016;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;29.8
2017;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;30.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės sav.;Miestas;m²;31.4
1995;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;15.7
1996;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;15.9
1997;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;16.3
1998;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;16.6
1999;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;16.7
2000;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2001;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2002;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2003;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2004;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2005;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2006;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2007;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2008;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2009;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2010;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2011;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2012;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2013;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2014;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2015;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2016;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2017;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
2018;Naudingasis plotas, tenkantis vienam gyventojui;Marijampolės r. sav.;Miestas;m²;
1995;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;21.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;21.3
1997;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;21.4
1998;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;21.7
1999;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;21.9
2000;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;23.2
2001;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;23.3
2002;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;23.5
2003;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;23.9
2004;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;24.6
2005;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;25.0
2006;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;25.1
2007;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;25.5
2008;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;26.2
2009;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;27.3
2010;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;27.9
2011;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;28.7
2012;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;29.4
2013;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;29.7
2014;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;30.3
2015;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;31.1
2016;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;32.5
2017;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;33.8
2018;Naudingasis plotas, tenkantis vienam gyventojui;Šakių r. sav.;Miestas;m²;34.7
1995;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;14.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;15.7
1997;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;16.4
1998;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;15.5
1999;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;15.8
2000;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;21.5
2001;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;22.6
2002;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;22.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;23.2
2004;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;23.2
2005;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;23.6
2006;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;24.1
2007;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;24.5
2008;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;25.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;25.9
2010;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;27.0
2011;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;27.8
2012;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;28.5
2013;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;29.0
2014;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;29.8
2015;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;30.7
2016;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;32.3
2017;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;34.1
2018;Naudingasis plotas, tenkantis vienam gyventojui;Vilkaviškio r. sav.;Miestas;m²;34.9
1995;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;21.6
1996;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;21.9
1997;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;22.2
1998;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;22.8
1999;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;22.9
2000;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;25.2
2001;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;25.2
2002;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;25.3
2003;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;25.8
2004;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;26.4
2005;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;27.2
2006;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;29.4
2007;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;30.1
2008;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;29.5
2009;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;31.0
2010;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;32.4
2011;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;33.3
2012;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;34.2
2013;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;34.9
2014;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;35.8
2015;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;36.5
2016;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;37.9
2017;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;39.4
2018;Naudingasis plotas, tenkantis vienam gyventojui;Biržų r. sav.;Miestas;m²;40.4
1995;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;17.6
1996;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;17.8
1997;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;18.3
1998;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;19.3
1999;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;19.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;25.1
2001;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;25.1
2002;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;25.2
2003;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;25.9
2004;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;26.6
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;27.2
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;29.2
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;29.8
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;29.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;29.9
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;30.7
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;31.3
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;32.0
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;32.3
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;33.2
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;34.4
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;35.7
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;36.7
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kupiškio r. sav.;Miestas;m²;37.2
1995;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;18.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;18.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;18.4
1998;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;18.6
1999;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;18.7
2000;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;22.8
2001;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;22.9
2002;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;20.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;20.9
2004;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;21.4
2005;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;21.9
2006;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;24.1
2007;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;24.5
2008;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;23.6
2009;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;25.0
2010;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;25.8
2011;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;26.4
2012;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;26.8
2013;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;27.1
2014;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;27.4
2015;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;28.0
2016;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;29.0
2017;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;29.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio m. sav.;Miestas;m²;30.5
1995;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;21.3
1996;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;22.1
1997;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;22.6
1998;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;23.2
1999;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;23.3
2000;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;25.7
2001;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;26.3
2002;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;26.3
2003;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;27.0
2004;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;26.6
2005;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;27.1
2006;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;29.1
2007;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;29.3
2008;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;28.4
2009;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;28.6
2010;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;29.3
2011;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;29.9
2012;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;29.9
2013;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;30.6
2014;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;31.2
2015;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;31.6
2016;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;32.4
2017;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;32.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Panevėžio r. sav.;Miestas;m²;33.1
1995;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;17.5
1996;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;18.9
1997;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;19.3
1998;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;20.0
1999;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;20.2
2000;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;24.3
2001;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;23.5
2002;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;23.6
2003;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;24.0
2004;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;24.7
2005;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;25.4
2006;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;27.2
2007;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;27.7
2008;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;27.2
2009;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;28.7
2010;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;29.5
2011;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;30.6
2012;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;31.2
2013;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;31.8
2014;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;32.3
2015;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;32.8
2016;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;34.1
2017;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;35.5
2018;Naudingasis plotas, tenkantis vienam gyventojui;Pasvalio r. sav.;Miestas;m²;35.8
1995;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;16.9
1996;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;18.4
1997;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;18.8
1998;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;18.4
1999;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;18.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;23.6
2001;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;23.3
2002;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;23.4
2003;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;23.4
2004;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;23.9
2005;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;24.6
2006;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;26.8
2007;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;27.1
2008;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;26.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;26.6
2010;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;27.3
2011;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;28.2
2012;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;28.8
2013;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;29.3
2014;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;29.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;30.6
2016;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;31.8
2017;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;32.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Rokiškio r. sav.;Miestas;m²;33.7
1995;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;18.1
1996;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;20.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;20.1
1998;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;19.7
1999;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;20.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;23.0
2001;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;23.1
2002;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;23.4
2003;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;24.0
2004;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;24.9
2005;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;25.7
2006;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;26.1
2007;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;26.9
2008;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;27.6
2009;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;29.1
2010;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;30.4
2011;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;31.6
2012;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;32.3
2013;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;33.1
2014;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;33.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;34.7
2016;Naudingasis plotas, tenkantis vienam gyventojui;Akmenės r. sav.;Miestas;m²;36.0
