;Laikotarpis;Administracinė teritorija;population;Amžius;women;proportion;population_women;population_men
8092;2016;Prienų r. sav.;27676.0;Iš viso pagal amžių;1118.0;0.552772808586762;15298.540250447226;12377.459749552774
8093;2016;Prienų r. sav.;27676.0;0–4;972.0;0.48559670781893005;13439.374485596709;14236.625514403291
8094;2016;Prienų r. sav.;27676.0;5–9;919.0;0.455930359085963;12618.328618063113;15057.671381936887
8095;2016;Prienų r. sav.;27676.0;10–14;1019.0;0.5093228655544652;14096.019627085378;13579.980372914622
8096;2016;Prienų r. sav.;27676.0;15–19;906.0;0.44812362030905073;12402.269315673288;15273.730684326712
8097;2016;Prienų r. sav.;27676.0;20–24;929.0;0.46178686759956944;12780.413347685684;14895.586652314316
8098;2016;Prienų r. sav.;27676.0;25–29;783.0;0.3614303959131545;10002.947637292464;17673.052362707538
8099;2016;Prienų r. sav.;27676.0;30–34;898.0;0.44320712694877507;12266.200445434299;15409.799554565701
8100;2016;Prienų r. sav.;27676.0;35–39;945.0;0.47089947089947093;13032.613756613757;14643.386243386243
8101;2016;Prienų r. sav.;27676.0;40–44;949.0;0.4731296101159115;13094.335089567967;14581.664910432033
8102;2016;Prienų r. sav.;27676.0;45–49;1025.0;0.5121951219512195;14175.512195121952;13500.487804878048
8103;2016;Prienų r. sav.;27676.0;50–54;1006.0;0.5029821073558648;13920.532803180915;13755.467196819085
8104;2016;Prienų r. sav.;27676.0;55–59;1080.0;0.537037037037037;14863.037037037035;12812.962962962965
8105;2016;Prienų r. sav.;27676.0;60–64;1096.0;0.5437956204379562;15050.087591240874;12625.912408759126
8106;2016;Prienų r. sav.;27676.0;65–69;1350.0;0.6296296296296297;17425.62962962963;10250.370370370369
8107;2016;Prienų r. sav.;27676.0;70–74;1685.0;0.7032640949554896;19463.537091988128;8212.462908011872
8108;2016;Prienų r. sav.;27676.0;75 ir vyresni;2296.0;0.7822299651567944;21648.996515679442;6027.003484320558
8109;2017;Prienų r. sav.;27121.0;Iš viso pagal amžių;1115.0;0.5515695067264574;14959.116591928252;12161.883408071748
8110;2017;Prienų r. sav.;27121.0;0–4;956.0;0.4769874476987448;12936.376569037657;14184.623430962343
8111;2017;Prienų r. sav.;27121.0;5–9;951.0;0.4742376445846478;12861.799158780233;14259.200841219767
8112;2017;Prienų r. sav.;27121.0;10–14;998.0;0.498997995991984;13533.324649298598;13587.675350701402
8113;2017;Prienų r. sav.;27121.0;15–19;910.0;0.4505494505494505;12219.351648351647;14901.648351648353
8114;2017;Prienų r. sav.;27121.0;20–24;889.0;0.437570303712036;11867.344206974129;15253.655793025871
8115;2017;Prienų r. sav.;27121.0;25–29;832.0;0.39903846153846156;10822.322115384615;16298.677884615385
8116;2017;Prienų r. sav.;27121.0;30–34;847.0;0.40968122786304606;11110.964580873671;16010.035419126329
8117;2017;Prienų r. sav.;27121.0;35–39;919.0;0.455930359085963;12365.287268770404;14755.712731229596
8118;2017;Prienų r. sav.;27121.0;40–44;982.0;0.4908350305498982;13311.93686354379;13809.06313645621
8119;2017;Prienų r. sav.;27121.0;45–49;1014.0;0.5069033530571991;13747.725838264298;13373.274161735702
8120;2017;Prienų r. sav.;27121.0;50–54;1004.0;0.50199203187251;13614.525896414343;13506.474103585657
8121;2017;Prienų r. sav.;27121.0;55–59;1034.0;0.5164410058027079;14006.39651837524;13114.60348162476
8122;2017;Prienų r. sav.;27121.0;60–64;1123.0;0.5547640249332146;15045.755120213715;12075.244879786285
8123;2017;Prienų r. sav.;27121.0;65–69;1301.0;0.6156802459646427;16697.863950807074;10423.136049192926
8124;2017;Prienų r. sav.;27121.0;70–74;1676.0;0.7016706443914081;19030.00954653938;8090.990453460621
8125;2017;Prienų r. sav.;27121.0;75 ir vyresni;2326.0;0.7850386930352536;21291.034393809114;5829.965606190886
8126;2018;Prienų r. sav.;26492.0;Iš viso pagal amžių;1113.0;0.5507637017070979;14590.831985624436;11901.168014375564
8127;2018;Prienų r. sav.;26492.0;0–4;920.0;0.4565217391304348;12094.17391304348;14397.82608695652
