Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Matavimo vienetai;Reikšmė
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1202
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1203
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1150
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1133
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1123
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1121
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1130
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;55–59;asmenys;1149
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;55–59;asmenys;
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1297
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1264
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1253
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1203
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1151
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1154
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1125
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1089
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1074
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1017
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1074
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1121
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1103
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1080
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1110
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1040
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1032
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;1006
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;55–59;asmenys;991
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1260
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1185
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1079
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1108
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1081
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1088
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1144
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1133
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1091
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1147
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1160
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1213
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1182
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1192
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1119
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1061
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1038
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1028
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;55–59;asmenys;1032
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1237
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1232
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1224
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1215
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1207
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1220
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1207
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1203
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1195
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1228
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1226
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1234
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1217
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1200
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1169
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1160
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1156
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1184
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1203
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1196
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1191
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1180
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1160
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;55–59;asmenys;1157
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1178
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1129
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1141
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1148
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1184
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1164
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1220
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1195
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1174
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1169
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1175
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1157
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1200
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1215
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1158
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1120
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1097
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1096
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Biržų r. sav.;55–59;asmenys;1111
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1246
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1171
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1144
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1085
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1067
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1066
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1061
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1040
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1043
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1061
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1082
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1097
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1149
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1172
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1114
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1135
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1111
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1093
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kupiškio r. sav.;55–59;asmenys;1105
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1296
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1319
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1348
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1355
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1400
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1412
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1414
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1402
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1392
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1359
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1319
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1307
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1331
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1362
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1365
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1373
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1381
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1377
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio m. sav.;55–59;asmenys;1371
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1105
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1089
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1053
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1055
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1048
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1055
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1030
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio r. sav.;55–59;asmenys;1019
