Laikotarpis;Rodiklis;Administracinė teritorija;Lytis;Matavimo vienetai;Reikšmė
2009;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;33.0
2010;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;34.0
2011;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;36.0
2012;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;37.0
2013;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;37.0
2014;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;38.0
2015;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;38.0
2016;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;38.0
2017;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;39.0
2018;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;40.0
2019;Medianinis gyventojų amžius metų pradžioje;Mažeikių r. sav.;Vyrai;metai;40.0
1970;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1971;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1972;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1973;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1974;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1975;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1976;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1977;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1978;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1979;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1980;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1981;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1982;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1983;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1984;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1985;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1986;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1987;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1988;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1989;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1990;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1991;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1992;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1993;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1994;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1995;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1996;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1997;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1998;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
1999;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
2000;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;
2001;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;32.0
2002;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;32.0
2003;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;32.0
2004;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;33.0
2005;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;33.0
2006;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;34.0
2007;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;34.0
2008;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;34.0
2009;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;35.0
2010;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;35.0
2011;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;37.0
2012;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;38.0
2013;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;38.0
2014;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;38.0
2015;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;39.0
2016;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;39.0
2017;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;40.0
2018;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;41.0
2019;Medianinis gyventojų amžius metų pradžioje;Plungės r. sav.;Vyrai;metai;41.0
1970;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1971;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1972;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1973;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1974;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1975;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1976;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1977;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1978;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1979;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1980;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1981;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1982;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1983;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1984;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1985;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1986;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1987;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1988;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1989;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1990;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1991;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1992;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1993;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1994;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1995;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1996;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1997;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1998;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
1999;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
2000;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;
2001;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;32.0
2002;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;32.0
2003;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;33.0
2004;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;33.0
2005;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;34.0
2006;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;34.0
2007;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;34.0
2008;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;34.0
2009;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;34.0
2010;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;35.0
2011;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;37.0
2012;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;38.0
2013;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;38.0
2014;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;38.0
2015;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;38.0
2016;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;38.0
2017;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;39.0
2018;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;39.0
2019;Medianinis gyventojų amžius metų pradžioje;Rietavo sav.;Vyrai;metai;40.0
1970;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1971;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1972;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1973;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1974;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1975;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1976;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1977;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1978;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1979;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1980;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1981;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1982;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1983;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1984;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1985;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1986;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1987;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1988;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1989;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1990;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1991;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1992;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1993;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1994;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1995;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1996;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1997;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1998;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
1999;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
2000;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;
2001;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;32.0
2002;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;33.0
2003;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;33.0
2004;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;34.0
2005;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;34.0
2006;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;34.0
2007;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;35.0
2008;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;35.0
2009;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;36.0
2010;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;36.0
2011;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;38.0
2012;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;38.0
2013;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;39.0
2014;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;39.0
2015;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;40.0
2016;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;40.0
2017;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;41.0
2018;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;42.0
2019;Medianinis gyventojų amžius metų pradžioje;Telšių r. sav.;Vyrai;metai;42.0
1970;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1971;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1972;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1973;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1974;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1975;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1976;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1977;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1978;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1979;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1980;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1981;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1982;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1983;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1984;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1985;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1986;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1987;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1988;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1989;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1990;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1991;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1992;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1993;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1994;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1995;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1996;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1997;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1998;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
1999;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
2000;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;
2001;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;36.0
2002;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;36.0
2003;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;37.0
2004;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;37.0
2005;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;38.0
2006;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;38.0
2007;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;39.0
2008;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;39.0
2009;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;39.0
2010;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;40.0
2011;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;41.0
2012;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;42.0
2013;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;43.0
2014;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;43.0
2015;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;44.0
2016;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;44.0
2017;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;45.0
2018;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;46.0
2019;Medianinis gyventojų amžius metų pradžioje;Utenos apskritis;Vyrai;metai;46.0
1970;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1971;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1972;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1973;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1974;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1975;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1976;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1977;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1978;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1979;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1980;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1981;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1982;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1983;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1984;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1985;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1986;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1987;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1988;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1989;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1990;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1991;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1992;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1993;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1994;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1995;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1996;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1997;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1998;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
1999;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
2000;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;
2001;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;37.0
2002;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;37.0
2003;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;38.0
2004;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;39.0
2005;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;39.0
2006;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;40.0
2007;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;40.0
2008;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;40.0
2009;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;41.0
2010;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;41.0
2011;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;42.0
2012;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;43.0
2013;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;44.0
2014;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;44.0
2015;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;45.0
2016;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;45.0
2017;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;46.0
2018;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;47.0
2019;Medianinis gyventojų amžius metų pradžioje;Anykščių r. sav.;Vyrai;metai;47.0
1970;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1971;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1972;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1973;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1974;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1975;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1976;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1977;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1978;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1979;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1980;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1981;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1982;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1983;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1984;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1985;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1986;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1987;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1988;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1989;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1990;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1991;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1992;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1993;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1994;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1995;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1996;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1997;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1998;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
1999;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
2000;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;
2001;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;38.0
2002;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;39.0
2003;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;39.0
2004;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;39.0
2005;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;40.0
2006;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;40.0
2007;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;40.0
2008;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;41.0
2009;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;41.0
2010;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;42.0
2011;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;43.0
2012;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;43.0
2013;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;44.0
2014;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;45.0
2015;Medianinis gyventojų amžius metų pradžioje;Ignalinos r. sav.;Vyrai;metai;45.0
