Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;6.4
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;7.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;9.1
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;16.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;22.4
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;20.9
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;18.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;15.1
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;11.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;7.9
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;6.5
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;7.9
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;15.6
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;19.8
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;16.1
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;13.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;12.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;11.6
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;10.4
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;9.9
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;8.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Druskininkų sav.;proc.;9.3
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;12.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;17.8
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;18.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;19.8
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;20.3
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;19.2
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;16.2
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;14.2
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;10.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;8.3
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;6.5
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;6.3
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;11.2
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;18.4
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;17.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;17.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;17.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;16.7
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;15.4
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;15.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;14.9
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Lazdijų r. sav.;proc.;14.9
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;5.1
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;6.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;7.8
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;8.8
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;9.3
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;9.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;9.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;7.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;6.1
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;4.2
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;3.4
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;3.9
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;9.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;17.0
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;14.0
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;12.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;12.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;11.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;10.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;10.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;9.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Varėnos r. sav.;proc.;9.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;2.9
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;3.2
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;4.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;7.7
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;8.8
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;7.9
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;5.9
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;4.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;3.8
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;2.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;2.9
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;3.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;7.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;12.0
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;10.0
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;9.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;9.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;7.8
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;7.4
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;5.6
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;4.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Birštono sav.;proc.;6.0
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;6.0
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;7.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;10.3
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;13.3
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;14.8
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;13.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;11.7
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;10.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;8.1
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;6.3
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;5.9
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;5.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;10.7
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;16.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;14.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;13.7
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;13.9
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;12.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;10.3
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;9.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;9.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jonavos r. sav.;proc.;10.7
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;3.3
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;3.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;4.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;6.5
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;6.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;5.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;4.4
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;3.8
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;2.6
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;2.1
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;2.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;2.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;9.1
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;15.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;13.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;11.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;10.7
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;8.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;7.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;7.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;7.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kaišiadorių r. sav.;proc.;8.1
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;3.0
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;3.1
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;4.8
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;6.9
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;7.3
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;6.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;5.8
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;4.2
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;3.1
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;2.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;2.4
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;2.8
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;8.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;13.9
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;11.7
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;10.6
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;9.6
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;8.2
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;7.3
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;6.7
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;7.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno m. sav.;proc.;8.6
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;3.0
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;3.1
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;4.8
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;7.0
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;7.2
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;7.2
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;6.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;4.8
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;3.6
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;2.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;2.3
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;2.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;7.9
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;13.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;11.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;10.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;9.5
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;7.7
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;6.6
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;6.3
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;6.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kauno r. sav.;proc.;7.4
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;3.8
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;4.9
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;5.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;8.3
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;8.8
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;7.3
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;6.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;5.2
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;2.7
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;2.1
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;2.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;2.9
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;8.3
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;13.8
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;11.4
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;10.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;9.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;8.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;7.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;7.5
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;8.0
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kėdainių r. sav.;proc.;9.1
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;2.3
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;2.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;3.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;6.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;6.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;5.3
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;4.2
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;4.1
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;4.0
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;2.7
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;3.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;4.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;8.7
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;14.9
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;12.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;10.8
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;9.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;8.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;7.1
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;6.8
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;7.1
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Prienų r. sav.;proc.;7.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;7.3
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;7.3
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;8.2
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;10.9
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;11.1
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;9.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;7.6
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;7.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;5.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;4.3
