Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;4.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;4.3
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;10.6
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;15.9
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;12.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;12.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;11.0
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;9.6
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;9.2
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;9.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;8.9
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Raseinių r. sav.;proc.;9.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;3.6
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;3.6
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;5.2
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;7.9
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;8.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;8.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;7.6
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;6.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;4.3
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;3.0
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;3.4
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;3.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;9.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;15.2
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;11.6
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;9.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;8.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;7.4
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;7.2
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;6.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;6.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos m. sav.;proc.;7.3
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;3.7
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;3.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;5.3
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;8.2
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;8.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;8.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;8.0
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;7.0
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;4.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;2.2
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;2.3
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;2.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;8.9
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;14.1
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;10.8
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;9.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;8.1
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;7.2
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;6.8
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;6.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;5.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Klaipėdos r. sav.;proc.;6.0
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;2.9
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;3.2
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;4.2
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;5.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;5.2
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;4.2
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;3.6
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;3.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;2.3
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;1.7
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;1.5
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;1.9
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;8.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;15.5
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;11.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;9.5
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;7.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;5.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;5.2
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;4.9
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;4.1
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kretingos r. sav.;proc.;4.6
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;2.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;2.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;3.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;5.4
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;5.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;7.3
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;6.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;4.6
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;3.4
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;3.0
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;2.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;2.0
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;4.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;7.9
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;6.7
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;5.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;5.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;5.2
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;6.0
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;5.3
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;4.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Neringos sav.;proc.;4.6
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;5.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;5.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;7.8
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;11.0
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;13.3
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;12.1
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;9.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;7.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;5.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;3.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;3.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;3.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;10.4
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;16.8
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;12.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;10.5
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;9.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;8.6
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;9.0
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;8.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;7.6
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Palangos m. sav.;proc.;8.3
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;6.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;7.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;10.6
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;14.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;17.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;17.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;12.2
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;12.0
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;8.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;5.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;5.3
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;4.7
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;10.2
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;16.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;15.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;14.4
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;15.0
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;12.5
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;12.1
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;8.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;6.0
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Skuodo r. sav.;proc.;6.2
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;7.3
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;8.2
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;10.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;12.3
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;12.0
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;11.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;9.5
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;8.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;6.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;4.4
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;4.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;4.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;10.2
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;16.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;15.6
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;15.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;14.0
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;13.0
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;12.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;12.2
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;11.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilutės r. sav.;proc.;9.9
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;7.6
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;8.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;14.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;21.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;22.6
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;19.2
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;15.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;11.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;6.9
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;3.9
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;2.9
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;3.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;11.6
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;18.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;16.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;16.5
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;17.6
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;15.4
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;14.6
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;14.6
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;13.7
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kalvarijos sav.;proc.;13.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;3.8
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;4.3
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;7.1
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;10.4
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;11.2
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;9.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;7.4
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;6.2
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;3.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;2.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;1.4
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;1.8
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;7.3
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;12.8
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;12.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;14.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;15.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;12.7
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;11.4
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;11.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;11.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kazlų Rūdos sav.;proc.;11.2
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;4.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;5.1
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;8.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;12.4
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;13.3
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;10.8
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;8.4
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;7.0
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;4.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;2.8
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;2.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;2.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;8.9
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;14.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;11.4
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;10.1
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;9.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;8.6
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Marijampolės sav.;proc.;8.3
