;neighbourhood;street;municipality;houses;str_type
1521;Pilaitė;Senosios Pilaitės kelias ;Vilnius;1;Kitas
1522;Pilaitė;Sidaronių g. ;Vilnius;2;Kitas
1523;Pilaitė;Smalinės g. ;Vilnius;29;Kitas
1524;Pilaitė;Stalupėnų g. ;Vilnius;27;Kitas
1525;Pilaitė;Stanislovo Rapolionio g. ;Vilnius;15;Kitas
1526;Pilaitė;Šarkuvos g. ;Vilnius;24;Kitas
1527;Pilaitė;Tarpučių g. ;Vilnius;12;Kitas
1528;Pilaitė;Taurupės g. ;Vilnius;2;Kitas
1529;Pilaitė;Tepliavos g.;Vilnius;;Kitas
1530;Pilaitė;Tylos g. ;Vilnius;7;Kitas
1531;Pilaitė;Tilžės g. ;Vilnius;27;Kitas
1532;Pilaitė;Tolminkiemio g. ;Vilnius;26;Kitas
1533;Pilaitė;Toravos g. ;Vilnius;6;Kitas
1534;Pilaitė;Trakėnų g. ;Vilnius;40;Kitas
1535;Pilaitė;Tvenkinių g. ;Vilnius;6;Kitas
1536;Pilaitė;Valdavos g. ;Vilnius;15;Kitas
1537;Pilaitė;Valtarkiemio g.;Vilnius;;Kitas
1538;Pilaitė;Varnės g. ;Vilnius;50;Kitas
1539;Pilaitė;Vėluvos g. ;Vilnius;10;Kitas
1540;Pilaitė;Ventės g. ;Vilnius;3;Kitas
1541;Pilaitė;Verdainės g. ;Vilnius;1;Kitas
1542;Pilaitė;Vydūno g. ;Vilnius;24;Kitas
1543;Pilaitė;Vilkeliškių g. ;Vilnius;17;Kitas
1544;Pilaitė;Virbalio g. ;Vilnius;4;Kitas
1545;Pilaitė;Vištyčio g. ;Vilnius;2;Kitas
1546;Pilaitė;Vorupės g. ;Vilnius;64;Kitas
1547;Pilaitė;Zujūnų g. ;Vilnius;38;Kitas
1548;Pilaitė;Žuvininkų g. ;Vilnius;10;Kitas
1549;Rasos;Aido g. ;Vilnius;6;Kitas
1550;Rasos;Alkūnės g. ;Vilnius;22;Kitas
1551;Rasos;Balandžių g. ;Vilnius;17;Kitas
1552;Rasos;Belmonto g. ;Vilnius;22 iš 35;Kitas
1553;Rasos;Belvederio g. ;Vilnius;26;Kitas
1554;Rasos;Beržuonos g. ;Vilnius;8;Kitas
1555;Rasos;Birbynių g. ;Vilnius;58;Kitas
1556;Rasos;Dailidžių g. ;Vilnius;47;Kitas
1557;Rasos;Dalgių g. ;Vilnius;17;Kitas
1558;Rasos;Darbo g. ;Vilnius;7;Kitas
1559;Rasos;Dilgynės g. ;Vilnius;5 iš 15;Kitas
1560;Rasos;Dirvonų g. ;Vilnius;8;Kitas
1561;Rasos;Dobilų g. ;Vilnius;4;Kitas
1562;Rasos;Drebulės g. ;Vilnius;3;Kitas
1563;Rasos;Drujos g. ;Vilnius;1;Kitas
1564;Rasos;Dunojaus g. ;Vilnius;22;Kitas
1565;Rasos;Dzūkų g. ;Vilnius;2 iš 83;Kitas
1566;Rasos;Filaretų g. ;Vilnius;78 iš 112;Kitas
1567;Rasos;Flamandų g. ;Vilnius;1 iš 6;Kitas
1568;Rasos;Gardino g. ;Vilnius;36;Kitas
1569;Rasos;Gaujos g.;Vilnius;;Kitas
1570;Rasos;Gegužės g. ;Vilnius;7;Kitas
1571;Rasos;Geležinė g. ;Vilnius;33;Kitas
1572;Rasos;Gurių g. ;Vilnius;4 iš 69;Kitas
1573;Rasos;Juodasis kelias ;Vilnius;12 iš 202;Kitas
1574;Rasos;Juodojo Kelio Sodų g. ;Vilnius;19;Sodas
1575;Rasos;Kalvos g. ;Vilnius;8 iš 9;Kitas
1576;Rasos;Katiliškių g. ;Vilnius;2 iš 39;Kitas
1577;Rasos;Kaukysos g. ;Vilnius;6;Kitas
1578;Rasos;Kenos g. ;Vilnius;10;Kitas
1579;Rasos;Kirkuto al. ;Vilnius;1;Kitas
1580;Rasos;Krėvos g. ;Vilnius;13;Kitas
1581;Rasos;Kuprioniškių g. ;Vilnius;30;Kitas
1582;Rasos;Liepkalnio g. ;Vilnius;168 iš 242;Kitas
1583;Rasos;Lyglaukių g. ;Vilnius;23;Kitas
1584;Rasos;Manufaktūrų g. ;Vilnius;34;Kitas
1585;Rasos;Markučių g. ;Vilnius;61;Kitas
1586;Rasos;Medininkų g. ;Vilnius;12;Kitas
1587;Rasos;Minsko pl. ;Vilnius;33 iš 57;Kitas
1588;Rasos;Murlinės g.;Vilnius;;Kitas
1589;Rasos;Naručio g. ;Vilnius;11;Kitas
1590;Rasos;Naujininkų g. ;Vilnius;4 iš 33;Kitas
1591;Rasos;Olandų g. ;Vilnius;8 iš 41;Kitas
1592;Rasos;Pakraščio g. ;Vilnius;7;Kitas
1593;Rasos;Paplaujos g. ;Vilnius;25;Kitas
1594;Rasos;Pavilnio g. ;Vilnius;2 iš 16;Kitas
1595;Rasos;Pelesos g. ;Vilnius;12 iš 40;Kitas
1596;Rasos;Peteliškių g. ;Vilnius;27;Kitas
1597;Rasos;Pipirų g. ;Vilnius;11;Kitas
1598;Rasos;Pirčiupių g. ;Vilnius;4;Kitas
1599;Rasos;Povilo Višinskio g. ;Vilnius;6 iš 9;Kitas
1600;Rasos;Raguvos g. ;Vilnius;16;Kitas
1601;Rasos;Ramybės g. ;Vilnius;15;Kitas
1602;Rasos;Ramunių g. ;Vilnius;36;Kitas
1603;Rasos;Rasų g. ;Vilnius;65 iš 74;Kitas
1604;Rasos;Ribiškių takas ;Vilnius;38;Kitas
1605;Rasos;Ribiškių Didžioji g. ;Vilnius;21;Kitas
1606;Rasos;Ribiškių Sodų 1-oji g. ;Vilnius;17;Sodas
1607;Rasos;Ribiškių Sodų 2-oji g. ;Vilnius;9;Sodas
1608;Rasos;Ribiškių Sodų 3-ioji g. ;Vilnius;35;Sodas
1609;Rasos;Rudens g. ;Vilnius;31 iš 66;Kitas
1610;Rasos;Rukainių g. ;Vilnius;1 iš 62;Kitas
1611;Rasos;Saulėgrąžų g. ;Vilnius;8;Kitas
1612;Rasos;Serbų g.;Vilnius;;Kitas
1613;Rasos;Servečės g.;Vilnius;;Kitas
1614;Rasos;Sibiro g. ;Vilnius;36;Kitas
1615;Rasos;Skudučių g. ;Vilnius;9;Kitas
1616;Rasos;Slėnio g. ;Vilnius;13;Kitas
1617;Rasos;Sodybų g. ;Vilnius;12;Kitas
1618;Rasos;Srovės g. ;Vilnius;28;Kitas
1619;Rasos;Stadiono g. ;Vilnius;6;Kitas
1620;Rasos;Stalių g. ;Vilnius;16;Kitas
1621;Rasos;Stepono Batoro g. ;Vilnius;64 iš 103;Kitas
1622;Rasos;Subačiaus g. ;Vilnius;63 iš 106;Kitas
1623;Rasos;Sukilėlių g. ;Vilnius;11;Kitas
1624;Rasos;Sulos g.;Vilnius;;Kitas
1625;Rasos;Svylos g.;Vilnius;;Kitas
1626;Rasos;Svirno g. ;Vilnius;18;Kitas
1627;Rasos;Šarkų g. ;Vilnius;23;Kitas
1628;Rasos;Tyzenhauzų g. ;Vilnius;14 iš 59;Kitas
1629;Rasos;Turgelių g. ;Vilnius;8;Kitas
1630;Rasos;Ušos g. ;Vilnius;2;Kitas
1631;Rasos;Varšuvos g. ;Vilnius;30;Kitas
1632;Rasos;Veiverių g. ;Vilnius;9;Kitas
1633;Rasos;Verslo g. ;Vilnius;22;Kitas
1634;Rasos;Vieversių g. ;Vilnius;21;Kitas
1635;Rasos;Vilnelės g. ;Vilnius;30;Kitas
1636;Rasos;Zarasų g. ;Vilnius;1 iš 8;Kitas
1637;Rasos;Žibuoklių g. ;Vilnius;48;Kitas
1638;Rasos;Žiemos g. ;Vilnius;21;Kitas
1639;Rasos;Žiogų g. ;Vilnius;27;Kitas
1640;Senamiestis;A. Strazdelio g. ;Vilnius;3;Kitas
1641;Senamiestis;A. Volano g. ;Vilnius;1;Kitas
1642;Senamiestis;Aguonų g. ;Vilnius;12 iš 23;Kitas
1643;Senamiestis;Arklių g. ;Vilnius;17;Kitas
1644;Senamiestis;Arsenalo g. ;Vilnius;4;Kitas
1645;Senamiestis;Ašmenos g. ;Vilnius;5;Kitas
1646;Senamiestis;Augustijonų g. ;Vilnius;4;Kitas
1647;Senamiestis;Aukštaičių g. ;Vilnius;20;Kitas
1648;Senamiestis;Aušros Vartų g. ;Vilnius;33;Kitas
1649;Senamiestis;Balstogės g. ;Vilnius;7;Kitas
1650;Senamiestis;Baltasis skg. ;Vilnius;12;Kitas
1651;Senamiestis;Barboros Radvilaitės g. ;Vilnius;12;Kitas
1652;Senamiestis;Bazilijonų g. ;Vilnius;12;Kitas
1653;Senamiestis;Benediktinių g.;Vilnius;;Kitas
1654;Senamiestis;Bernardinų g. ;Vilnius;11;Kitas
1655;Senamiestis;Bokšto g. ;Vilnius;25;Kitas
1656;Senamiestis;Didžioji g. ;Vilnius;42;Kitas
1657;Senamiestis;Dysnos g. ;Vilnius;3;Kitas
1658;Senamiestis;Dominikonų g. ;Vilnius;13;Kitas
1659;Senamiestis;Etmonų g. ;Vilnius;4;Kitas
1660;Senamiestis;Filaretų g. ;Vilnius;25 iš 112;Kitas
1661;Senamiestis;Gaono g. ;Vilnius;7;Kitas
1662;Senamiestis;Gedimino pr. ;Vilnius;21 iš 78;Kitas
1663;Senamiestis;Geležinkelio g. ;Vilnius;6 iš 19;Kitas
1664;Senamiestis;Gėlių g. ;Vilnius;12;Kitas
1665;Senamiestis;Gervėčių g. ;Vilnius;9;Kitas
1666;Senamiestis;Geto Aukų a.;Vilnius;;Kitas
1667;Senamiestis;Islandijos g. ;Vilnius;3;Kitas
1668;Senamiestis;Išganytojo g. ;Vilnius;2;Kitas
1669;Senamiestis;J. Basanavičiaus g. ;Vilnius;22 iš 67;Kitas
1670;Senamiestis;Jogailos g. ;Vilnius;7 iš 16;Kitas
1671;Senamiestis;Jono Meko skersvėjo takas;Vilnius;;Kitas
1672;Senamiestis;Jono Žemaičio a.;Vilnius;;Kitas
1673;Senamiestis;K. Kalinausko g. ;Vilnius;7 iš 28;Kitas
1674;Senamiestis;K. Sirvydo g. ;Vilnius;3;Kitas
1675;Senamiestis;K. Sirvydo skv.;Vilnius;;Kitas
1676;Senamiestis;K. Vanagėlio g. ;Vilnius;8;Kitas
1677;Senamiestis;Karmelitų g. ;Vilnius;5;Kitas
1678;Senamiestis;Katedros a. ;Vilnius;3;Kitas
1679;Senamiestis;Kauno g. ;Vilnius;11 iš 45;Kitas
1680;Senamiestis;Kazio Škirpos al.;Vilnius;;Kitas
1681;Senamiestis;Kėdainių g. ;Vilnius;2;Kitas
1682;Senamiestis;Klaipėdos g. ;Vilnius;12;Kitas
1683;Senamiestis;Kreivasis skg. ;Vilnius;10;Kitas
1684;Senamiestis;Krivių g. ;Vilnius;54;Kitas
1685;Senamiestis;Krivūlės g. ;Vilnius;15;Kitas
1686;Senamiestis;Kruopų g. ;Vilnius;9;Kitas
1687;Senamiestis;Kūdrų g.;Vilnius;;Kitas
1688;Senamiestis;L. Stuokos-Gucevičiaus g. ;Vilnius;8;Kitas
1689;Senamiestis;Labdarių g. ;Vilnius;11;Kitas
1690;Senamiestis;Lapų g. ;Vilnius;3;Kitas
1691;Senamiestis;Latako g. ;Vilnius;7;Kitas
1692;Senamiestis;Lazdynų Pelėdos skv.;Vilnius;;Kitas
1693;Senamiestis;Lydos g. ;Vilnius;6;Kitas
1694;Senamiestis;Liejyklos g. ;Vilnius;10;Kitas
1695;Senamiestis;Ligoninės g. ;Vilnius;10;Kitas
1696;Senamiestis;Literatų g. ;Vilnius;7;Kitas
1697;Senamiestis;M. Antokolskio g. ;Vilnius;4;Kitas
1698;Senamiestis;M. Daukšos g. ;Vilnius;22;Kitas
1699;Senamiestis;M. Dobužinskio g. ;Vilnius;10;Kitas
1700;Senamiestis;Maironio g. ;Vilnius;24;Kitas
1701;Senamiestis;Malūnų g. ;Vilnius;11;Kitas
1702;Senamiestis;Mėsinių g. ;Vilnius;6;Kitas
1703;Senamiestis;Mielagėnų g. ;Vilnius;2;Kitas
1704;Senamiestis;Miesto Sienos g.;Vilnius;;Kitas
1705;Senamiestis;Mindaugo g. ;Vilnius;17 iš 40;Kitas
1706;Senamiestis;Naugarduko g. ;Vilnius;8 iš 89;Kitas
1707;Senamiestis;Odminių g. ;Vilnius;15;Kitas
1708;Senamiestis;Olandų g. ;Vilnius;21 iš 41;Kitas
1709;Senamiestis;Onos Šimaitės g.;Vilnius;;Kitas
1710;Senamiestis;Palangos g. ;Vilnius;2;Kitas
1711;Senamiestis;Pasažo skg.;Vilnius;;Kitas
1712;Senamiestis;Paupio g. ;Vilnius;42;Kitas
1713;Senamiestis;Pilies g. ;Vilnius;36;Kitas
1714;Senamiestis;Pylimo g. ;Vilnius;76 iš 77;Kitas
1715;Senamiestis;Plačioji g. ;Vilnius;5;Kitas
1716;Senamiestis;Polocko g. ;Vilnius;81;Kitas
1717;Senamiestis;Povilo Višinskio g. ;Vilnius;3 iš 9;Kitas
1718;Senamiestis;Pranciškonų g. ;Vilnius;6;Kitas
1719;Senamiestis;Radvilų g. ;Vilnius;4;Kitas
1720;Senamiestis;Rasų g. ;Vilnius;9 iš 74;Kitas
1721;Senamiestis;Raugyklos g. ;Vilnius;16;Kitas
1722;Senamiestis;Reformatų skv.;Vilnius;;Kitas
1723;Senamiestis;Rotušės a.;Vilnius;;Kitas
1724;Senamiestis;Rūdninkų g. ;Vilnius;11;Kitas
1725;Senamiestis;Rusų g. ;Vilnius;3;Kitas
1726;Senamiestis;S. Daukanto a. ;Vilnius;4;Kitas
1727;Senamiestis;S. Moniuškos skv.;Vilnius;;Kitas
1728;Senamiestis;S. Skapo g. ;Vilnius;10;Kitas
1729;Senamiestis;Savičiaus g. ;Vilnius;20;Kitas
1730;Senamiestis;Sluškų g. ;Vilnius;5;Kitas
1731;Senamiestis;Sodų g. ;Vilnius;22 iš 28;Sodas
1732;Senamiestis;Stasio Vainiūno g. ;Vilnius;1;Kitas
1733;Senamiestis;Stiklių g. ;Vilnius;12;Kitas
1734;Senamiestis;Subačiaus g. ;Vilnius;43 iš 106;Kitas
1735;Senamiestis;Šaltinių g. ;Vilnius;19 iš 36;Kitas
1736;Senamiestis;Šiaulių g. ;Vilnius;6;Kitas
1737;Senamiestis;Šiltadaržio g. ;Vilnius;6;Kitas
1738;Senamiestis;Šv. Brunono Bonifaco g.;Vilnius;;Kitas
1739;Senamiestis;Šv. Dvasios g. ;Vilnius;2;Kitas
1740;Senamiestis;Šv. Ignoto g. ;Vilnius;11;Kitas
1741;Senamiestis;Šv. Jono g. ;Vilnius;13;Kitas
1742;Senamiestis;Šv. Kazimiero g. ;Vilnius;6;Kitas
1743;Senamiestis;Šv. Mikalojaus g. ;Vilnius;7;Kitas
1744;Senamiestis;Šv. Mykolo g. ;Vilnius;8;Kitas
1745;Senamiestis;Šv. Stepono g. ;Vilnius;47 iš 55;Kitas
1746;Senamiestis;Švarco g.;Vilnius;;Kitas
1747;Senamiestis;Švenčionių g. ;Vilnius;28;Kitas
1748;Senamiestis;Šventaragio g. ;Vilnius;2;Kitas
1749;Senamiestis;T. Kosciuškos g. ;Vilnius;35;Kitas
1750;Senamiestis;T. Vrublevskio g. ;Vilnius;6;Kitas
1751;Senamiestis;Teatro g. ;Vilnius;16;Kitas
1752;Senamiestis;Tibeto skv.;Vilnius;;Kitas
1753;Senamiestis;Tilto g. ;Vilnius;39;Kitas
1754;Senamiestis;Totorių g. ;Vilnius;28;Kitas
1755;Senamiestis;Trakų g. ;Vilnius;25;Kitas
1756;Senamiestis;Universiteto g. ;Vilnius;14;Kitas
1757;Senamiestis;Užupio g. ;Vilnius;45;Kitas
1758;Senamiestis;V. Šopeno g. ;Vilnius;15;Kitas
1759;Senamiestis;Varpų g. ;Vilnius;13;Kitas
1760;Senamiestis;Vilniaus g. ;Vilnius;30 iš 33;Kitas
1761;Senamiestis;Vilnios takas;Vilnius;;Kitas
1762;Senamiestis;Vinco Kudirkos a. ;Vilnius;1;Kitas
1763;Senamiestis;Vingrių g. ;Vilnius;26;Kitas
1764;Senamiestis;Visų Šventųjų g. ;Vilnius;3;Kitas
1765;Senamiestis;Vitebsko g. ;Vilnius;19;Kitas
1766;Senamiestis;Vokiečių g. ;Vilnius;26;Kitas
1767;Senamiestis;Zarasų g. ;Vilnius;7 iš 8;Kitas
1768;Senamiestis;Žemaitijos g. ;Vilnius;12;Kitas
1769;Senamiestis;Žydų g. ;Vilnius;4;Kitas
1770;Senamiestis;Žygimanto Liauksmino g. ;Vilnius;5;Kitas
1771;Senamiestis;Žygimantų g. ;Vilnius;15;Kitas
1772;Senamiestis;Žiupronių g.;Vilnius;;Kitas
1773;Senamiestis;Žvirgždyno g. ;Vilnius;16;Kitas
1774;Šeškinė;Anykščių g. ;Vilnius;28;Kitas
1775;Šeškinė;Ąžuolyno g. ;Vilnius;9 iš 13;Kitas
1776;Šeškinė;Buivydiškių g. ;Vilnius;22;Kitas
1777;Šeškinė;Čiobiškio g. ;Vilnius;36;Kitas
1778;Šeškinė;Deltuvos g. ;Vilnius;21;Kitas
1779;Šeškinė;Dūkštų g. ;Vilnius;30;Kitas
1780;Šeškinė;Geležinio Vilko g. ;Vilnius;2 iš 47;Kitas
1781;Šeškinė;Gelvonų g. ;Vilnius;83;Kitas
1782;Šeškinė;Laisvės pr. ;Vilnius;25 iš 124;Kitas
1783;Šeškinė;Musninkų g. ;Vilnius;22;Kitas
1784;Šeškinė;Ozo g. ;Vilnius;20 iš 38;Kitas
1785;Šeškinė;Paberžės g. ;Vilnius;23;Kitas
1786;Šeškinė;Paribio g. ;Vilnius;8 iš 55;Kitas
1787;Šeškinė;Siesikų g. ;Vilnius;32;Kitas
1788;Šeškinė;Sudervės kelias ;Vilnius;5 iš 7;Kitas
1789;Šeškinė;Šeškinės g. ;Vilnius;64;Kitas
1790;Šeškinė;Šeškinės Sodų g. ;Vilnius;58;Sodas
1791;Šeškinė;Šeškinės Sodų 1-oji g. ;Vilnius;9;Sodas
1792;Šeškinė;Šeškinės Sodų 2-oji g. ;Vilnius;12;Sodas
1793;Šeškinė;Šeškinės Sodų 3-ioji g. ;Vilnius;22;Sodas
1794;Šeškinė;Ukmergės g. ;Vilnius;66 iš 146;Kitas
1795;Šeškinė;Upytės g. ;Vilnius;30;Kitas
1796;Šeškinė;Želvos g. ;Vilnius;26;Kitas
1797;Šnipiškės;A. Juozapavičiaus g. ;Vilnius;21;Kitas
1798;Šnipiškės;Ceikinių g. ;Vilnius;3;Kitas
1799;Šnipiškės;Daugėliškio g. ;Vilnius;38;Kitas
1800;Šnipiškės;Dubingių g. ;Vilnius;31;Kitas
1801;Šnipiškės;Durpių g. ;Vilnius;27;Kitas
1802;Šnipiškės;Europos a. ;Vilnius;1;Kitas
1803;Šnipiškės;Gedimino Baravyko g. ;Vilnius;6;Kitas
1804;Šnipiškės;Geležinio Vilko g. ;Vilnius;7 iš 47;Kitas
1805;Šnipiškės;Giedraičių g. ;Vilnius;88;Kitas
1806;Šnipiškės;H. Manto g. ;Vilnius;5;Kitas
1807;Šnipiškės;Kaltanėnų g. ;Vilnius;13;Kitas
1808;Šnipiškės;Kalvarijų g. ;Vilnius;186 iš 349;Kitas
1809;Šnipiškės;Kazimiero Vasiliausko skv.;Vilnius;;Kitas
1810;Šnipiškės;Kernavės g. ;Vilnius;49;Kitas
1811;Šnipiškės;Kintų g. ;Vilnius;15;Kitas
1812;Šnipiškės;Konstitucijos pr. ;Vilnius;34;Kitas
1813;Šnipiškės;Krokuvos g. ;Vilnius;67;Kitas
1814;Šnipiškės;Krosnies g.;Vilnius;;Kitas
1815;Šnipiškės;Linkmenų g. ;Vilnius;39;Kitas
1816;Šnipiškės;Lvovo g. ;Vilnius;62;Kitas
1817;Šnipiškės;Maišiagalos g. ;Vilnius;26;Kitas
1818;Šnipiškės;Ozo g. ;Vilnius;1 iš 38;Kitas
1819;Šnipiškės;Ratnyčios g. ;Vilnius;45;Kitas
1820;Šnipiškės;Rinktinės g. ;Vilnius;30 iš 61;Kitas
1821;Šnipiškės;Rudnios g. ;Vilnius;11;Kitas
1822;Šnipiškės;S. Fino g. ;Vilnius;15;Kitas
1823;Šnipiškės;Saracėnų g. ;Vilnius;8;Kitas
1824;Šnipiškės;Slucko g. ;Vilnius;18;Kitas
1825;Šnipiškės;Šatrijos g. ;Vilnius;7;Kitas
1826;Šnipiškės;Šeimyniškių g. ;Vilnius;29 iš 47;Kitas
1827;Šnipiškės;Šiaudinės g.;Vilnius;;Kitas
1828;Šnipiškės;Šilutės g. ;Vilnius;26;Kitas
1829;Šnipiškės;Širvintų g. ;Vilnius;59;Kitas
1830;Šnipiškės;Šnipiškių g. ;Vilnius;3;Kitas
1831;Šnipiškės;Tauragnų g. ;Vilnius;8;Kitas
1832;Šnipiškės;Trimitų g. ;Vilnius;8 iš 9;Kitas
1833;Šnipiškės;Turgaus g.;Vilnius;;Kitas
1834;Šnipiškės;Upės g. ;Vilnius;5 iš 6;Kitas
1835;Šnipiškės;Utenos g. ;Vilnius;21;Kitas
1836;Šnipiškės;Veprių g. ;Vilnius;12;Kitas
1837;Šnipiškės;Žalgirio g. ;Vilnius;30 iš 36;Kitas
1838;Šnipiškės;Žvejų g. ;Vilnius;2;Kitas
1839;Verkiai;A. Šabaniausko g. ;Vilnius;30;Kitas
1840;Verkiai;Aitvarų g. ;Vilnius;62;Kitas
1841;Verkiai;Akademijos g. ;Vilnius;3;Kitas
1842;Verkiai;Alberto Telyčėno g. ;Vilnius;24;Kitas
1843;Verkiai;Algimanto Mackaus g. ;Vilnius;11;Kitas
1844;Verkiai;Alko g. ;Vilnius;12;Kitas
1845;Verkiai;Antano Krutulio g. ;Vilnius;53;Kitas
1846;Verkiai;Anupriškių g. ;Vilnius;27;Kitas
1847;Verkiai;Apynių g. ;Vilnius;6;Kitas
1848;Verkiai;Ateities g. ;Vilnius;36 iš 74;Kitas
1849;Verkiai;Augusto Roberto Niemio g.;Vilnius;;Kitas
1850;Verkiai;Aukštadvario g.;Vilnius;;Kitas
1851;Verkiai;Aukuro g. ;Vilnius;8;Kitas
1852;Verkiai;Austėjos g. ;Vilnius;60;Kitas
1853;Verkiai;Aušrinės g. ;Vilnius;17;Kitas
1854;Verkiai;Aviečių g. ;Vilnius;11;Kitas
1855;Verkiai;Avietyno g. ;Vilnius;25;Kitas
1856;Verkiai;Avižų g. ;Vilnius;23;Kitas
1857;Verkiai;B. Dvariono g. ;Vilnius;39;Kitas
1858;Verkiai;Babinių g. ;Vilnius;44;Kitas
1859;Verkiai;Babinių Sodų 1-oji g. ;Vilnius;10;Sodas
1860;Verkiai;Babinių Sodų 10-oji g. ;Vilnius;37;Sodas
1861;Verkiai;Babinių Sodų 11-oji g. ;Vilnius;11;Sodas
1862;Verkiai;Babinių Sodų 12-oji g. ;Vilnius;25;Sodas
1863;Verkiai;Babinių Sodų 13-oji g. ;Vilnius;12;Sodas
1864;Verkiai;Babinių Sodų 14-oji g. ;Vilnius;11;Sodas
1865;Verkiai;Babinių Sodų 15-oji g. ;Vilnius;11;Sodas
1866;Verkiai;Babinių Sodų 16-oji g. ;Vilnius;12;Sodas
1867;Verkiai;Babinių Sodų 17-oji g. ;Vilnius;23;Sodas
1868;Verkiai;Babinių Sodų 18-oji g. ;Vilnius;37;Sodas
1869;Verkiai;Babinių Sodų 19-oji g. ;Vilnius;21;Sodas
1870;Verkiai;Babinių Sodų 2-oji g. ;Vilnius;10;Sodas
1871;Verkiai;Babinių Sodų 21-oji g. ;Vilnius;20;Sodas
1872;Verkiai;Babinių Sodų 22-oji g. ;Vilnius;23;Sodas
1873;Verkiai;Babinių Sodų 23-ioji g. ;Vilnius;23;Sodas
1874;Verkiai;Babinių Sodų 25-oji g. ;Vilnius;61;Sodas
1875;Verkiai;Babinių Sodų 26-oji g. ;Vilnius;19;Sodas
1876;Verkiai;Babinių Sodų 27-oji g. ;Vilnius;11;Sodas
1877;Verkiai;Babinių Sodų 28-oji g. ;Vilnius;45;Sodas
1878;Verkiai;Babinių Sodų 3-ioji g. ;Vilnius;11;Sodas
1879;Verkiai;Babinių Sodų 4-oji g. ;Vilnius;8;Sodas
1880;Verkiai;Babinių Sodų 5-oji g. ;Vilnius;10;Sodas
1881;Verkiai;Babinių Sodų 6-oji g. ;Vilnius;9;Sodas
1882;Verkiai;Babinių Sodų 7-oji g. ;Vilnius;24;Sodas
1883;Verkiai;Babinių Sodų 8-oji g. ;Vilnius;9;Sodas
1884;Verkiai;Babinių Sodų 9-oji g. ;Vilnius;8;Sodas
1885;Verkiai;Bagutiškių g. ;Vilnius;27;Kitas
1886;Verkiai;Bajorų kelias ;Vilnius;36;Kitas
1887;Verkiai;Bajorų Kelio 1-oji g. ;Vilnius;61;Kitas
1888;Verkiai;Bajorų Kelio 2-oji g. ;Vilnius;22;Kitas
1889;Verkiai;Bajorų Kelio 3-ioji g. ;Vilnius;13;Kitas
1890;Verkiai;Bajorų Kelio 4-oji g. ;Vilnius;8;Kitas
1891;Verkiai;Bajorų Sodų g. ;Vilnius;63;Sodas
1892;Verkiai;Bajorų Sodų 1-oji g. ;Vilnius;15;Sodas
1893;Verkiai;Bajorų Sodų 10-oji g. ;Vilnius;13;Sodas
1894;Verkiai;Bajorų Sodų 11-oji g. ;Vilnius;23;Sodas
1895;Verkiai;Bajorų Sodų 12-oji g. ;Vilnius;4;Sodas
1896;Verkiai;Bajorų Sodų 13-oji g. ;Vilnius;20;Sodas
1897;Verkiai;Bajorų Sodų 14-oji g. ;Vilnius;29;Sodas
1898;Verkiai;Bajorų Sodų 15-oji g. ;Vilnius;9;Sodas
1899;Verkiai;Bajorų Sodų 16-oji g. ;Vilnius;27;Sodas
1900;Verkiai;Bajorų Sodų 17-oji g. ;Vilnius;40;Sodas
1901;Verkiai;Bajorų Sodų 18-oji g. ;Vilnius;35;Sodas
1902;Verkiai;Bajorų Sodų 19-oji g. ;Vilnius;28;Sodas
1903;Verkiai;Bajorų Sodų 2-oji g. ;Vilnius;38;Sodas
1904;Verkiai;Bajorų Sodų 20-oji g. ;Vilnius;15;Sodas
1905;Verkiai;Bajorų Sodų 21-oji g. ;Vilnius;27;Sodas
1906;Verkiai;Bajorų Sodų 22-oji g. ;Vilnius;25;Sodas
1907;Verkiai;Bajorų Sodų 23-ioji g. ;Vilnius;11;Sodas
1908;Verkiai;Bajorų Sodų 24-oji g. ;Vilnius;11;Sodas
1909;Verkiai;Bajorų Sodų 25-oji g. ;Vilnius;12;Sodas
1910;Verkiai;Bajorų Sodų 26-oji g. ;Vilnius;7;Sodas
1911;Verkiai;Bajorų Sodų 27-oji g. ;Vilnius;7;Sodas
1912;Verkiai;Bajorų Sodų 28-oji g. ;Vilnius;6;Sodas
1913;Verkiai;Bajorų Sodų 29-oji g. ;Vilnius;7;Sodas
1914;Verkiai;Bajorų Sodų 3-ioji g. ;Vilnius;18;Sodas
1915;Verkiai;Bajorų Sodų 30-oji g. ;Vilnius;4;Sodas
1916;Verkiai;Bajorų Sodų 31-oji g. ;Vilnius;4;Sodas
1917;Verkiai;Bajorų Sodų 32-oji g. ;Vilnius;5;Sodas
1918;Verkiai;Bajorų Sodų 33-ioji g. ;Vilnius;15;Sodas
1919;Verkiai;Bajorų Sodų 4-oji g. ;Vilnius;49;Sodas
1920;Verkiai;Bajorų Sodų 5-oji g. ;Vilnius;30;Sodas
1921;Verkiai;Bajorų Sodų 6-oji g. ;Vilnius;44;Sodas
1922;Verkiai;Bajorų Sodų 7-oji g. ;Vilnius;17;Sodas
1923;Verkiai;Bajorų Sodų 8-oji g. ;Vilnius;16;Sodas
1924;Verkiai;Bajorų Sodų 9-oji g. ;Vilnius;15;Sodas
1925;Verkiai;Balsių g. ;Vilnius;47;Kitas
1926;Verkiai;Balsių Sodų 1-oji g. ;Vilnius;93;Sodas
