id;street;purpose;area;area_useful;year;year_renov;renov_status;efficiency;no_flats;not_living_flats;land;house
5071;Baltupiog.;Gyvenamoji (trys ir daugiau butų);3723.32;1933.54;1999.0;;Nerenovuotas;;20.0;38.0;0.0;123
5072;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1374.95;1139.61;2003.0;;Nerenovuotas;;18.0;4.0;0.0;173
5073;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1417.59;1166.59;2003.0;;Nerenovuotas;;17.0;5.0;0.0;175
5074;Baltupiog.;Gyvenamoji (trys ir daugiau butų);4017.06;3837.43;1984.0;;Nerenovuotas;;101.0;2.0;0.0;37
5075;Baltupiog.;Gyvenamoji (trys ir daugiau butų);4699.49;4308.27;1984.0;;Nerenovuotas;;99.0;8.0;0.0;41
5076;Baltupiog.;Gyvenamoji (trys ir daugiau butų);2076.06;1727.7;1978.0;;Galimai renovuotųsi;;30.0;0.0;0.0;45
5077;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1541.98;1228.71;1995.0;;Nerenovuotas;;20.0;0.0;0.0;81
5078;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1550.42;1234.3;1995.0;;Nerenovuotas;;20.0;0.0;0.0;83
5079;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1578.55;1258.55;1996.0;;Nerenovuotas;;20.0;0.0;0.0;85
5080;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1568.9;1255.34;1996.0;;Nerenovuotas;;20.0;0.0;0.0;87
5081;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1570.76;1319.41;1996.0;;Nerenovuotas;;20.0;0.0;0.0;89
5082;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1550.86;1228.76;1996.0;;Nerenovuotas;;19.0;0.0;0.0;91
5083;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1535.32;1491.9;1997.0;;Nerenovuotas;;20.0;0.0;0.0;93
5084;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1558.98;1267.1;1996.0;;Nerenovuotas;;19.0;0.0;0.0;95
5085;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1268.3;1015.69;1997.0;;Nerenovuotas;;15.0;0.0;0.0;97
5086;Baltupiog.;Gyvenamoji (trys ir daugiau butų);1557.37;1266.82;1997.0;;Nerenovuotas;;20.0;1.0;0.0;99
5087;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);2353.02;2089.03;1992.0;;Nerenovuotas;;37.0;1.0;0.0;10
5088;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);2334.29;2062.83;1994.0;;Nerenovuotas;;37.0;1.0;0.0;12
5089;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);1515.78;1037.95;1991.0;;Nerenovuotas;;15.0;0.0;0.0;26
5090;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);1419.8;976.48;1991.0;;Nerenovuotas;;15.0;0.0;0.0;28
5091;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);2336.77;1985.89;1991.0;;Nerenovuotas;;38.0;0.0;0.0;2B
5092;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);1443.96;1180.64;1989.0;;Galimai renovuotųsi;;22.0;0.0;0.0;6
5093;Bitininkųg.;Gyvenamoji (trys ir daugiau butų);1900.82;1590.49;1990.0;;Nerenovuotas;;30.0;0.0;0.0;8
5094;Braškiųg.;Gyvenamoji (trys ir daugiau butų);1477.35;1172.98;1992.0;;Nerenovuotas;;21.0;1.0;0.0;2B
5095;Braškiųg.;Gyvenamoji (trys ir daugiau butų);2372.06;2066.47;1991.0;;Nerenovuotas;;36.0;1.0;0.0;2C
5096;Braškiųg.;Gyvenamoji (trys ir daugiau butų);1999.66;1294.53;1993.0;;Nerenovuotas;;24.0;2.0;0.0;2D
5097;Braškiųg.;Gyvenamoji (trys ir daugiau butų);1584.24;1361.07;1996.0;;Nerenovuotas;;25.0;0.0;0.0;48
5098;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);965.72;768.18;1982.0;2016.0;Renovuotas;;11.0;11.0;0.0;12
5099;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1409.82;1184.64;1983.0;;Nerenovuotas;;22.0;0.0;0.0;18
5100;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);3615.53;2902.95;1981.0;;Nerenovuotas;;49.0;0.0;0.0;19
5101;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1482.02;1250.23;1983.0;;Planuojamas renovuoti;;22.0;0.0;0.0;20
5102;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2068.73;1727.71;1978.0;;Nerenovuotas;;30.0;0.0;0.0;25
5103;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);4223.06;3771.98;1978.0;;Nerenovuotas;;72.0;0.0;0.0;27
5104;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2388.05;2019.59;1982.0;;Nerenovuotas;;38.0;0.0;0.0;28
5105;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1434.25;1286.47;1983.0;;Galimai renovuotųsi;;24.0;0.0;0.0;30
5106;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);3795.11;3157.35;1979.0;;Nerenovuotas;;60.0;0.0;0.0;31
5107;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1269.36;1003.55;1984.0;;Nerenovuotas;;18.0;0.0;0.0;34
5108;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1258.68;997.56;1983.0;2017.0;Renovuotas;;18.0;0.0;0.0;36
5109;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2078.35;1727.23;1978.0;2016.0;Renovuotas;;30.0;0.0;0.0;38
5110;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2071.96;1727.7;1978.0;;Galimai renovuotųsi;;30.0;0.0;0.0;40
5111;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2068.13;1727.7;1979.0;;Nerenovuotas;;30.0;0.0;0.0;46
5112;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1482.78;1260.53;1985.0;;Nerenovuotas;;23.0;0.0;0.0;50
5113;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1261.29;1098.79;1985.0;2009.0;Galimai renovuotųsi;;20.0;0.0;0.0;52
5114;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2075.55;1727.11;1978.0;;Nerenovuotas;;30.0;0.0;0.0;60
5115;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2075.69;1568.73;1978.0;;Nerenovuotas;;27.0;3.0;0.0;62
5116;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2062.99;1727.7;1978.0;;Renovuojamas;;30.0;0.0;0.0;64
5117;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);6346.3;5665.1;1978.0;;Nerenovuotas;;107.0;0.0;0.0;70
5118;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2071.39;1727.7;1978.0;2016.0;Renovuotas;;30.0;0.0;0.0;72
5119;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2060.09;1727.7;1978.0;;Nerenovuotas;;30.0;0.0;0.0;76
5120;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);1440.15;1176.82;1982.0;;Nerenovuotas;;22.0;0.0;0.0;8
5121;Didlaukiog.;Gyvenamoji (trys ir daugiau butų);2502.15;2120.49;1981.0;;Nerenovuotas;;40.0;0.0;0.0;9
5122;J.Kairiūkščiog.;Gyvenamoji (trys ir daugiau butų);7739.59;7262.4;1997.0;;Nerenovuotas;;104.0;4.0;0.0;5
5123;Jeruzalėsg.;Gyvenamoji (įvairioms socialinėms grupėms);2295.63;1430.76;1970.0;;Nerenovuotas;;57.0;3.0;0.0;27
5124;Jeruzalėsg.;Gyvenamoji (trys ir daugiau butų);234.82;234.82;1940.0;;Nerenovuotas;;3.0;0.0;0.0;65
5125;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);3565.7;3169.56;1983.0;;Nerenovuotas;;108.0;2.0;0.0;157
5126;Kalvarijųg.;Gyvenamoji (įvairioms socialinėms grupėms);8102.14;3984.02;1973.0;;Nerenovuotas;;133.0;2.0;0.0;159
5127;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);229.71;229.71;1940.0;;Nerenovuotas;;5.0;0.0;0.0;185
5128;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1270.97;1082.57;1992.0;;Nerenovuotas;;15.0;0.0;0.0;282
5129;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1406.26;1182.93;1992.0;;Nerenovuotas;;20.0;0.0;0.0;282A
5130;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1491.03;1258.21;1992.0;;Nerenovuotas;;15.0;0.0;0.0;282B
5131;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1711.14;1181.02;1994.0;;Nerenovuotas;;15.0;0.0;0.0;288
5132;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1709.68;1180.51;1994.0;;Nerenovuotas;;20.0;0.0;0.0;288A
5133;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1721.26;1485.3;1994.0;;Nerenovuotas;;15.0;0.0;0.0;288B
5134;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1964.75;1416.22;2002.0;;Nerenovuotas;;27.0;5.0;0.0;1
5135;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);2222.55;1864.99;1999.0;;Nerenovuotas;;21.0;5.0;0.0;23
5136;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1844.77;1565.63;1999.0;;Nerenovuotas;;18.0;6.0;0.0;25
5137;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1871.83;1600.65;2000.0;;Nerenovuotas;;23.0;6.0;0.0;27
5138;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1833.07;1545.29;2000.0;;Nerenovuotas;;28.0;4.0;0.0;29
5139;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);4242.74;3422.29;2000.0;;Nerenovuotas;;52.0;0.0;0.0;3
5140;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1319.79;1058.87;2001.0;;Nerenovuotas;;16.0;6.0;0.0;31
5141;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1309.89;1112.54;2001.0;;Nerenovuotas;;13.0;4.0;0.0;33
5142;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1282.58;1052.71;2001.0;;Nerenovuotas;;17.0;4.0;0.0;35
5143;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);1393.16;1180.62;2003.0;;Nerenovuotas;;16.0;4.0;0.0;37
5144;Maumedžiųg.;Gyvenamoji (trys ir daugiau butų);2478.53;2120.21;1991.0;;Nerenovuotas;;38.0;0.0;0.0;11
5145;Maumedžiųg.;Gyvenamoji (trys ir daugiau butų);1409.01;1176.91;1993.0;;Nerenovuotas;;22.0;0.0;0.0;2
5146;Maumedžiųg.;Gyvenamoji (trys ir daugiau butų);1018.47;1018.47;2003.0;;Nerenovuotas;;16.0;0.0;0.0;25
5147;Maumedžiųg.;Gyvenamoji (trys ir daugiau butų);1871.19;1575.7;1993.0;;Nerenovuotas;;30.0;0.0;0.0;4
5148;Mokyklosg.;Gyvenamoji (trys ir daugiau butų);132.9;132.9;1940.0;;Nerenovuotas;;3.0;0.0;0.0;11
5149;Mokyklosg.;Gyvenamoji (trys ir daugiau butų);2473.5;2265.24;1988.0;;Nerenovuotas;;38.0;0.0;0.0;3
5150;Mokyklosg.;Gyvenamoji (trys ir daugiau butų);1507.84;1281.91;1987.0;;Nerenovuotas;;22.0;0.0;0.0;3
5151;Mokyklosg.;Gyvenamoji (trys ir daugiau butų);3772.53;3461.8;1991.0;;Nerenovuotas;;47.0;0.0;0.0;3
5152;Mokslininkųg.;Gyvenamoji (trys ir daugiau butų);794.31;636.23;2003.0;;Nerenovuotas;;7.0;5.0;0.0;5
5153;Mokslininkųg.;Gyvenamoji (trys ir daugiau butų);801.9;580.33;2001.0;;Nerenovuotas;;8.0;7.0;0.0;5
5154;Mokslininkųg.;Gyvenamoji (trys ir daugiau butų);409.23;294.36;2001.0;;Nerenovuotas;;4.0;4.0;0.0;5
5155;Popieriausg.;Gyvenamoji (trys ir daugiau butų);278.32;269.07;1954.0;;Nerenovuotas;;6.0;0.0;0.0;1
5156;Popieriausg.;Gyvenamoji (trys ir daugiau butų);468.74;432.05;1905.0;;Nerenovuotas;;11.0;0.0;0.0;10
5157;Popieriausg.;Gyvenamoji (trys ir daugiau butų);651.73;552.85;1960.0;;Nerenovuotas;;12.0;0.0;0.0;104
5158;Popieriausg.;Gyvenamoji (trys ir daugiau butų);894.57;547.98;1960.0;;Nerenovuotas;;12.0;0.0;0.0;106
5159;Popieriausg.;Gyvenamoji (trys ir daugiau butų);583.28;358.51;1963.0;;Nerenovuotas;;8.0;0.0;0.0;108
5160;Popieriausg.;Gyvenamoji (trys ir daugiau butų);454.65;359.08;1963.0;;Nerenovuotas;;8.0;0.0;0.0;110
5161;Popieriausg.;Gyvenamoji (trys ir daugiau butų);290.89;262.69;1940.0;;Galimai renovuotųsi;;5.0;0.0;0.0;2
5162;Popieriausg.;Gyvenamoji (trys ir daugiau butų);513.38;389.1;1968.0;;Nerenovuotas;;8.0;0.0;0.0;38
5163;Popieriausg.;Gyvenamoji (trys ir daugiau butų);319.25;266.4;1923.0;;Nerenovuotas;;6.0;0.0;0.0;4
5164;Popieriausg.;Gyvenamoji (trys ir daugiau butų);546.95;384.6;1968.0;;Nerenovuotas;;8.0;0.0;0.0;40
5165;Popieriausg.;Gyvenamoji (trys ir daugiau butų);519.81;394.31;1965.0;;Nerenovuotas;;8.0;0.0;0.0;42
5166;Popieriausg.;Gyvenamoji (trys ir daugiau butų);704.48;569.34;1960.0;;Galimai renovuotųsi;;11.0;0.0;0.0;48
5167;Popieriausg.;Gyvenamoji (trys ir daugiau butų);168.43;153.49;1940.0;;Nerenovuotas;;4.0;0.0;0.0;5
5168;Popieriausg.;Gyvenamoji (trys ir daugiau butų);668.96;399.99;1973.0;2016.0;Renovuotas;;8.0;0.0;0.0;50
5169;Popieriausg.;Gyvenamoji (trys ir daugiau butų);532.61;397.41;1972.0;;Nerenovuotas;;8.0;0.0;0.0;54
5170;Popieriausg.;Gyvenamoji (trys ir daugiau butų);775.63;538.73;1977.0;;Nerenovuotas;;10.0;0.0;0.0;58
5171;Popieriausg.;Gyvenamoji (trys ir daugiau butų);297.77;211.24;1967.0;;Nerenovuotas;;6.0;0.0;0.0;6
5172;Popieriausg.;Gyvenamoji (trys ir daugiau butų);795.55;567.95;1977.0;;Nerenovuotas;;10.0;0.0;0.0;60
5173;Popieriausg.;Gyvenamoji (trys ir daugiau butų);670.26;403.43;1972.0;;Nerenovuotas;;8.0;0.0;0.0;62
5174;Popieriausg.;Gyvenamoji (trys ir daugiau butų);817.83;582.24;1981.0;;Nerenovuotas;;10.0;0.0;0.0;66
5175;Popieriausg.;Gyvenamoji (trys ir daugiau butų);777.98;553.32;1981.0;;Nerenovuotas;;10.0;0.0;0.0;68
5176;Popieriausg.;Gyvenamoji (trys ir daugiau butų);2027.14;1150.18;1988.0;;Nerenovuotas;;30.0;0.0;0.0;70
5177;Popieriausg.;Gyvenamoji (trys ir daugiau butų);853.32;699.91;1965.0;;Nerenovuotas;;36.0;0.0;0.0;82
5178;Popieriausg.;Gyvenamoji (trys ir daugiau butų);711.7;472.49;1960.0;;Nerenovuotas;;16.0;0.0;0.0;84
5179;Popieriausg.;Gyvenamoji (trys ir daugiau butų);873.62;558.96;1960.0;;Nerenovuotas;;13.0;0.0;0.0;86
5180;Popieriausg.;Gyvenamoji (trys ir daugiau butų);888.4;555.41;1960.0;;Nerenovuotas;;12.0;0.0;0.0;88
5181;Rugiųg.;Gyvenamoji (trys ir daugiau butų);1430.45;1130.21;1990.0;;Nerenovuotas;;21.0;0.0;0.0;2
5182;Rugiųg.;Gyvenamoji (trys ir daugiau butų);1430.89;1166.04;1990.0;;Nerenovuotas;;22.0;0.0;0.0;4
5183;Verkiųg.;Gyvenamoji (trys ir daugiau butų);561.51;518.54;1938.0;;Nerenovuotas;;11.0;0.0;0.0;69
5184;Verkiųg.;Gyvenamoji (trys ir daugiau butų);161.74;135.28;1940.0;;Nerenovuotas;;3.0;0.0;0.0;53
5185;Verkiųg.;Gyvenamoji (trys ir daugiau butų);393.19;315.49;1940.0;;Nerenovuotas;;10.0;1.0;0.0;78A
5186;Verkiųg.;Gyvenamoji (trys ir daugiau butų);102.9;102.91;1940.0;;Nerenovuotas;;3.0;0.0;0.0;81
5187;VerkiųRiešėsg.;Gyvenamoji (trys ir daugiau butų);1149.98;638.62;1979.0;;Galimai renovuotųsi;;13.0;0.0;0.0;10
5188;VerkiųRiešėsg.;Gyvenamoji (trys ir daugiau butų);1183.31;674.37;1987.0;;Nerenovuotas;;13.0;0.0;0.0;14
5189;VerkiųRiešėsg.;Gyvenamoji (trys ir daugiau butų);450.28;365.6;1964.0;;Galimai renovuotųsi;;8.0;0.0;0.0;4
5190;VerkiųRiešėsg.;Gyvenamoji (trys ir daugiau butų);795.47;622.6;1969.0;;Nerenovuotas;;8.0;0.0;0.0;6
5191;ŽaliųjųEžerųg.;Gyvenamoji (trys ir daugiau butų);4920.56;4259.39;1984.0;;Nerenovuotas;;89.0;0.0;0.0;11
5192;ŽaliųjųEžerųg.;Gyvenamoji (trys ir daugiau butų);159.44;159.44;1962.0;;Nerenovuotas;;4.0;0.0;0.0;115
5193;ŽaliųjųEžerųg.;Gyvenamoji (trys ir daugiau butų);528.21;422.21;1940.0;;Nerenovuotas;;10.0;0.0;0.0;18
5194;ŽaliųjųEžerųg.;Gyvenamoji (trys ir daugiau butų);4913.42;4261.94;1980.0;;Planuojamas renovuoti;;89.0;0.0;0.0;3
5195;ŽaliųjųEžerųg.;Gyvenamoji (trys ir daugiau butų);214.65;154.97;1940.0;;Nerenovuotas;;3.0;1.0;0.0;30
5196;ŽaliųjųEžerųg.;Gyvenamoji (trys ir daugiau butų);4874.81;4218.92;1983.0;2016.0;Renovuotas;;88.0;0.0;0.0;9
5197;GeležinioVilkog.;Gyvenamoji (trys ir daugiau butų);3436.41;2876.25;1962.0;;Nerenovuotas;;60.0;0.0;0.0;13
5198;GeležinioVilkog.;Gyvenamoji (trys ir daugiau butų);3429.09;2869.05;1962.0;;Nerenovuotas;;60.0;0.0;0.0;19
5199;GeležinioVilkog.;Gyvenamoji (trys ir daugiau butų);2387.96;1919.81;1961.0;;Nerenovuotas;;29.0;1.0;0.0;7
5200;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);2177.25;1816.8;1976.0;;Nerenovuotas;;50.0;0.0;0.0;40
5201;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);2205.5;1834.5;1975.0;;Nerenovuotas;;50.0;0.0;0.0;42
5202;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);2210.6;1834.5;1975.0;;Nerenovuotas;;50.0;0.0;0.0;44
5203;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);1440.12;1061.77;1958.0;2016.0;Renovuotas;;18.0;3.0;0.0;11
5204;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);4573.23;3829.18;1961.0;;Nerenovuotas;;80.0;1.0;0.0;6
5205;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);1497.43;1203.65;1960.0;;Nerenovuotas;;32.0;1.0;0.0;7
5206;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);3438.46;2880.31;1962.0;;Nerenovuotas;;60.0;0.0;0.0;8
5207;GerosiosViltiesg.;Gyvenamoji (trys ir daugiau butų);1476.5;1192.4;1961.0;;Nerenovuotas;;32.0;1.0;0.0;9
5208;S.Konarskiog.;Gyvenamoji (trys ir daugiau butų);244.99;244.99;1940.0;;Nerenovuotas;;7.0;0.0;0.0;34B
5209;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);294.36;294.36;;;Nerenovuotas;;6.0;0.0;0.0;184
5210;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3271.26;3105.09;1965.0;;Nerenovuotas;;105.0;3.0;0.0;21
5211;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3437.4;2877.2;1962.0;;Nerenovuotas;;60.0;0.0;0.0;23
5212;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);4583.5;3831.11;1962.0;;Nerenovuotas;;80.0;1.0;0.0;25
5213;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);4583.51;3830.42;1962.0;;Nerenovuotas;;80.0;0.0;0.0;27
5214;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3427.72;2868.94;1962.0;;Nerenovuotas;;61.0;0.0;0.0;29
5215;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);4133.89;3338.41;1977.0;;Nerenovuotas;;55.0;1.0;0.0;32
5216;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3428.06;2870.41;1962.0;;Nerenovuotas;;60.0;0.0;0.0;37
5217;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);4572.09;3824.75;1962.0;;Nerenovuotas;;80.0;0.0;0.0;39
5218;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);4583.79;3830.7;1962.0;;Nerenovuotas;;80.0;0.0;0.0;41
5219;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3264.92;3177.16;1965.0;;Nerenovuotas;;108.0;0.0;0.0;45
5220;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3432.0;2871.5;1962.0;;Nerenovuotas;;60.0;0.0;0.0;47
5221;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);5292.4;4422.9;1964.0;;Nerenovuotas;;100.0;0.0;0.0;48
5222;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);5281.95;4422.65;1964.0;;Nerenovuotas;;100.0;0.0;0.0;52
5223;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);106.05;106.05;1940.0;;Nerenovuotas;;3.0;0.0;0.03;63A
5224;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);1508.71;1208.11;1960.0;;Nerenovuotas;;32.0;0.0;0.0;64
5225;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);148.22;136.8;1940.0;;Nerenovuotas;;4.0;0.0;0.0;66A
5226;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3028.23;1853.28;1953.0;;Nerenovuotas;;25.0;8.0;0.0;68
5227;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);1463.62;1178.42;1962.0;;Nerenovuotas;;32.0;1.0;0.0;70
5228;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);1498.2;1201.3;1962.0;;Nerenovuotas;;32.0;1.0;0.0;72
5229;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);6013.65;4489.82;1962.0;;Nerenovuotas;;112.0;3.0;0.0;74
5230;Skroblųg.;Gyvenamoji (trys ir daugiau butų);2789.97;2343.74;1961.0;;Nerenovuotas;;60.0;0.0;0.0;17
5231;Skroblųg.;Gyvenamoji (trys ir daugiau butų);1414.46;1180.8;1961.0;;Nerenovuotas;;32.0;0.0;0.0;21
5232;Skroblųg.;Gyvenamoji (trys ir daugiau butų);2891.49;1958.25;1980.0;;Nerenovuotas;;40.0;5.0;0.0;31
5233;Skroblųg.;Gyvenamoji (trys ir daugiau butų);4502.53;3783.04;1988.0;;Nerenovuotas;;67.0;0.0;0.0;8
5234;Skroblųg.;Gyvenamoji (trys ir daugiau butų);2338.22;2135.11;1988.0;;Nerenovuotas;;38.0;0.0;0.0;8
5235;Titnagog.;Gyvenamoji (trys ir daugiau butų);1148.84;925.79;1957.0;;Nerenovuotas;;19.0;2.0;0.0;13
5236;Ūmėdžiųg.;Gyvenamoji (trys ir daugiau butų);2147.85;1779.02;1985.0;;Nerenovuotas;;40.0;0.0;0.0;1
5237;Ūmėdžiųg.;Gyvenamoji (trys ir daugiau butų);197.22;197.22;1953.0;;Nerenovuotas;;4.0;0.0;0.0;75
5238;Ūmėdžiųg.;Gyvenamoji (trys ir daugiau butų);155.6;155.6;1966.0;;Nerenovuotas;;4.0;0.0;0.0;89
5239;Ūmėdžiųg.;Gyvenamoji (trys ir daugiau butų);162.25;162.25;1960.0;;Nerenovuotas;;4.0;0.0;0.07;91
5240;V.Pietariog.;Gyvenamoji (trys ir daugiau butų);4358.48;3617.45;1963.0;;Nerenovuotas;;75.0;0.0;0.0;2
5241;V.Pietariog.;Gyvenamoji (trys ir daugiau butų);3437.88;2872.82;1962.0;;Nerenovuotas;;60.0;0.0;0.0;4
5242;V.Pietariog.;Gyvenamoji (trys ir daugiau butų);3435.5;2872.2;1963.0;;Nerenovuotas;;60.0;0.0;0.0;6
5243;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2145.15;1679.8;1989.0;;Nerenovuotas;;40.0;0.0;0.0;10
5244;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2165.18;1692.3;1988.0;;Nerenovuotas;;40.0;0.0;0.0;12
5245;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2160.97;1812.39;1988.0;;Nerenovuotas;;40.0;0.0;0.0;14
5246;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2167.67;1784.64;1986.0;;Nerenovuotas;;40.0;0.0;0.0;16
5247;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2146.13;1656.6;1986.0;;Nerenovuotas;;40.0;0.0;0.0;18
5248;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2112.67;1655.55;1991.0;;Nerenovuotas;;40.0;0.0;0.0;2
5249;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);3248.34;3248.34;1989.0;;Nerenovuotas;;72.0;0.0;0.0;21
5250;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2145.15;1797.16;1987.0;;Nerenovuotas;;40.0;0.0;0.0;22
5251;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2145.15;1797.16;1989.0;;Nerenovuotas;;40.0;0.0;0.0;24
5252;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2144.34;1773.0;1985.0;;Nerenovuotas;;40.0;0.0;0.0;25
5253;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2150.81;1799.06;1989.0;;Nerenovuotas;;40.0;0.0;0.0;26
5254;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2136.44;1773.52;1991.0;;Nerenovuotas;;40.0;0.0;0.0;27
5255;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2147.29;1681.76;1989.0;;Nerenovuotas;;40.0;0.0;0.0;28
5256;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2136.44;1657.27;1985.0;;Nerenovuotas;;40.0;0.0;0.0;29
5257;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2147.29;1799.66;1989.0;;Nerenovuotas;;40.0;0.0;0.0;30
5258;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2148.76;1663.0;1984.0;;Nerenovuotas;;40.0;0.0;0.0;31
5259;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2134.95;1660.75;1990.0;;Nerenovuotas;;40.0;0.0;0.0;32
5260;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2145.14;1783.47;1984.0;;Nerenovuotas;;40.0;0.0;0.0;33
5261;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2122.4;1653.83;1990.0;;Nerenovuotas;;40.0;0.0;0.0;34
5262;Vaduvosg.;Gyvenamoji (trys ir daugiau butų);2139.79;1775.5;1986.0;;Nerenovuotas;;40.0;0.0;0.0;35
